,airport_name,city_name,country_name,timezone,type_of_port
93,Takaka Airport,Takaka,New Zealand,12,airport
94,Portogruaro Caorle Railway Station,Portogruaro Caorle,Italy,1,station
95,Nukutavake Airport,Nukutavake,French Polynesia,-10,airport
96,Chris Hadfield Airport,Sarnia,Canada,-5,airport
97,Mughalsarai Junction Railway Station,Mughalsarai,India,5.5,station
98,Springs Airfield,Springs,South Africa,2,airport
99,Pennsylvania Railroad Station,Fort Wayne,United States,-5,station
100,Indira Gandhi International Airport,Delhi,India,5.5,airport
101,Santorini Airport,Thira,Greece,2,airport
102,Ronda Airport,Ronda,Spain,1,airport
103,Frankfurt Stadion Station,Frankfurt,Germany,1,station
104,Albert Whitted Airport,St. Petersburg,United States,-5,airport
105,Samsø Airport,Samsoe,Denmark,1,airport
106,Presidente Peron Airport,Neuquen,Argentina,-3,airport
107,Fairfield Metro Station,Fairfield,United States,-5,station
108,Page Municipal Airport,Page,United States,-7,airport
109,Yangyang International Airport,Sokcho / Gangneung,South Korea,9,airport
110,Hameenkyro Airport,Hameenkyro,Finland,2,airport
111,José Aponte de la Torre Airport,Ceiba,Puerto Rico,-4,airport
112,Jorge Chávez International Airport,Lima,Peru,-5,airport
113,Skardu Airport,Skardu,Pakistan,5,airport
114,Effingham Memorial Airport,Effingham,United States,-6,airport
115,Dimapur Airport,Dimapur,India,5.5,airport
116,Kautokeino Air Base,Kautokeino,Norway,1,airport
117,Anuradhapura Air Force Base,Anuradhapura,Sri Lanka,5.5,airport
118,Olga Bay Seaplane Base,Olga Bay,United States,-9,airport
119,Bangui M'Poko International Airport,Bangui,Central African Republic,1,airport
120,Tinker Air Force Base,Oklahoma City,United States,-6,airport
121,Long Branch GO Station,Toronto,Canada,-5,station
122,Marina Municipal Airport,Fort Ord,United States,-8,airport
123,Temindung Airport,Samarinda,Indonesia,8,airport
124,Nagarjuna Sagar Airport,Nagarjunsagar,India,5.5,airport
125,Reichenbach Air Base,Reichenbach im Kandertal,Switzerland,1,airport
126,La Romaine Airport,La Romaine,Canada,-4,airport
127,Gobernador Gregores Airport,Gobernador Gregores,Argentina,-3,airport
128,Dutse International Airport,Dutse,Nigeria,1,airport
129,Hagenow Bahnhof,Hagenow,Germany,1,station
130,Cold Spring Harbor Station,Cold Spring Harbor,United States,-5,station
131,Kanpur Central Railway Station,Kanpur,India,5.5,station
132,Kapalua Airport,Lahania-kapalua,United States,-10,airport
133,Lviv International Airport,Lvov,Ukraine,2,airport
134,Severobajkalsk Port,Severobajkalsk,Russia,8,port
135,Tengchong Tuofeng Airport,Tengchong,China,8,airport
136,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,2,airport
137,Elfin Cove Seaplane Base,Elfin Cove,United States,-9,airport
138,Chimoio Airport,Chimoio,Mozambique,2,airport
139,Bellingham International Airport,Bellingham,United States,-8,airport
140,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,-6,airport
141,Vancouver International Airport,Vancouver,Canada,-8,airport
142,Mersa Matruh Airport,Mersa-matruh,Egypt,2,airport
143,Fulton County Airport Brown Field,Atlanta,United States,-5,airport
144,Evanston-Uinta County Airport-Burns Field,Evanston,United States,-7,airport
145,Saint Lambert Railway Station,Saint Lambert,Canada,-5,station
146,Lincoln Regional Karl Harder Field,Lincoln,United States,-8,airport
147,Vesoul-Frotey Airport,Vesoul-frotey,France,1,airport
148,Bessemer Airport,Bessemer,United States,-6,airport
149,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,1,airport
150,Dongola Airport,Dongola,Sudan,3,airport
151,Hohenfels Army Air Field,Hohenfels,Germany,1,airport
152,Marquette Airport,Marquette,United States,-5,airport
153,Port Bouet Airport,Abidjan,Cote d'Ivoire,0,airport
154,Egal International Airport,Hargeisa,Somalia,3,airport
155,Smithers Airport,Smithers,Canada,-8,airport
156,General Freire Airport,Curico,Chile,-4,airport
157,Westbury Station,Westbury,United States,-5,station
158,Pilot Point Airport,Pilot Point,United States,-9,airport
159,Hierro Airport,Hierro,Spain,0,airport
160,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,-3,airport
161,Moengo Airstrip,Moengo,Suriname,-3,airport
162,McKinley National Park Airport,McKinley Park,United States,-9,airport
163,Isparta Airport,Isparta,Turkey,3,airport
164,Luhansk International Airport,Lugansk,Ukraine,2,airport
165,Bazaruto Island Airport,Bazaruto Island,Mozambique,2,airport
166,Turpan Jiaohe Airport,Turpan,China,8,airport
167,Blida Airport,Blida,Algeria,1,airport
168,Kopitnari Airport,Kutaisi,Georgia,4,airport
169,Braunschweig Hauptbahnhof,Braunschweig,Germany,1,station
170,K50 Airport,Mogadishu,Somalia,3,airport
171,Warrnambool Airport,Warrnambool,Australia,10,airport
172,Points North Landing Airport,Points North Landing,Canada,-6,airport
173,Harlem-125th Street Station,New York,United States,-5,station
174,Helena Regional Airport,Helena,United States,-7,airport
175,Megiddo Airport,Megido Airstrip,Israel,2,airport
176,Tweed New Haven Airport,New Haven,United States,-5,airport
177,Tsim Sha Tsui Ferry Pier,Hong Kong,Hong Kong,8,port
178,Bamberg County Airport,Bamberg,United States,-5,airport
179,Sinop Airport,Sinop,Turkey,3,airport
180,Lake Murray Airport,Lake Murray,Papua New Guinea,10,airport
181,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,5,airport
182,Poplar Hill Airport,Poplar Hill,Canada,-6,airport
183,Elkhart Morton County Airport,Elkhart,United States,-5,airport
184,Kaufana Airport,Eua Island,Tonga,13,airport
185,Ouesso Airport,Ouesso,Congo (Kinshasa),1,airport
186,Whitehorse Seaplane Base,Whitehorse,Canada,-8,airport
187,Sokol Airport,Magadan,Russia,11,airport
188,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,-10,airport
189,Khorat Airport,Nakhon Ratchasima,Thailand,7,airport
190,Peace River Airport,Peace River,Canada,-7,airport
191,McChord Air Force Base,Tacoma,United States,-8,airport
192,Massena International Richards Field,Massena,United States,-5,airport
193,Trondheim Airport Værnes,Trondheim,Norway,1,airport
194,Presidente João Suassuna Airport,Campina Grande,Brazil,-3,airport
195,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-4,airport
196,Milford Station,Milford,United States,-5,station
197,London City Airport,London,United Kingdom,0,airport
198,Verona Villafranca Airport,Villafranca,Italy,1,airport
199,Meadows Field,Bakersfield,United States,-8,airport
200,Gifu Station,Gifu,Japan,9,station
201,Ardmore Airport,Ardmore,New Zealand,12,airport
202,Earlswood Railway Station,Earlswood,United Kingdom,0,station
203,Fazenda Colen Airport,Lucas do Rio Verde,Brazil,-4,airport
204,Baudette International Airport,Baudette,United States,-6,airport
205,Charlotte County Airport,Punta Gorda,United States,-5,airport
206,Moyo Airport,Moyo,Uganda,3,airport
207,Zanjan Airport,Zanjan,Iran,3.5,airport
208,Lamar Municipal Airport,Lamar,United States,-7,airport
209,St. Catharines Station,St. Catharines,Canada,-5,station
210,Melilla Airport,Melilla,Spain,1,airport
211,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,-4,airport
212,Tasiusaq (Qaasuitsup) Heliport,Tasiusaq,Greenland,-3,airport
213,San Antonio Station,Mountain View,United States,-8,station
214,Airok Airport,Airok,Marshall Islands,12,airport
215,Valkenburg Naval Air Base,Valkenburg,Netherlands,1,airport
216,Bielsko Biala Airport,Bielsko-Biala,Poland,1,airport
217,Angoon Seaplane Base,Angoon,United States,-9,airport
218,Gouda Railway Station,Gouda,Netherlands,1,station
219,Cyril E. King Airport,St. Thomas,Virgin Islands,-4,airport
220,Quepos Managua Airport,Quepos,Costa Rica,-6,airport
221,Bryant Army Heliport,Fort Richardson,United States,-9,airport
222,Dongola Airport,Dongola,Sudan,3,airport
223,Herrera Airport,Santo Domingo,Dominican Republic,-4,airport
224,Boigu Airport,Boigu,Australia,10,airport
225,Manda Airstrip,Lamu,Kenya,3,airport
226,Arorae Island Airport,Arorae,Kiribati,12,airport
227,Shaheed Benazirabad Airport,Nawabshah,Pakistan,5,airport
228,Minsk 1 Airport,Minsk,Belarus,3,airport
229,Miaoli Station,Miaoli,Taiwan,8,station
230,Duqm International Airport,Duqm,Oman,4,airport
231,St Clair County International Airport,Port Huron,United States,-5,airport
232,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,1,airport
233,Tutuka Power Station Airport,Tutuka,South Africa,2,airport
234,Goondiwindi Airport,Goondiwindi,Australia,10,airport
235,Sultan Khairun Babullah Airport,Ternate,Indonesia,9,airport
236,Laredo International Airport,Laredo,United States,-6,airport
237,General Francisco Bermúdez Airport,Carupano,Venezuela,-4,airport
238,Kuusamo Airport,Kuusamo,Finland,2,airport
239,Buckley Air Force Base,Buckley,United States,-7,airport
240,San Bruno Station,San Bruno,United States,-8,station
241,Mc Connell Air Force Base,Wichita,United States,-6,airport
242,Modibo Keita International Airport,Bamako,Mali,0,airport
243,Liverpool South Parkway Railway Station,Liverpool,United Kingdom,0,station
244,Pikangikum Airport,Pikangikum,Canada,-6,airport
245,Castle Airport,Merced,United States,-8,airport
246,Nosara Airport,Nosara Beach,Costa Rica,-6,airport
247,Kennedy GO Station,Toronto,Canada,-5,station
248,Juanjui Airport,Juanjui,Peru,-5,airport
249,Flam Station,Flam,Norway,1,station
250,Millington-Memphis Airport,Millington,United States,-6,airport
251,Leverkusen Airport,Leverkusen,Germany,1,airport
252,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,-5,airport
253,Suvarnabhumi Station,Bangkok,Thailand,7,station
254,Borj El Amri Airport,Bordj El Amri,Tunisia,1,airport
255,Catarman National Airport,Catarman,Philippines,8,airport
256,Shenzhen North Railway Station,Shenzhen,China,8,station
257,Sky Ranch At Carefree Airport,Carefree,United States,-7,airport
258,Mangalore Airport,Mangalore,Australia,10,airport
259,Aeroclube Airport,Nova Iguacu,Brazil,-3,airport
260,Brackett Field,La Verne,United States,-8,airport
261,Williamsburg Jamestown Airport,Williamsburg,United States,-5,airport
262,Saratoga County Airport,Ballston Spa,United States,-5,airport
263,Stephenville Clark Regional Airport,Stephenville,United States,-6,airport
264,Bocas Del Toro International Airport,Bocas Del Toro,Panama,-5,airport
265,DuBois Regional Airport,Du Bois,United States,-5,airport
266,Moi Air Base,Nairobi,Kenya,3,airport
267,Pitalito Airport,Pitalito,Colombia,-5,airport
268,Juan Gualberto Gomez International Airport,Varadero,Cuba,-5,airport
269,Kuchyňa Air Base,Malacky,Slovakia,1,airport
270,Elkhart Morton County Airport,Elkhart,United States,-5,airport
271,Whitecourt Airport,Whitecourt,Canada,-7,airport
272,Gustavo Vargas Airport,Tame,Colombia,-5,airport
273,Delaware County Johnson Field,Muncie,United States,-5,airport
274,Portland Hillsboro Airport,Hillsboro,United States,-8,airport
275,Dirkou Airport,Dirkou,Niger,1,airport
276,Parkchester Station,New York,United States,-5,station
277,Aqaba King Hussein International Airport,Aqaba,Jordan,2,airport
278,Merseburg Airport,Muehlhausen,Germany,1,airport
279,Tan Tan Airport,Tan Tan,Morocco,0,airport
280,Tuguegarao Airport,Tuguegarao,Philippines,8,airport
281,Naypyidaw Airport,Naypyidaw,Burma,6.5,airport
282,Furstenwalde Bahnhof,Furstenwalde,Germany,1,station
283,Guerrero Negro Airport,Guerrero Negro,Mexico,-8,airport
284,Dortmund Airport,Dortmund,Germany,1,airport
285,Lincoln Regional Karl Harder Field,Lincoln,United States,-8,airport
286,Hearst René Fontaine Municipal Airport,Hearst,Canada,-5,airport
287,Gustavus Airport,Gustavus,United States,-9,airport
288,Oslo Lufthavn,Oslo,Norway,1,airport
289,Suzhou North Railway Station,Suzhou,China,8,station
290,Bloor Station,Toronto,Canada,-5,station
291,Aomori Airport,Aomori,Japan,9,airport
292,Dongmajuanzhen Railway Station,Wuqing,China,8,station
293,Sinop Airport,Sinop,Turkey,3,airport
294,Kee Field,Pineville,United States,-5,airport
295,Cornwall Regional Airport,Cornwall,Canada,-5,airport
296,Susuman Airport,Susuman,Russia,11,airport
297,Milos Airport,Milos,Greece,2,airport
298,Raduzhny Airport,Raduzhnyi,Russia,5,airport
299,Barter Island LRRS Airport,Barter Island,United States,-9,airport
300,Roskilde Railway Station,Roskilde,Denmark,1,station
301,Leigh Creek Airport,Leigh Creek,Australia,9.5,airport
302,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,3,airport
303,Cáceres Airport,Caceres,Brazil,-4,airport
304,Passau Hbf,Passau,Germany,1,station
305,Kütahya Airport,Kutahya,Turkey,3,airport
306,Draughon Miller Central Texas Regional Airport,Temple,United States,-6,airport
307,Trondheim Airport Værnes,Trondheim,Norway,1,airport
308,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiai,Brazil,-3,airport
309,Tirupati Airport,Tirupeti,India,5.5,airport
310,Mt Pleasant Regional-Faison field,Mount Pleasant,United States,-5,airport
311,RAF Wittering,Wittering,United Kingdom,0,airport
312,Scammon Bay Airport,Scammon Bay,United States,-9,airport
313,Bairnsdale Airport,Bairnsdale,Australia,10,airport
314,Gällivare Airport,Gallivare,Sweden,1,airport
315,Sydney Bankstown Airport,Sydney,Australia,10,airport
316,Licenciado Benito Juarez International Airport,Mexico City,Mexico,-6,airport
317,Hameenlinna Railway Station,Hameenlinna,Finland,2,station
318,Dulkaninna Airport,Dulkaninna,Australia,9.5,airport
319,Niue International Airport,Alofi,Niue,-11,airport
320,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
321,Edinburgh Waverly Station,Edinburgh,United Kingdom,0,station
322,Tamar Mepe Airport,Mestia,Georgia,4,airport
323,Moengo Airstrip,Moengo,Suriname,-3,airport
324,Namibe Airport,Mocamedes,Angola,1,airport
325,Port Lincoln Airport,Port Lincoln,Australia,9.5,airport
326,KIEV  INTERNATIONAL AIRPORT,KIEV,Ukraine,2,airport
327,Tatakoto Airport,Tatakoto,French Polynesia,-10,airport
328,Palmar Sur Airport,Palmar Sur,Costa Rica,-6,airport
329,Maharana Pratap Airport,Udaipur,India,5.5,airport
330,Annemasse Airport,Annemasse,France,1,airport
331,Lakeway Airpark,Lakeway,United States,-6,airport
332,Bahrain International Airport,Bahrain,Bahrain,3,airport
333,Kashgar Airport,Kashi,China,8,airport
334,Bethpage Station,Bethpage,United States,-5,station
335,Habersham County Airport,Cornelia,United States,-5,airport
336,Milford Sound Airport,Milford Sound,New Zealand,12,airport
337,Niijima Airport,Niijima,Japan,9,airport
338,RAF Marham,Marham,United Kingdom,0,airport
339,Independence Airport,Independence,Belize,-6,airport
340,Pietersburg Municipal Airport,Polokwane,South Africa,2,airport
341,General Villamil Airport,Isabela,Ecuador,-6,airport
342,Comino Airport,Comino,Malta,1,airport
343,Likiep Airport,Likiep Island,Marshall Islands,12,airport
344,Buta Zega Airport,Buta Zega,Congo (Kinshasa),2,airport
345,Elazığ Airport,Elazig,Turkey,3,airport
346,Tinogasta Airport,Tinogasta,Argentina,-3,airport
347,Nea Anchialos Airport,Nea Anghialos,Greece,2,airport
348,Long Lellang Airport,Long Datih,Malaysia,8,airport
349,Palm Beach County Glades Airport,Pahokee,United States,-5,airport
350,Rosecrans Memorial Airport,Rosecrans,United States,-6,airport
351,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,-5,airport
352,East Chicago Station,East Chicago,United States,-6,station
353,Aur Island Airport,Aur Atoll,Marshall Islands,12,airport
354,Kao Airport,Kao,Indonesia,9,airport
355,Wemindji Airport,Wemindji,Canada,-5,airport
356,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5,airport
357,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,-6,airport
358,Mercedita Airport,Ponce,Puerto Rico,-4,airport
359,Ain el Beida Airport,Ouargla,Algeria,1,airport
360,Sayaboury Airport,Sainyabuli,Laos,7,airport
361,Wangaratta Railway Station,Wangaratta,Australia,10,station
362,Big Trout Lake Airport,Big Trout Lake,Canada,-6,airport
363,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,5,airport
364,Georgetown County Airport,Georgetown,United States,-5,airport
365,Wenshan Airport,Wenshan,China,8,airport
366,Ameland Airfield,Ameland,Netherlands,1,airport
367,Guna Airport,Guna,India,5.5,airport
368,Tulsa International Airport,Tulsa,United States,-6,airport
369,Taungoo Airport,Taungoo,Burma,6.5,airport
370,Blackpool International Airport,Blackpool,United Kingdom,0,airport
371,Las Brujas Airport,Corozal,Colombia,-5,airport
372,Sunyani Airport,Sunyani,Ghana,0,airport
373,Redcliffe Airport,Redcliffe,Vanuatu,11,airport
374,Nyutabaru Airport,Nyutabaru,Japan,9,airport
375,Dalma Airport,Dalma Island,United Arab Emirates,4,airport
376,Katima Mulilo Airport,Mpacha,Namibia,1,airport
377,Goulimime Airport,Goulimime,Morocco,0,airport
378,Bowerman Airport,Hoquiam,United States,-8,airport
379,James M Cox Dayton International Airport,Dayton,United States,-5,airport
380,Albury Airport,Albury,Australia,10,airport
381,Bartow Municipal Airport,Bartow,United States,-5,airport
382,Olten Railway Station,Olten,Switzerland,1,station
383,Malcolm McKinnon Airport,Brunswick,United States,-5,airport
384,Nicosia International Airport,Nicosia,Cyprus,2,airport
385,Hollister Municipal Airport,Hollister,United States,-8,airport
386,Nunapitchuk Airport,Nunapitchuk,United States,-9,airport
387,Himeji Station,Himeji,Japan,9,station
388,Leigh Creek Airport,Leigh Creek,Australia,9.5,airport
389,Bundaberg Airport,Bundaberg,Australia,10,airport
390,Perry Municipal Airport,Perry,United States,-6,airport
391,Gilmer County Airport,Ellijay,United States,-5,airport
392,Walton Airport,Lahore,Pakistan,5,airport
393,Albury Railway Station,Albury,Australia,10,station
394,Bathurst Airport,Bathurst,Australia,10,airport
395,Marlboro Gautrain Station,Johannesburg,South Africa,2,station
396,Palacios Municipal Airport,Palacios,United States,-6,airport
397,Camiguin Airport,Camiguin,Philippines,8,airport
398,Touho Airport,Touho,New Caledonia,11,airport
399,Andravida Air Base,Andravida,Greece,2,airport
400,Agincourt GO Station,Toronto,Canada,-5,station
401,Newton City-County Airport,Newton,United States,-6,airport
402,Olympic Station,Hong Kong,Hong Kong,8,station
403,Münster Osnabrück Airport,Munster,Germany,1,airport
404,Zhangjiakou Ningyuan Airport,Zhangjiakou,China,8,airport
405,Agra Airport,Agra,India,5.5,airport
406,Hung Hom Railway Station,Hong Kong,Hong Kong,8,station
407,Compton Abbas Aerodrome,Shaftesbury,United Kingdom,0,airport
408,Plymouth Municipal Airport,Plymouth,United States,-5,airport
409,Tlaxcala Airport,Tlaxcala,Mexico,-6,airport
410,Nadym Airport,Nadym,Russia,5,airport
411,Yancheng Airport,Yancheng,China,8,airport
412,Moses Kilangin Airport,Timika,Indonesia,9,airport
413,Volgograd International Airport,Volgograd,Russia,3,airport
414,Teuge Airport,Deventer,Netherlands,1,airport
415,Jaisalmer Airport,Jaisalmer,India,5.5,airport
416,Cleveland Lakefront Station,Cleveland,United States,-5,station
417,Iswahyudi Airport,Madiun,Indonesia,7,airport
418,Munda Airport,Munda,Solomon Islands,11,airport
419,Salina Municipal Airport,Salina,United States,-6,airport
420,Socorro Municipal Airport,Socorro,United States,-6,airport
421,Delta County Airport,Escanaba,United States,-5,airport
422,Dhanbad Junction Railway Station,Dhanbad,India,5.5,station
423,Westport Airport,Westport,New Zealand,12,airport
424,Sydney Terminal Railway Station,Sydney,Australia,10,station
425,Suzhou North Railway Station,Suzhou,China,8,station
426,Alexandria International Airport,Alexandria,United States,-6,airport
427,Granada Station,Granada,Spain,1,station
428,Howrah Junction Railway Station,Howrah,India,5.5,station
429,Kitona Base Airport,Kitona Base,Congo (Kinshasa),1,airport
430,Qingdao Railway Station,Qingdao,China,8,station
431,Gardabya Airport,Sirt,Libya,2,airport
432,Boigu Airport,Boigu,Australia,10,airport
433,Sangster International Airport,Montego Bay,Jamaica,-5,airport
434,Santo Ângelo Airport,Santo Angelo,Brazil,-3,airport
435,Ermelo Airport,Ermelo,South Africa,2,airport
436,Donegal Airport,Dongloe,Ireland,0,airport
437,Mimco GO Station,Toronto,Canada,-5,station
438,Bråvalla Air Base,Norrkoeping,Sweden,1,airport
439,Jackson MI Station,Jackson,United States,-5,station
440,Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,-4,airport
441,Yarmouth Ferry Terminal,Yarmouth NS,Canada,-4,port
442,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,2,airport
443,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,-4,airport
444,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,Jundiai,Brazil,-3,airport
445,Liuting Airport,Qingdao,China,8,airport
446,Tórshavn/Bodanes Heliport,Torshavn,Faroe Islands,0,airport
447,Phnom Penh International Airport,Phnom-penh,Cambodia,7,airport
448,Chautauqua County-Dunkirk Airport,Dunkirk,United States,-5,airport
449,Mukalla International Airport,Mukalla,Yemen,3,airport
450,Watson Lake Airport,Watson Lake,Canada,-8,airport
451,Tanana Airport,Tanana,United States,-9,airport
452,Daniel Z. Romualdez Airport,Tacloban,Philippines,8,airport
453,RAF Woodvale,Woodvale,United Kingdom,0,airport
454,Rankin Inlet Airport,Rankin Inlet,Canada,-6,airport
455,Bamberg County Airport,Bamberg,United States,-5,airport
456,Carriel Sur Airport,Concepcion,Chile,-4,airport
457,Camden Station,Baltimore,United States,-5,station
458,Houari Boumediene Airport,Algier,Algeria,1,airport
459,Huahine-Fare Airport,Huahine Island,French Polynesia,-10,airport
460,Tartu Airport,Tartu,Estonia,2,airport
461,French Valley Airport,Murrieta,United States,-8,airport
462,Lannion-Côte de Granit Airport,Lannion,France,1,airport
463,Woodside Station,New York,United States,-5,station
464,Bathurst Island Airport,Bathurst Island,Australia,9.5,airport
465,Redwood City Station,Redwood City,United States,-8,station
466,Luxembourg Railway Station,Luxembourg City,Luxembourg,1,station
467,Longdongbao Airport,Guiyang,China,8,airport
468,Chippewa Valley Regional Airport,Eau Claire,United States,-6,airport
469,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,-5,airport
470,Tashkent International Airport,Tashkent,Uzbekistan,5,airport
471,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,8,airport
472,Akola Airport,Akola,India,5.5,airport
473,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,3.5,airport
474,Kaben Airport,Kaben,Marshall Islands,12,airport
