,airport_name,city_name,country_name,timezone,type_of_port
73,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,1,airport
74,Pryor Field Regional Airport,Decatur,United States,-6,airport
75,Atlantic City Rail Terminal,Atlantic City NJ,United States,-5,station
76,Ban Thap Chang Station,Bangkok,Thailand,7,station
77,Mount Sterling Montgomery County Airport,Mount Sterling,United States,-5,airport
78,Çanakkale Airport,Canakkale,Turkey,3,airport
79,La Ferté Alais Airfield,La Ferte Alais,France,1,airport
80,Plzeň-Líně Airport,Line,Czech Republic,1,airport
81,James M Cox Dayton International Airport,Dayton,United States,-5,airport
82,St Michael Airport,St. Michael,United States,-9,airport
83,Port Lincoln Airport,Port Lincoln,Australia,9.5,airport
84,Okmulgee Regional Airport,Okmulgee,United States,-6,airport
85,Hotan Airport,Hotan,China,8,airport
86,Louis Armstrong New Orleans International Airport,New Orleans,United States,-6,airport
87,José Aponte de la Torre Airport,Ceiba,Puerto Rico,-4,airport
88,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,-3,airport
89,Eek Airport,Eek,United States,-9,airport
90,Hong Kong Railway Station,Hong Kong,Hong Kong,8,station
91,Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,-3,airport
92,Burgos Airport,Burgos,Spain,1,airport
93,Cherry Capital Airport,Traverse City,United States,-5,airport
94,Fort Smith Airport,Fort Smith,Canada,-7,airport
95,Humberto Ghizzo Bortoluzzi Regional Airport,Jaguaruna,Brazil,-3,airport
96,Tyonek Airport,Tyonek,United States,-9,airport
97,Braceville Airport,Braceville,United States,-5,airport
98,Quanzhou Jinjiang International Airport,Quanzhou,China,8,airport
99,Khudzhand Airport,Khudzhand,Tajikistan,5,airport
100,Memorial Field,Hot Springs,United States,-6,airport
101,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,-6,airport
102,William R Fairchild International Airport,Port Angeles,United States,-8,airport
103,York Landing Airport,York Landing,Canada,-6,airport
104,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,8,airport
105,Macau Ferry Pier,Macau,Macau,8,port
106,Saratov Central Airport,Saratov,Russia,3,airport
107,El Embrujo Airport,Providencia,Colombia,-5,airport
108,Norðfjörður Airport,Nordfjordur,Iceland,0,airport
109,Kerch Airport,Kerch,Ukraine,3,airport
110,"Oslo, Fornebu Airport",Oslo,Norway,1,airport
111,Hat Yai International Airport,Hat Yai,Thailand,7,airport
112,Sokcho Airport,Sokch'o,South Korea,9,airport
113,RAF Mona,Mona,United Kingdom,0,airport
114,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
115,Pocono Mountains Municipal Airport,Mount Pocono,United States,-5,airport
116,RAF Barkston Heath,Barkston Heath,United Kingdom,0,airport
117,Aberdeen Station,Hong Kong,Hong Kong,8,station
118,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,-4,airport
119,Yibin Caiba Airport,Yibin,China,8,airport
120,LaGrange Callaway Airport,LaGrange,United States,-5,airport
121,Tsumeb Airport,Tsumeb,Namibia,1,airport
122,Iwami Airport,Iwami,Japan,9,airport
123,Hedlanda Airport,Hede,Sweden,1,airport
124,Egal International Airport,Hargeisa,Somalia,3,airport
125,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),2,airport
126,Syamsudin Noor Airport,Banjarmasin,Indonesia,8,airport
127,Lakeland Linder International Airport,Lakeland,United States,-5,airport
128,Abemama Atoll Airport,Abemama,Kiribati,12,airport
129,Hang Nadim International Airport,Batam,Indonesia,7,airport
130,Tamar Mepe Airport,Mestia,Georgia,4,airport
131,Masirah Air Base,Masirah,Oman,4,airport
132,Hunt Field,Lindau,Germany,-7,airport
133,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,-5,airport
134,Qingyang Airport,Qingyang,China,8,airport
135,Anting North Railway Station,Jiading,China,8,station
136,Independence Airport,Independence,Belize,-6,airport
137,The Rock Railway Station,The Rock,Australia,10,station
138,Hartsville Regional Airport,Hartsville,United States,-5,airport
139,Kabalebo Airport,Kabalebo,Suriname,-3,airport
140,Nantes Atlantique Airport,Nantes,France,1,airport
141,Budapest Liszt Ferenc International Airport,Budapest,Hungary,1,airport
142,Kullorsuaq Heliport,Kullorsuaq,Greenland,-3,airport
143,Stara Zagora Airport,Stara Zagora,Bulgaria,2,airport
144,Northwest Arkansas Samuel Walton International Airport,Bentonville,United States,-4,airport
145,Mammy Yoko Heliport,Freetown,Sierra Leone,0,airport
146,Malabo Airport,Malabo,Equatorial Guinea,1,airport
147,Chambéry-Challes-les-Eaux Airport,Chambery,France,1,airport
148,Balti International Airport,Strymba,Moldova,2,airport
149,Cat Bi International Airport,Haiphong,Vietnam,7,airport
150,Arutua Airport,Arutua,French Polynesia,-10,airport
151,Tundla Junction Railway Station,Tundla,India,5.5,station
152,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,2,airport
153,Kokshetau Airport,Kokshetau,Kazakhstan,6,airport
154,Haliwen Airport,Atambua,Indonesia,8,airport
155,Turukhansk Airport,Turukhansk,Russia,7,airport
156,Wiluna Airport,Wiluna,Australia,8,airport
157,Koyukuk Airport,Koyukuk,United States,-9,airport
158,Niort-Souché Airport,Niort,France,1,airport
159,Arua Airport,Arua,Uganda,3,airport
160,Strasbourg Neuhof Airfield,Strasbourg Neudorf,France,1,airport
161,Arorae Island Airport,Arorae,Kiribati,12,airport
162,Nawapara Airport,Nawapara,India,5.5,airport
163,Great Lakes Station,Great Lakes,United States,-6,station
164,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,1,airport
165,Maripasoula Airport,Maripasoula,French Guiana,-3,airport
166,Ardmore Amtrak Station,Ardmore,United States,-5,station
167,Newtownards Airport,Newtownards,United Kingdom,0,airport
168,Sidney - Richland Regional Airport,Sidney,United States,-7,airport
169,Lynn Lake Airport,Lynn Lake,Canada,-6,airport
170,Pecs Vasutallomas Station,Pecs,Hungary,1,station
171,Guna Airport,Guna,India,5.5,airport
172,University of Illinois Willard Airport,Champaign,United States,-6,airport
173,Hiroshima Station,Hiroshima,Japan,9,station
174,Malé International Airport,Male,Maldives,5,airport
175,Huahine-Fare Airport,Huahine Island,French Polynesia,-10,airport
176,Xinzhou Wutaishan Airport,Xinzhou,China,8,airport
177,Hao Airport,Hao Island,French Polynesia,-10,airport
178,Calbayog Airport,Calbayog City,Philippines,8,airport
179,Philadelphia International Airport,Philadelphia,United States,-5,airport
180,Chico Municipal Airport,Chico,United States,-8,airport
181,São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,-4,airport
182,Scappoose Industrial Airpark,San Luis,United States,-8,airport
183,Frankfurt am Main Airport,Frankfurt,Germany,1,airport
184,Waterkloof Air Force Base,Waterkloof,South Africa,2,airport
185,Hickam Air Force Base,Honolulu,United States,-10,airport
186,Little Rock Air Force Base,Jacksonville,United States,-6,airport
187,Ostbahnhof,Berlin,Germany,1,station
188,Redfern Railway Station,Redfern,Australia,10,station
189,Mota Lava Airport,Ablow,Vanuatu,11,airport
190,Desert Aire Regional Airport,Mattawa,United States,-8,airport
191,Kasama Airport,Kasama,Zambia,2,airport
192,Peine-Eddesse Airport,Peine,Germany,1,airport
193,Arba Minch Airport,Arba Minch,Ethiopia,3,airport
194,Miandrivazo Airport,Miandrivazo,Madagascar,3,airport
195,Tiniteqilaaq Heliport,Tiniteqilaaq,Greenland,-3,airport
196,Eldoret International Airport,Eldoret,Kenya,3,airport
197,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
198,Alma Airport,Alma,Canada,-5,airport
199,Unalakleet Airport,Unalakleet,United States,-9,airport
200,Bagdad Airport,Bagdad,United States,-7,airport
201,Fairfield Metro Station,Fairfield,United States,-5,station
202,Montpellier-Méditerranée Airport,Montpellier,France,1,airport
203,Ottawa Central Station,Ottawa,Canada,-5,station
204,Daqing Saertu Airport,Daqing,China,8,airport
205,General Enrique Mosconi Airport,Tartagal,Argentina,-3,airport
206,Branch County Memorial Airport,Coldwater,United States,-5,airport
207,Tinson Pen Airport,Kingston,Jamaica,-5,airport
208,Nightmute Airport,Nightmute,United States,-9,airport
209,Cibeureum Airport,Tasikmalaya,Indonesia,7,airport
210,F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,-4,airport
211,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,5,airport
212,East Chicago Station,East Chicago,United States,-6,station
213,Tri Cities Airport,Pasco,United States,-8,airport
214,King Fahd International Airport,Dammam,Saudi Arabia,3,airport
215,Repulse Bay Airport,Repulse Bay,Canada,-6,airport
216,California Ave. Station,Palo Alto,United States,-8,station
217,Ihtiman Airfield,Ihtiman,Bulgaria,2,airport
218,Wuxi Railway Station,Wuxi,China,8,station
219,Tarapacá Airport,Tarapacá,Colombia,-5,airport
220,Pangnirtung Airport,Pangnirtung,Canada,-5,airport
221,Île des Pins Airport,Île des Pins,New Caledonia,11,airport
222,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,3,airport
223,Lamar Station,Lamar,United States,-7,station
224,Chub Cay Airport,Chub Cay,Bahamas,-5,airport
225,Bokpyinn Airport,Bokepyin,Burma,6.5,airport
226,Jose Maria Córdova International Airport,Rio Negro,Colombia,-5,airport
227,Toulouse Matabiau Station,Toulouse,France,1,station
228,Lanzhou City Airport,Lanzhou,China,8,airport
229,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,7,airport
230,Reid-Hillview Airport of Santa Clara County,San Jose,United States,8,airport
231,Ganges Seaplane Base,Ganges,Canada,-8,airport
232,Dongshan Airport,Hailar,China,8,airport
233,Middle Footscray Railway Station,Footscray,Australia,10,station
234,Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands,-4,airport
235,Cacoal Airport,Cacoal,Brazil,-4,airport
236,Tekapo Aerodrome,Lake Tekapo,New Zealand,12,airport
237,Minot International Airport,Minot,United States,-6,airport
238,El Caraño Airport,Quibdo,Colombia,-5,airport
239,Mwanza Airport,Mwanza,Tanzania,3,airport
240,Yamburg Airport,Yamburg,Russia,5,airport
241,Clearfield Lawrence Airport,Clearfield,United States,-5,airport
242,Inukjuak Airport,Inukjuak,Canada,-5,airport
243,Saint-Girons-Antichan Airport,St.-girons,France,1,airport
244,Oranjestad Sea Port,Oranjestad,Aruba,-4,port
245,Diqing Airport,Shangri-La,China,8,airport
246,Helsinki Central Railway Station,Helsinki,Finland,2,station
247,Vologda Airport,Vologda,Russia,3,airport
248,Novo Progresso Airport,Novo Progresso,Brazil,-3,airport
249,Bursa Yenişehir Airport,Yenisehir,Turkey,3,airport
250,Grafenwohr Army Air Field,Grafenwoehr,Germany,1,airport
251,Avord (BA 702) Air Base,Avord,France,1,airport
252,Horsham Airport,Horsham,Australia,10,airport
253,Frankfurt Stadion Station,Frankfurt,Germany,1,station
254,Ghale Morghi Airport,Teheran,Iran,3.5,airport
255,Halim Perdanakusuma International Airport,Jakarta,Indonesia,7,airport
256,Stade Airport,Stade,Germany,1,airport
257,Great Keppel Is Airport,Great Keppel Island,Australia,10,airport
258,Homa Bay Airport,Homa Bay,Kenya,3,airport
259,Toijala Railway Station,Akaa,Finland,2,station
260,Qingdao Railway Station,Qingdao,China,8,station
261,Potchefstroom Airport,Potchefstroom,South Africa,2,airport
262,Pavlodar Airport,Pavlodar,Kazakhstan,6,airport
263,Hung Hom Railway Station,Hong Kong,Hong Kong,8,station
264,Mc Connell Air Force Base,Wichita,United States,-6,airport
265,Mount Keith Airport,Mount Keith,Australia,8,airport
266,Haneda Airport Terminal 2 Station,Tokyo,Japan,9,airport
267,José Celestino Mutis Airport,Bahia Solano,Colombia,-5,airport
268,Salon-de-Provence (BA 701) Air Base,Salon,France,1,airport
269,Tirupati Airport,Tirupeti,India,5.5,airport
270,Solomon Airport,Solomon,Australia,8,airport
271,Al Ain International Airport,Al Ain,United Arab Emirates,4,airport
272,Tumeremo Airport,Tumeremo,Venezuela,-4,airport
273,Warri Airport,Osubi,Nigeria,1,airport
274,Karamea Airport,Karamea,New Zealand,12,airport
275,Düsseldorf Airport,Duesseldorf,Germany,1,airport
276,Coco Island Airport,Coco Island,Burma,6,airport
277,Salgado Filho Airport,Porto Alegre,Brazil,-3,airport
278,Walaha Airport,Walaha,Vanuatu,11,airport
279,Denton Municipal Airport,Denton,United States,-6,airport
280,Poznań-Ławica Airport,Poznan,Poland,1,airport
281,Olten Airport,Olten,Switzerland,1,airport
282,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,3,airport
283,Portland Union Station,Portland,United States,-8,station
284,Bendigo Airport,Bendigo,Australia,10,airport
285,Évora Airport,Evora,Portugal,0,airport
286,Yorkton Municipal Airport,Yorkton,Canada,-6,airport
287,Melilla Airport,Melilla,Spain,1,airport
288,Hyakuri Airport,Ibaraki,Japan,9,airport
289,Farah Airport,Farah,Afghanistan,4.3,airport
290,Balkhash Airport,Balkhash,Kazakhstan,6,airport
291,Juruena Airport,Juruena,Brazil,-4,airport
292,Coonamble Airport,Coonamble,Australia,10,airport
293,Ferry Terminal,Anacortes,United States,-8,port
294,Bois Blanc Island Ferry Terminal,Bois Blanc Island,United States,-5,port
295,Kogalym International Airport,Kogalym,Russia,5,airport
296,Odawara Station,Odawara,Japan,9,station
297,Normans Cay Airport,Norman's Cay,Bahamas,-5,airport
298,Gaziantep International Airport,Gaziantep,Turkey,3,airport
299,Lewistown Amtrak Station,Lewistown,United States,-5,station
300,Retalhuleu Airport,Retalhuleu,Guatemala,-6,airport
301,Marina Bay MRT Station,Singapore,Singapore,8,station
302,Tweed New Haven Airport,New Haven,United States,-5,airport
303,Neustadt Bahnhof,Dresden,Germany,1,station
304,Kadikoy Ispark Heliport,Istanbul,Turkey,3,airport
305,Crisp County Cordele Airport,Cordele,United States,-5,airport
306,Wright-Patterson Air Force Base,Dayton,United States,-5,airport
307,El Dorado International Airport,Bogota,Colombia,-5,airport
308,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,1,airport
309,Jasper County Airport,Rensselaer,United States,-5,airport
310,Mataro Train Station,Mataro,Spain,1,station
311,Montserrat Station,Beverly,United States,-5,station
312,Donegal Airport,Dongloe,Ireland,0,airport
313,Ardmore Airport,Ardmore,New Zealand,12,airport
314,Samandıra Air Base,Istanbul,Turkey,3,airport
315,Keelung Station,Keelung,Taiwan,8,station
316,Takaka Airport,Takaka,New Zealand,12,airport
317,Juan Manuel Galvez International Airport,Roatan,Honduras,-6,airport
318,Duqm International Airport,Duqm,Oman,4,airport
319,Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,1,airport
320,Carajás Airport,Parauapebas,Brazil,-3,airport
321,Deventer Railway Station,Deventer,Netherlands,1,station
322,Range Regional Airport,Hibbing,United States,-6,airport
323,Swampscott Railroad Depot,Swampscott,United States,-5,station
324,West Palm Beach Station,West Palm Beach,United States,-5,station
325,St. Mary's Airport,ST MARY\'S,United Kingdom,0,airport
326,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-3,airport
327,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,3,airport
328,Timmins/Victor M. Power,Timmins,Canada,-5,airport
329,Bisbee Douglas International Airport,Douglas,United States,-7,airport
330,Km 192 Airport,Km-192,Ecuador,-5,airport
331,"Terre Haute Regional Airport, Hulman Field",Terre Haute,United States,-5,airport
332,Tokunoshima Airport,Tokunoshima,Japan,9,airport
333,Bayreuth Hauptbahnhof,Bayreuth,Germany,1,station
334,Southeast Texas Regional Airport,Beaumont,United States,-6,airport
335,Lok Ma Chau Station,Hong Kong,Hong Kong,8,station
336,Avord (BA 702) Air Base,Avord,France,1,airport
337,Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,8,airport
338,Youngstown Elser Metro Airport,Youngstown,United States,-5,airport
339,L.F. Wade International International Airport,Bermuda,Bermuda,-4,airport
340,Hagfors Airport,Hagfors,Sweden,1,airport
341,Lerwick / Tingwall Airport,Lerwick,United Kingdom,0,airport
342,Røros Airport,Roros,Norway,1,airport
343,Los Cabos International Airport,San Jose Del Cabo,Mexico,-7,airport
344,Dybbolsbro Railway Station,Copenhagen,Denmark,1,station
345,Amersfoort Railway Station,Amersfoort,Netherlands,1,station
346,Hendrik Swellengrebel Airport,Swellendam,South Africa,2,airport
347,Hinton/Jasper-Hinton Airport,Hinton,Canada,-7,airport
348,General Manuel Serrano Airport,Machala,Ecuador,-5,airport
349,Diyarbakir Airport,Diyabakir,Turkey,3,airport
350,Amman-Marka International Airport,Amman,Jordan,2,airport
351,Grafton Airport,Grafton,Australia,10,airport
352,Kyaukhtu South Airport,Kyauktu,Burma,6.5,airport
353,Herat Airport,Herat,Afghanistan,4.5,airport
354,Lviv Central Railway Station,Lviv,Ukraine,2,station
355,Aurukun Airport,Aurukun,Australia,10,airport
356,Kent International Airport,Manston,United Kingdom,0,airport
357,Itaperuna Airport,Itaperuna,Brazil,-3,airport
358,Telêmaco Borba Airport,Telemaco Borba,Brazil,-3,airport
359,Bandundu Airport,Bandoundu,Congo (Kinshasa),1,airport
360,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-3,airport
361,Beijing Daxing International Airport,Beijing,China,8,airport
362,Alashankou Bole (Bortala) airport,Bole,China,8,airport
363,Jacksonville International Airport,Jacksonville,United States,-5,airport
364,Footscray Railway Station,Footscray,Australia,10,station
365,Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,-7,airport
366,Çiğli Airport,Izmir,Turkey,3,airport
367,Cheddi Jagan International Airport,Georgetown,Guyana,-4,airport
368,Achutupo Airport,Achutupo,Panama,-5,airport
369,Mykines Heliport,Mykines,Faroe Islands,0,airport
370,Hunt Field,Lindau,Germany,-7,airport
371,Stockholm-Bromma Airport,Stockholm,Sweden,1,airport
372,Omidiyeh Airport,Omidyeh,Iran,3.5,airport
373,Rensselaer Rail Station,Albany,United States,-5,station
374,Dinwiddie County Airport,Petersburg,United States,-5,airport
375,Hellerup Railway Station,Hellerup,Denmark,1,station
376,Moro Airport,Moro,Papua New Guinea,10,airport
377,Okushiri Airport,Okushiri,Japan,9,airport
378,Mae Hong Son Airport,Pai,Thailand,7,airport
379,Embu Airport,Embu,Kenya,3,airport
380,Planterwald Railway Station,Berlin,Germany,1,station
381,Niagara Falls Station,Niagara Falls,Canada,-5,station
382,Kogalym International Airport,Kogalym,Russia,5,airport
383,Basankusu Airport,Basankusu,Congo (Kinshasa),1,airport
384,McGhee Tyson Airport,Knoxville,United States,-5,airport
385,Isla Mujeres Airport,Isla Mujeres,Mexico,-5,airport
386,Cunnamulla Airport,Cunnamulla,Australia,10,airport
387,Grove City Airport,Grove City,United States,-5,airport
388,Lisala Airport,Lisala,Congo (Kinshasa),1,airport
389,Utirik Airport,Utirik Island,Marshall Islands,12,airport
390,Landskrona Airport,Landskrona,Sweden,1,airport
391,Trat Airport,Trat,Thailand,7,airport
392,Long Apung Airport,Long Apung-Borneo Island,Indonesia,8,airport
393,Grand Forks International Airport,Grand Forks,United States,-6,airport
394,Taiwan High Speed Rail Station,Hsinchu,Taiwan,8,station
395,Kennedy GO Station,Toronto,Canada,-5,station
396,Ambanja Airport,Ambanja,Madagascar,3,airport
397,Engels heliport,Ebenhofen,Germany,1,airport
398,Greenwood–Leflore Airport,Greenwood,United States,-6,airport
399,Cecil Airport,Jacksonville,United States,-5,airport
400,Urzhar Airport,Urzhar,Kazakhstan,6,airport
401,Nova Lisboa Airport,Huambo,Angola,1,airport
402,Ralph Wien Memorial Airport,Kotzebue,United States,-9,airport
403,Saint-Flour-Coltines Airport,St.-flour,France,1,airport
404,King Cove Airport,King Cove,United States,-9,airport
405,Sandpoint Airport,Sandpoint,United States,-8,airport
406,Vancouver International Airport,Vancouver,Canada,-8,airport
407,New Rochelle Amtrak Station,New Rochelle,United States,-5,station
408,Quincy Regional Baldwin Field,Quincy,United States,-6,airport
409,Miri Airport,Miri,Malaysia,8,airport
410,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,-5,airport
411,Tak Airport,Tak,Thailand,7,airport
412,Edinburgh Waverly Station,Edinburgh,United Kingdom,0,station
413,Stavanger Airport Sola,Stavanger,Norway,1,airport
414,Yanji Chaoyangchuan Airport,Yanji,China,8,airport
415,Wellington International Airport,Wellington,New Zealand,12,airport
416,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,7,airport
417,Aktau Airport,Aktau,Kazakhstan,5,airport
418,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,1,airport
419,Parati Airport,Paraty,Brazil,-3,airport
420,Eisenach-Kindel Airport,Eisenach,Germany,1,airport
421,Tekapo Aerodrome,Lake Tekapo,New Zealand,12,airport
422,Pegswood Railway Station,Pegswood,United Kingdom,0,station
423,Celle-Arloh Airport,Celle,Germany,1,airport
424,Pulau Pangkor Airport,Pangkor Island,Malaysia,8,airport
425,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,1,airport
426,San Bernardino International Airport,San Bernardino,United States,-8,airport
427,Wings Field,Philadelphia,United States,-5,airport
428,Hudson Amtrak Station,Hudson,United States,-5,station
429,Bend Municipal Airport,Bend,United States,-8,airport
430,Wurzburg HBF,Wurzburg,Germany,1,station
431,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,8,airport
432,La Romaine Airport,La Romaine,Canada,-4,airport
433,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,1,airport
434,Damascus International Airport,Damascus,Syria,2,airport
435,Center HaShmona Railway Station,Haifa,Israel,2,station
436,New Delhi Train Station,New Delhi,India,5.5,station
437,Stara Zagora Airport,Stara Zagora,Bulgaria,2,airport
438,Temora Airport,Temora,Australia,10,airport
439,Wick Airport,Wick,United Kingdom,0,airport
440,Podgorica Airport,Podgorica,Montenegro,1,airport
441,Carlos Miguel Gimenez Airport,Pilar,Paraguay,-4,airport
442,Bonriki International Airport,Tarawa,Kiribati,12,airport
443,Bayreuth Hauptbahnhof,Bayreuth,Germany,1,station
444,Bochum HBF,Bochum,Germany,1,station
445,Asheville Greyhound Station,Asheville,United States,-5,station
446,Bokaro Airport,Bokaro,India,5.5,airport
447,Kotakoli Airport,Kotakoli,Congo (Kinshasa),1,airport
448,Zhengzhou Xinzheng International Airport,Zhengzhou,China,8,airport
449,Zaporizhzhia International Airport,Zaporozhye,Ukraine,2,airport
450,Juana Azurduy De Padilla Airport,Sucre,Bolivia,-4,airport
451,Ailuk Airport,Ailuk Island,Marshall Islands,12,airport
452,Gifu-Hashima Station,Hashima,Japan,9,station
453,Chièvres Air Base,Chievres,Belgium,1,airport
454,Albion Railway Station Brisbane,Brisbane,Australia,10,station
455,Ferry Terminal,Anacortes,United States,-8,port
456,Mac Dill Air Force Base,Tampa,United States,-5,airport
457,Ostbahnhof,Berlin,Germany,1,station
458,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,1,airport
459,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,-5,airport
460,Virac Airport,Virac,Philippines,8,airport
461,North Bay Jack Garland Airport,North Bay,Canada,-5,airport
462,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,-5,airport
463,Cordoba Station,Cordoba,Spain,1,station
464,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,-3,airport
465,Shizuhama Airport,Yaizu,Japan,9,airport
466,Spa (la Sauvenière) Airfield,Spa,Belgium,1,airport
467,Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,-4,airport
468,Iconi Airport,Moroni,Comoros,3,airport
469,Fort Wayne International Airport,Fort Wayne,United States,-5,airport
470,Highwood Station,Highwood,United States,-6,station
