,airport_name,city_name,country_name,timezone,type_of_port
33,North Bay Jack Garland Airport,North Bay,Canada,-5,airport
34,Summit NJT Station,Summit,United States,-5,station
35,Alzintan Airport,Zintan,Libya,2,airport
36,Erldunda Airport,Erldunda,Australia,9.5,airport
37,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,-3,airport
38,Nara Station,Nara,Japan,9,station
39,Koyuk Alfred Adams Airport,Koyuk,United States,-9,airport
40,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,7,airport
41,Hato International Airport,Willemstad,Netherlands Antilles,-4,airport
42,Maharana Pratap Airport,Udaipur,India,5.5,airport
43,Eloy Alfaro International Airport,Manta,Ecuador,-5,airport
44,Qazvin Airport,Ghazvin,Iran,3.5,airport
45,Hangzhou Xiaoshan International Airport,Hangzhou,China,8,airport
46,Hineno Station,Izumisano,Japan,9,station
47,Suzhou East Railway Station - Anhui,Suzhou,China,8,station
48,Seymour Airport,Galapagos,Ecuador,-6,airport
49,Sardar-e-Jangal Airport,Rasht,Iran,3.5,airport
50,Laguna de Los Patos International Airport,Colonia,Uruguay,-3,airport
51,Megiddo Airport,Megido Airstrip,Israel,2,airport
52,Fitiuta Airport,Fiti\'uta,American Samoa,-11,airport
53,Muara Bungo Airport,Muara Bungo,Indonesia,7,airport
54,Khajuraho Airport,Khajuraho,India,5.5,airport
55,Cap Manuel Niño International Airport,Changuinola,Panama,-5,airport
56,Miho Yonago Airport,Miho,Japan,9,airport
57,Ravinia Station,Highland Park,United States,-6,station
58,Kokkedal Railway Station,Kokkedal,Denmark,1,station
59,Takotna Airport,Takotna,United States,-9,airport
60,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,-4,airport
61,Lutsk Airport,Lutsk,Ukraine,2,airport
62,Mandritsara Airport,Mandritsara,Madagascar,3,airport
63,Ogden Hinckley Airport,Ogden,United States,-7,airport
64,Arroyo Barril Airport,Samana,Dominican Republic,-4,airport
65,Glacier Park International Airport,Kalispell,United States,-7,airport
66,Joliet Regional Airport,Joliet,United States,-6,airport
67,Flabob Airport,Riverside,United States,-8,airport
68,Singapore-Tanah Merah Ferry Terminal,Singapore,Singapore,8,port
69,Heliport SU,Sundsvall,Sweden,1,airport
70,Sana'a International Airport,Sanaa,Yemen,3,airport
71,Lappeenranta Airport,Lappeenranta,Finland,2,airport
72,Dehri-on-Sone Railway Station,Dehri,India,5.5,station
73,General Leite de Castro Airport,Rio Verde,Brazil,-3,airport
74,Potchefstroom Airport,Potchefstroom,South Africa,2,airport
75,Sydney Domestic Airport Station,Mascot,Australia,10,airport
76,Yellowknife Airport,Yellowknife,Canada,-7,airport
77,Cacique Aramare Airport,Puerto Ayacucho,Venezuela,-4,airport
78,Cape Dorset Airport,Cape Dorset,Canada,-5,airport
79,Ponta Porã Airport,Ponta Pora,Brazil,-4,airport
80,Ellington Airport,Houston,United States,-6,airport
81,Columbus Air Force Base,Colombus,United States,-6,airport
82,Ayers Rock Connellan Airport,Uluru,Australia,9.5,airport
83,Old Saybrook Amtrak Station,Old Saybrook,United States,-5,station
84,Oberschleißheim Airfield,Schleissheim,Germany,1,airport
85,Uktus Airport,Yekaterinburg,Russia,5,airport
86,Hyvinkaa Railway Station,Hyvinkaa,Finland,2,station
87,Land's End Airport,Land's End,United Kingdom,0,airport
88,Nop Goliat Airport,Dekai,Indonesia,9,airport
89,Sayun International Airport,Sayun Intl,Yemen,3,airport
90,Zhob Airport,Zhob,Pakistan,5,airport
91,Tambor Airport,Nicoya,Costa Rica,-6,airport
92,Přerov Air Base,Prerov,Czech Republic,1,airport
93,Strahan Airport,Strahan,Australia,10,airport
94,Porto Seguro Airport,Porto Seguro,Brazil,-3,airport
95,Salt Lake City International Airport,Salt Lake City,United States,-7,airport
96,Mountain Airport,Mountain,Nepal,5.75,airport
97,Rabigh Airport,Rabigh,Saudi Arabia,3,airport
98,Mekele Airport,Makale,Ethiopia,3,airport
99,Helsingborg Central Station,Helsingborg,Sweden,1,station
100,Sahand Airport,Maragheh,Iran,3.5,airport
101,Mkuze Airport,Mkuze,South Africa,2,airport
102,Großenhain Airport,Suhl,Germany,1,airport
103,Spriggs Payne Airport,Monrovia,Liberia,0,airport
104,Cachimbo Airport,Itaituba,Brazil,-3,airport
105,Jokela Railway Station,Tuusula,Finland,2,station
106,Ann Arbor Station,Ann Arbor,United States,-5,station
107,Tuticorin Airport,Thoothukudi,India,5.5,airport
108,Kandrian Airport,Kandrian,Papua New Guinea,10,airport
109,Lianyungang Airport,Lianyungang,China,8,airport
110,Indian Hill Station,Winnetka,United States,-6,station
111,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,-3,airport
112,Acton Main Line Railway Station,London,United Kingdom,0,station
113,Grove City Airport,Grove City,United States,-5,airport
114,Long Lellang Airport,Long Datih,Malaysia,8,airport
115,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,4,airport
116,Sarasota Bradenton International Airport,Sarasota,United States,-5,airport
117,Misawa Air Base,Misawa,Japan,9,airport
118,Frank Wiley Field,Miles City,United States,-7,airport
119,Turpan Jiaohe Airport,Turpan,China,8,airport
120,"Sandefjord Airport, Torp",Sandefjord,Norway,1,airport
121,Mataiva Airport,Mataiva,French Polynesia,-10,airport
122,Grand Bahama International Airport,Freeport,Bahamas,-5,airport
123,Baldwin County Regional Airport,Milledgeville,United States,-5,airport
124,Agincourt GO Station,Toronto,Canada,-5,station
125,Sherbro International Airport,Bonthe,Sierra Leone,0,airport
126,Llodio Railway Station,Llodio,Spain,1,station
127,Manuel Márquez de León International Airport,La Paz,Mexico,-7,airport
128,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,-3,airport
129,Kirkwall Airport,Kirkwall,United Kingdom,0,airport
130,Aomori Airport,Aomori,Japan,9,airport
131,Waris Airport,Waris-Papua Island,Indonesia,9,airport
132,Pocono Mountains Municipal Airport,Mount Pocono,United States,-5,airport
133,Humera Airport,Humera,Ethiopia,3,airport
134,Jalaluddin Airport,Gorontalo,Indonesia,8,airport
135,Ruhnu Airfield,Ruhnu,Estonia,2,airport
136,Glasgow Buchanan Bus Station,Glasgow,United Kingdom,0,station
137,Zhongli Station,Taoyuan,Taiwan,8,station
138,Cuneo International Airport,Cuneo,Italy,1,airport
139,Rigolet Airport,Rigolet,Canada,-4,airport
140,Zurich Airport Railway Station,Kloten,Switzerland,1,airport
141,Hinton/Jasper-Hinton Airport,Hinton,Canada,-7,airport
142,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,-6,airport
143,Whittier Port,Whittier,United States,-9,port
144,Atahualpa Airport,Ibarra,Ecuador,-5,airport
145,Cambridge Airport,Cambridge,United Kingdom,0,airport
146,Akeno Airport,Akeno,Japan,9,airport
147,Yalata Mission Airport,Yalata,Australia,9.5,airport
148,Hameenlinna Railway Station,Hameenlinna,Finland,2,station
149,"Moss Airport, Rygge",Rygge,Norway,1,airport
150,Bogorodskoye Airport,Bogorodskoe,Russia,11,airport
151,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,1,airport
152,Poeketi Airstrip,Poeketi,Suriname,-3,airport
153,Mauterndorf Airport,Mauterndorf,Austria,1,airport
154,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,-6,airport
155,Nain Airport,Nain,Canada,-4,airport
156,Juanda International Airport,Surabaya,Indonesia,7,airport
157,Moomba Airport,Moomba,Australia,9.5,airport
158,Orapa Airport,Orapa,Botswana,2,airport
159,Metlakatla Seaplane Base,Metakatla,United States,-9,airport
160,Trenton-Robbinsville Airport,Trenton,United States,-5,airport
161,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,2,airport
162,Jim Kelly Field,Lexington,United States,-5,airport
163,Neodesha Municipal Airport,Neodesha,United States,-5,airport
164,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,-5,airport
165,Pleiku Airport,Pleiku,Vietnam,7,airport
166,Knoxville Downtown Island Airport,Knoxville,United States,-5,airport
167,Yverdon-les-Bains Airport,Yverdon-Les-Bains,Switzerland,1,airport
168,Waigaoqiao FTZ South Station,Shanghai,China,8,station
169,Sola Airport,Sola,Vanuatu,11,airport
170,Shark Bay Airport,Shark Bay,Australia,8,airport
171,Van Buren Street Station,Chicago,United States,-6,station
172,Solapur Airport,Sholapur,India,5.5,airport
173,Expo MRT Station,Singapore,Singapore,8,station
174,East Troy Municipal Airport,East Troy,United States,-6,airport
175,Antsirabato Airport,Antalaha,Madagascar,3,airport
176,Nouadhibou International Airport,Nouadhibou,Mauritania,0,airport
177,Lodrino Air Base,Lodrino,Switzerland,1,airport
178,Cowra Airport,Chatsworth,Australia,10,airport
179,Federico Fellini International Airport,Rimini,Italy,1,airport
180,Mbanza Congo Airport,M'banza-congo,Angola,1,airport
181,Bao'anying Airport,Panzhihua,China,8,airport
182,Sevilla Airport,Sevilla,Spain,1,airport
183,Tandag Airport,Tandag,Philippines,8,airport
184,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,12,airport
185,Nador International Airport,El Aroui,Morocco,0,airport
186,Hilton Head Airport,Hilton Head Island,United States,-5,airport
187,Batagay Airport,Batagay,Russia,10,airport
188,Boigu Airport,Boigu,Australia,10,airport
189,Chimoio Airport,Chimoio,Mozambique,2,airport
190,Saransk Airport,Saransk,Russia,3,airport
191,Matheson Island Airport,Matheson Island,Canada,-6,airport
192,Friday Harbor Seaplane Base,Friday Harbor,United States,-8,airport
193,Suwannee County Airport,Live Oak,United States,-5,airport
194,Astrakhan Airport,Astrakhan,Russia,4,airport
195,Biju Patnaik Airport,Bhubaneswar,India,5.5,airport
196,Fremont Municipal Airport,Fremont,United States,-5,airport
197,Rimatara Airport,Rimatara,French Polynesia,-10,airport
198,Neustadt-Glewe Airport,Neustadt-Glewe,Germany,1,airport
199,Ufa International Airport,Ufa,Russia,5,airport
200,Dolpa Airport,Dolpa,Nepal,5.75,airport
201,São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,-3,airport
202,Margaret Ekpo International Airport,Calabar,Nigeria,1,airport
203,Tri Cities Airport,Pasco,United States,-8,airport
204,Grantham Railway Station,Grantham,United Kingdom,0,station
205,Yibin Caiba Airport,Yibin,China,8,airport
206,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,-3,airport
207,Barwick Lafayette Airport,LaFayette,United States,-5,airport
208,Buffalo Range Airport,Chiredzi,Zimbabwe,2,airport
209,Kerama Airport,Kerama,Japan,9,airport
210,Innsbruck Airport,Innsbruck,Austria,1,airport
211,Heydar Aliyev International Airport,Baku,Azerbaijan,4,airport
212,Taroom Airport,Taroom,Australia,10,airport
213,Joint Base Andrews,Camp Springs,United States,-5,airport
214,Raleigh County Memorial Airport,Beckley,United States,-5,airport
215,Mendig Airfield,Mendig,Germany,1,airport
216,Oslo Lufthavn,Oslo,Norway,1,airport
217,Piedras Negras International Airport,Piedras Negras,Mexico,-6,airport
218,Safford Regional Airport,Safford,United States,-7,airport
219,Jiaxing South Railway Station,Jiaxing,China,8,station
220,Elko Regional Airport,Elko,United States,-8,airport
221,Jena-Schöngleina Airfield,Jena,Germany,1,airport
222,Egerkingen Bahnhof,Egerkingen,Switzerland,1,station
223,Nevşehir Kapadokya Airport,Nevsehir,Turkey,3,airport
224,Bragança Airport,Braganca,Portugal,0,airport
225,Olga Bay Seaplane Base,Olga Bay,United States,-9,airport
226,Bergen Airport Flesland,Bergen,Norway,1,airport
227,Gimpo International Airport Station,Seoul,South Korea,9,airport
228,Pyongyang Sunan International Airport,Pyongyang,North Korea,8.5,airport
229,Tres Arroyos Airport,Tres Arroyos,Argentina,-3,airport
230,Nashville Riverfront Station,Nashville,Uganda,-6,station
231,Ancona Falconara Airport,Ancona,Italy,1,airport
232,Spremberg Bahnhof,Spremberg,Germany,1,station
233,Ngjiva Pereira Airport,Ondjiva,Angola,1,airport
234,Cabo Frio Airport,Cabo Frio,Brazil,-3,airport
235,Belorussky Station,Moscow,Russia,3,station
236,Aupaluk Airport,Aupaluk,Canada,-5,airport
237,Vologda Airport,Vologda,Russia,3,airport
238,Piešťany Airport,Piestany,Slovakia,1,airport
239,Milas Bodrum International Airport,Bodrum,Turkey,3,airport
240,Dahra Airport,Dahra,Libya,2,airport
241,Downtown Mountain View Station,Mountain View,United States,-8,station
242,Ringebu Airfield Frya,Frya,Norway,1,airport
243,Moshoeshoe I International Airport,Maseru,Lesotho,2,airport
244,Sacramento Executive Airport,Sacramento,United States,-8,airport
245,Base Aérea Airport,Anapolis,Brazil,-3,airport
246,General WM J Fox Airfield,Lancaster,United States,-8,airport
247,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,-7,airport
248,Peawanuck Airport,Peawanuck,Canada,-5,airport
249,Gimli Industrial Park Airport,Gimli,Canada,-6,airport
250,Lamidanda Airport,Lamidanda,Nepal,5.75,airport
251,Basankusu Airport,Basankusu,Congo (Kinshasa),1,airport
252,West Gloucester Station,Gloucester,United States,-5,station
253,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,7,airport
254,Caransebeş Airport,Caransebes,Romania,2,airport
255,Kamloops Airport,Kamloops,Canada,-8,airport
256,Tidjikja Airport,Tidjikja,Mauritania,0,airport
257,Hommalinn Airport,Hommalin,Burma,6.5,airport
258,Americana Airport,Americana,Brazil,-3,airport
259,Coondewanna Airport,Coondewanna,Australia,8,airport
260,Nassau Paradise Island Airport,Nassau,Bahamas,-5,airport
261,Imbaimadai Airport,Imbaimadai,Guyana,-4,airport
262,Robins Air Force Base,Macon,United States,-5,airport
263,Vanguardia Airport,Villavicencio,Colombia,-5,airport
264,Reading Regional Carl A Spaatz Field,Reading,United States,-5,airport
265,Senggeh Airport,Senggeh-Papua Island,Indonesia,9,airport
266,Atherton Station,Atherton,United States,-8,station
267,Gobernador Castello Airport,Viedma,Argentina,-3,airport
268,Maafushivaru Seaplane Dock,Maafushivaru Resort,Maldives,5,airport
269,Magnitogorsk International Airport,Magnetiogorsk,Russia,5,airport
270,Downtown-Manhattan/Wall St Heliport,New York,United States,-5,airport
271,Kintore Airport,Kintore,Australia,9.5,airport
272,Sak Long Airport,Phetchabun,Thailand,7,airport
273,Ramona Airport,Ramona,United States,-8,airport
274,Drummond Island Airport,Drummond Island,United States,-5,airport
275,Ministro Pistarini International Airport,Buenos Aires,Argentina,-3,airport
276,Kobe Airport,Kobe,Japan,9,airport
277,Ovda International Airport,Ovda,Israel,2,airport
278,Cotswold Airport,Pailton,United Kingdom,0,airport
279,Rotuma Airport,Rotuma,Fiji,12,airport
280,Sydney Bankstown Airport,Sydney,Australia,10,airport
281,Braceville Airport,Braceville,United States,-5,airport
282,Airport MARTA Station,Atlanta,United States,-5,airport
283,Francisco de Sá Carneiro Airport,Porto,Portugal,0,airport
284,Santa Genoveva Airport,Goiania,Brazil,-3,airport
285,Eloy Alfaro International Airport,Manta,Ecuador,-5,airport
286,Greeley–Weld County Airport,Greeley,United States,-7,airport
287,Manas International Airport,Bishkek,Kyrgyzstan,6,airport
288,Jaisalmer Airport,Jaisalmer,India,5.5,airport
289,Port Bailey Seaplane Base,Port Bailey,United States,-9,airport
290,Egilsstaðir Airport,Egilsstadir,Iceland,0,airport
291,Stevens Village Airport,Stevens Village,United States,-9,airport
292,Sloulin Field International Airport,Williston,United States,-6,airport
293,Sak Long Airport,Phetchabun,Thailand,7,airport
294,Livingood Airport,Livingood,United States,-9,airport
295,Langfang Railway Station,Langfang,China,8,station
296,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,-6,airport
297,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,-7,airport
298,Pratteln Bahnhof,Pratteln,Switzerland,1,station
299,Squamish Airport,Squamish,Canada,-8,airport
300,Will Rogers World Airport,Oklahoma City,United States,-6,airport
301,Aldershot Station,Burlington,Canada,-5,station
302,RAF Northolt,Northolt,United Kingdom,0,airport
303,Asheville Regional Airport,Asheville,United States,-5,airport
304,Dunsmuir Station,Dunsmuir CA,United States,-8,station
305,Wittman Regional Airport,Oshkosh,United States,-6,airport
306,Ukunda Airstrip,Ukunda,Kenya,3,airport
307,Simferopol International Airport,Simferopol,Ukraine,3,airport
308,Rancho Murieta Airport,Rancho Murieta,United States,-8,airport
309,Shenzhen Railway Station,Shenzhen,China,8,station
310,Mc Minnville Municipal Airport,Mackminnville,United States,-8,airport
311,Wevelgem Airport,Kortrijk-vevelgem,Belgium,1,airport
312,Theodore Airport,Theodore,Australia,10,airport
313,Ravinia Station,Highland Park,United States,-6,station
314,Batken Airport,Batken,Kyrgyzstan,6,airport
315,Northport Station,East Northport,United States,-5,station
316,Newport Municipal Airport,Newport,United States,-8,airport
317,Dhangarhi Airport,Dhangarhi,Nepal,5.75,airport
318,Meriden Markham Municipal Airport,Meriden,United States,-5,airport
319,Naha Airport,Okinawa,Japan,9,airport
320,Wuzhou Changzhoudao Airport,Wuzhou,China,8,airport
321,Manja Airport,Manja,Madagascar,3,airport
322,Germack Airport,Geneva,United States,-5,airport
323,Smyrna Airport,Smyrna,United States,-6,airport
324,Imphal Airport,Imphal,India,5.5,airport
325,Nanxiang North Railway Station,Jiading,China,8,station
326,Picos Airport,Picos,Brazil,-3,airport
327,Yongle Railway Station,Yongle,China,8,station
328,Vilankulo Airport,Vilankulu,Mozambique,2,airport
329,Ratanakiri Airport,Ratanakiri,Cambodia,7,airport
330,Lethbridge County Airport,Lethbridge,Canada,-7,airport
331,Ban Thap Chang Station,Bangkok,Thailand,7,station
332,Air Orlando Heliport,Orlando,United States,-5,airport
333,Kayseri Erkilet Airport,Kayseri,Turkey,3,airport
334,Umberto Modiano Airport,Buzios,Brazil,-3,airport
335,Tandag Airport,Tandag,Philippines,8,airport
336,Grafton Airport,Grafton,Australia,10,airport
337,Iskandar Airport,Pangkalan Bun,Indonesia,7,airport
338,Raroia Airport,Raroia,French Polynesia,-10,airport
339,Ventimiglia Railway Station,Ventimiglia,Italy,1,station
340,Djerba Zarzis International Airport,Djerba,Tunisia,1,airport
341,Boufarik Airport,Boufarik,Algeria,1,airport
342,Ashland County Airport,Ashland,United States,-5,airport
343,St Cloud Regional Airport,Saint Cloud,United States,-6,airport
344,Mâcon-Charnay Airport,Macon,France,1,airport
345,Totegegie Airport,Totegegie,French Polynesia,-9,airport
346,Ailuk Airport,Ailuk Island,Marshall Islands,12,airport
347,Mendeleyevo Airport,Yuzhno-Kurilsk,Russia,11,airport
348,Richland Center Station,Richland Center,United States,-6,station
349,Kinston Regional Jetport At Stallings Field,Kinston,United States,-5,airport
350,Union Station,Indianapolis,United States,-5,station
351,Tribhuvan International Airport,Kathmandu,Nepal,5.75,airport
352,Wuppertal-Sonnborn Station,Wuppertal,Germany,1,station
353,Ohio University Snyder Field,Athens,United States,-5,airport
354,Santa Genoveva Airport,Goiania,Brazil,-3,airport
355,Kozushima Airport,Kozushima,Japan,9,airport
356,Tanjung Manis Airport,Tanjung Manis,Malaysia,8,airport
357,Grove Municipal Airport,Grove,United States,-5,airport
358,Mason County Airport,Ludington,United States,-5,airport
359,Ua Huka Airport,Ua Huka,French Polynesia,-9.5,airport
360,Barra Airport,Barra,United Kingdom,0,airport
361,Shek Kong Air Base,Sek Kong,Hong Kong,8,airport
362,Zhunan Station,Zhunan,Taiwan,8,station
363,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-3,airport
364,Squamish Airport,Squamish,Canada,-8,airport
365,Santorini Airport,Thira,Greece,2,airport
366,St Cloud Regional Airport,Saint Cloud,United States,-6,airport
367,Genthin Bahnhof,Genthin,Germany,1,station
368,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,-4,airport
369,9 de Maio - Teixeira de Freitas Airport,Teixeira de Freitas,Brazil,-3,airport
370,Futian Railway Station,Shenzhen,China,8,station
371,Salerno Costa d'Amalfi Airport,Salerno,Italy,1,airport
372,Monte Dourado Airport,Almeirim,Brazil,-3,airport
373,Hotan Airport,Hotan,China,8,airport
374,Fitzgerald Municipal Airport,Fitzgerald,United States,-5,airport
375,Zona da Mata Regional Airport,Juiz de Fora,Brazil,-3,airport
376,Boston North Station,Boston,United States,-5,station
377,Genoa Cristoforo Colombo Airport,Genoa,Italy,1,airport
378,Ireland West Knock Airport,Connaught,Ireland,0,airport
379,San Sebastián Airport,San Sebastian,Chile,-4,airport
380,Solovki Airport,Solovetsky Islands,Russia,3,airport
381,Galt Field Airport,Greenwood,United States,-6,airport
382,Baotou Airport,Baotou,China,8,airport
383,Whitianga Airport,Whitianga,New Zealand,12,airport
384,Kautokeino Air Base,Kautokeino,Norway,1,airport
385,Palo Alto Station,Palo Alto,United States,-8,station
386,Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,-4,airport
387,Ust-Nera Airport,Ust-Nera,Russia,10,airport
388,Lar Airport,Lar,Iran,3.5,airport
389,Latrobe Station,Latrobe,United States,-5,station
390,Miho Yonago Airport,Miho,Japan,9,airport
391,Westbahnhoff,Vienna,Austria,1,station
392,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,-4,airport
393,North Philadelphia Amtrak Station,Philadelphia,United States,-5,station
394,Canefield Airport,Canefield,Dominica,-4,airport
395,Luhansk International Airport,Lugansk,Ukraine,2,airport
396,Norfolk Naval Station (Chambers Field),Norfolk,United States,-5,airport
397,Kütahya Airport,Kutahya,Turkey,3,airport
398,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,-5,airport
399,Lüsse Airport,Luesse,Germany,1,airport
400,Polk Army Air Field,Fort Polk,United States,-6,airport
401,Trang Airport,Trang,Thailand,7,airport
402,Comino Airport,Comino,Malta,1,airport
403,Zgorzelec Station,Zgorzelec,Poland,1,station
404,Salekhard Airport,Salekhard,Russia,5,airport
405,Aerodromo Municipal de Coimbra,Coimba,Portugal,0,airport
406,North Philadelphia Amtrak Station,Philadelphia,United States,-5,station
407,Bettles Airport,Bettles,United States,-9,airport
408,Vijayawada Airport,Vijayawada,India,5.5,airport
409,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,-4,airport
410,Mikonos Airport,Mykonos,Greece,2,airport
411,Korla Airport,Korla,China,8,airport
412,South Bimini Airport,Alice Town,Bahamas,-5,airport
413,Jelenia Góra Glider Airport,Jelenia Gora,Poland,1,airport
414,Tomanggong Airport,Tomanggong,Malaysia,8,airport
415,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,1,airport
416,Annobón Airport,San Antonio de Pale,Equatorial Guinea,1,airport
417,Kintore Airport,Kintore,Australia,9.5,airport
418,Eberswalde-Finow Airport,Eberswalde,Germany,1,airport
419,Orlando Sanford International Airport,Sanford,United States,-5,airport
420,Fursatganj Airport,Raibarelli,India,5.5,airport
421,Chitral Airport,Chitral,Pakistan,5,airport
422,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,8,airport
423,Keesler Air Force Base,Biloxi,United States,-6,airport
424,Pueblo Memorial Airport,Pueblo,United States,-7,airport
425,Szeged Railway Station,Szeged,Hungary,1,station
426,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-4,airport
427,Adelaide Parafield Airport,Adelaide,Australia,9.5,airport
428,Yamaguchi Ube Airport,Yamaguchi,Japan,9,airport
429,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,-6,airport
430,Tureia Airport,Tureia,French Polynesia,-10,airport
431,Oksywie Military Air Base,Gdynia,Poland,1,airport
432,Enrique Adolfo Jimenez Airport,Colón,Panama,-5,airport
433,Stockholm-Arlanda Airport,Stockholm,Sweden,1,airport
434,Thalmässing-Waizenhofen Airport,Thalmaessing,Germany,1,airport
435,Antwerp International Airport (Deurne),Antwerp,Belgium,1,airport
436,Ormara Airport,Ormara Raik,Pakistan,5,airport
437,Monroe County Airport,Bloomington,United States,-5,airport
438,Ramkhamhaeng Station,Bangkok,Thailand,7,station
439,IAR Gimbav Heliport,Brasov,Romania,2,airport
440,Elliott Airport,Elliott,Australia,9.5,airport
441,Worland Municipal Airport,Worland,United States,-7,airport
442,Taiwan High Speed Rail Station,Chiayi,Taiwan,8,station
443,Tacheng Airport,Tacheng,China,8,airport
444,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,12,airport
445,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,1,airport
446,Tulsipur Airport,Dang,Nepal,5.75,airport
447,El Gora Airport,El Gorah,Egypt,2,airport
448,Elazığ Airport,Elazig,Turkey,3,airport
449,Flugplatz Hartenholm,Hasenmoor,Germany,1,airport
450,Canberra International Airport,Canberra,Australia,10,airport
451,Kaohsiung Intl Airport KMRT Station,Kaohsiung,Taiwan,8,airport
452,Grayling Airport,Grayling,United States,-9,airport
453,Kruså-Padborg Airport,Krusa-padborg,Denmark,1,airport
454,Rantoul Station,Rantoul,United States,-6,station
455,Sandy Lake Airport,Sandy Lake,Canada,-6,airport
456,Treasure Cay Airport,Treasure Cay,Bahamas,-5,airport
457,Newcastle Aerodrome,Newcastle,Ireland,0,airport
458,Albert Whitted Airport,St. Petersburg,United States,-5,airport
459,York Railway Station,York,United Kingdom,0,station
460,Nalchik Airport,Nalchik,Russia,3,airport
461,Trenton-Robbinsville Airport,Trenton,United States,-5,airport
462,Tengchong Tuofeng Airport,Tengchong,China,8,airport
463,Los Angeles International Airport,Los Angeles,United States,-8,airport
464,Purley Oaks Railway Station,Croydon,United Kingdom,0,station
465,Wilkes Barre Scranton International Airport,Scranton,United States,-5,airport
466,Wasior Airport,Wasior,Indonesia,9,airport
467,Malmen Air Base,Linkoeping,Sweden,1,airport
468,Naga Airport,Naga,Philippines,8,airport
469,Tanah Merah MRT Station,Singapore,Singapore,8,station
470,Mohammed V International Airport,Casablanca,Morocco,0,airport
471,Xichang Qingshan Airport,Xichang,China,8,airport
