,airport_name,city_name,country_name,timezone,type_of_port
42,Liverpool John Lennon Airport,Liverpool,United Kingdom,0,airport
43,Bermeo Station,Bermeo,Spain,1,station
44,Pennsylvania Railroad Station,Fort Wayne,United States,-5,station
45,Shante Air Base,Shante,Burma,6.5,airport
46,Norwood Memorial Airport,Norwood,United States,-5,airport
47,Nal Airport,Bikaner,India,5.5,airport
48,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,-6,airport
49,Ferry Port,Dover,United Kingdom,0,port
50,Yaroslavsky Station,Moscow,Russia,3,station
51,Newcastle Aerodrome,Newcastle,Ireland,0,airport
52,Kadena Air Base,Kadena,Japan,9,airport
53,Pikangikum Airport,Pikangikum,Canada,-6,airport
54,Ain el Beida Airport,Ouargla,Algeria,1,airport
55,Council Bluffs Municipal Airport,Council Bluffs,United States,-5,airport
56,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,1,airport
57,Palanga International Airport,Palanga,Lithuania,2,airport
58,Croker Island Airport,Croker Island,Australia,9.5,airport
59,Maranggo Airport,Sulawesi Tenggara,Indonesia,8,airport
60,Tilichiki Airport,Tilichiki,Russia,12,airport
61,Deadman's Cay Airport,Dead Man's Cay,Bahamas,-5,airport
62,Yuncheng Guangong Airport,Yuncheng,China,8,airport
63,Rogers Park Station,Chicago,United States,-6,station
64,Harrisburg International Airport,Harrisburg,United States,-5,airport
65,Sinsheim Airfield,Karlsruhe,Germany,1,airport
66,Forlì Airport,Forli,Italy,1,airport
67,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,-6,airport
68,Mall of America Metro Transit Station,Bloomington,United States,-6,station
69,St Louis Lambert International Airport,St. Louis,United States,-6,airport
70,Brussels South Charleroi Airport,Charleroi,Belgium,1,airport
71,Sak Long Airport,Phetchabun,Thailand,7,airport
72,Moser Bay Seaplane Base,Moser Bay,United States,-9,airport
73,Shin-Osaka Station,Osaka,Japan,9,station
74,Trinidad Station,Trinidad,United States,-7,station
75,Poeketi Airstrip,Poeketi,Suriname,-3,airport
76,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-4,airport
77,Kirksville Regional Airport,Kirksville,United States,-6,airport
78,Kozyrevsk Airport,Kozyrevsk,Russia,12,airport
79,Alalapadu Airstrip,Alapadu,Suriname,-3,airport
80,General Urquiza Airport,Parana,Argentina,-3,airport
81,Sanday Airport,Sanday,United Kingdom,0,airport
82,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,-8,airport
83,Rockhampton Railway Station,Rockhampton,Australia,10,station
84,Delhi Aerocity Metro Station,Delhi,India,5.5,station
85,Valladolid Airport,Valladolid,Spain,1,airport
86,Roma Airport,Roma,Australia,10,airport
87,Space Coast Regional Airport,Titusville,United States,-5,airport
88,Dare County Regional Airport,Manteo,United States,-5,airport
89,La Môle Airport,La Môle,France,1,airport
90,Kalixfors Airport,Kalixfors,Sweden,1,airport
91,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,8,airport
92,Majuba Power Station Airport,Majuba Power Station,South Africa,2,airport
93,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,7,airport
94,Howrah Junction Railway Station,Howrah,India,5.5,station
95,Termas de Río Hondo international Airport,Rio Hondo,Argentina,-3,airport
96,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,1,airport
97,Gassim Airport,Gassim,Saudi Arabia,3,airport
98,Gouda Railway Station,Gouda,Netherlands,1,station
99,Hami Airport,Hami,China,8,airport
100,Kadina Airport,Kadina,Australia,9.5,airport
101,Old Crow Airport,Old Crow,Canada,-8,airport
102,Kashechewan Airport,Kashechewan,Canada,-5,airport
103,Chojna Air Base,Chojna,Poland,1,airport
104,Sam Neua Airport,Sam Neua,Laos,7,airport
105,Girona Airport,Gerona,Spain,1,airport
106,Kulob Airport,Kulyab,Tajikistan,5,airport
107,Snohomish County (Paine Field) Airport,Everett,United States,-8,airport
108,Chignik Fisheries Airport,Chignik,United States,-9,airport
109,Moses Kilangin Airport,Timika,Indonesia,9,airport
110,Invercargill Airport,Invercargill,New Zealand,12,airport
111,Hazrat Nizamuddin Railway Station,New Delhi,India,5.5,station
112,Marburg-Schönstadt Airport,Schoenstadt,Germany,1,airport
113,Pedro Bay Airport,Pedro Bay,United States,-9,airport
114,Sparti Airport,Sparti,Greece,2,airport
115,Swan Hill Airport,Swan Hill,Australia,10,airport
116,Cha Eian Airport,Nakhon Si Thammarat,Thailand,7,airport
117,Khmelnytskyi Airport,Khmeinitskiy,Ukraine,2,airport
118,Central Railway Station,Brisbane,Australia,10,station
119,Dover Air Force Base,Dover,United States,-5,airport
120,Guangzhoudong Railway Station,Guangzhou,China,8,station
121,Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,-4,airport
122,Enontekio Airport,Enontekio,Finland,2,airport
123,Griffin-Spalding County Airport,Griffin,United States,-5,airport
124,Mabuiag Island Airport,Mabuiag Island,Australia,10,airport
125,Cowra Airport,Chatsworth,Australia,10,airport
126,Suzhou North Railway Station,Suzhou,China,8,station
127,Edmundston Airport,Edmundston,Canada,-4,airport
128,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,-6,airport
129,Pyongyang Sunan International Airport,Pyongyang,North Korea,8.5,airport
130,Manas International Airport,Bishkek,Kyrgyzstan,6,airport
131,Wanganui Airport,Wanganui,New Zealand,12,airport
132,Malakal Airport,Malakal,Sudan,3,airport
133,Bol Airport,Brac,Croatia,1,airport
134,North Lakhimpur Airport,Lilabari,India,5.5,airport
135,Treuchtlingen BF,Treuchtlingen,Germany,1,station
136,Kamarang Airport,Kamarang,Guyana,-4,airport
137,Musoma Airport,Musoma,Tanzania,3,airport
138,Moron Air Base,Sevilla,Spain,1,airport
139,Davidson County Airport,Lexington,United States,-4,airport
140,Khasab Air Base,Khasab,Oman,4,airport
141,Comino Airport,Comino,Malta,1,airport
142,Brits Airport,Brits,South Africa,2,airport
143,Scappoose Industrial Airpark,San Luis,United States,-8,airport
144,Nepalgunj Airport,Nepalgunj,Nepal,5.75,airport
145,Nueva Hesperides International Airport,Salto,Uruguay,-3,airport
146,Joigny Airport,Joigny,France,1,airport
147,Ukunda Airstrip,Ukunda,Kenya,3,airport
148,Warehouse 59e Airport,Giallo,Libya,2,airport
149,Okaukuejo Airport,Okaukuejo,Namibia,1,airport
150,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,-5,airport
151,Phalsbourg-Bourscheid Air Base,Phalsbourg,France,1,airport
152,Debrecen Railway Station,Debrecen,Hungary,1,station
153,Gießen-Lützellinden Airport,Giessen,Germany,1,airport
154,Vir Savarkar International Airport,Port Blair,India,5.5,airport
155,Goetsenhoven Air Base,GOETSENHOVEN,Belgium,1,airport
156,Shindand Airport,Shindand,Afghanistan,4.5,airport
157,Gustavo Vargas Airport,Tame,Colombia,-5,airport
158,Biratnagar Airport,Biratnagar,Nepal,5.75,airport
159,City Air Terminal,Bangkok,Thailand,7,airport
160,Heydar Aliyev International Airport,Baku,Azerbaijan,4,airport
161,Calicut International Airport,Calicut,India,5.5,airport
162,Almirante Padilla Airport,Rio Hacha,Colombia,-5,airport
163,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
164,El Bagre Airport,El Bagre,Colombia,-5,airport
165,Markham GO Station,Markham,Canada,-5,station
166,Johannesburg Park Station,Johannesburg,South Africa,2,station
167,Sui Airport,Sui,Pakistan,5,airport
168,Le Havre Octeville Airport,Le Havre,France,1,airport
169,Tampa Union Station,Tampa,United States,-5,station
170,Staroselye Airport,Rybinsk,Russia,3,airport
171,Karratha Airport,Karratha,Australia,8,airport
172,Phan Rang Airport,Phan Rang,Vietnam,7,airport
173,Jim Hamilton L.B. Owens Airport,Columbia,United States,-4,airport
174,Houari Boumediene Airport,Algier,Algeria,1,airport
175,Höxter-Holzminden Airport,Hoexter Holzminden,Germany,1,airport
176,Minna Airport,Minna,Nigeria,1,airport
177,Milano Porta Garibaldi,Milan,Italy,1,port
178,Chimoio Airport,Chimoio,Mozambique,2,airport
179,Odate Noshiro Airport,Odate Noshiro,Japan,9,airport
180,Fazenda Uiapuru Airport,COMODORO,Brazil,-4,airport
181,Leutkirch-Unterzeil Airport,Leutkirch,Germany,1,airport
182,Samsø Airport,Samsoe,Denmark,1,airport
183,Port Lincoln Airport,Port Lincoln,Australia,9.5,airport
184,Algerciras Port,Algerciras,Spain,1,port
185,Palo Alto Airport of Santa Clara County,Palo Alto,United States,-8,airport
186,Mestia Queen Tamar Airport,Mestia,Georgia,5,airport
187,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,-5,airport
188,Armidale Airport,Armidale,Australia,10,airport
189,Weihai Airport,Weihai,China,8,airport
190,Relizane Airport,Relizane,Algeria,1,airport
191,Great Bend Municipal Airport,Great Bend,United States,-6,airport
192,Hazleton Municipal Airport,Hazleton,United States,-5,airport
193,Tabriz International Airport,Tabriz,Iran,3.5,airport
194,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,-4,airport
195,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,8,airport
196,Longdongbao Airport,Guiyang,China,8,airport
197,Central Station,Stockholm,Sweden,1,station
198,Pico Airport,Pico,Portugal,-1,airport
199,Jersey Airport,Jersey,Jersey,0,airport
200,Minot International Airport,Minot,United States,-6,airport
201,Pratteln Bahnhof,Pratteln,Switzerland,1,station
202,Goerlitz Station,Goerlitz,Germany,1,station
203,Juan Santamaria International Airport,San Jose,Costa Rica,-6,airport
204,Newcastle Airport,Newcastle,South Africa,2,airport
205,Peace River Airport,Peace River,Canada,-7,airport
206,Bessemer Airport,Bessemer,United States,-6,airport
207,Diagoras Airport,Rhodos,Greece,2,airport
208,Dothan Regional Airport,Dothan,United States,-6,airport
209,Bălți International Airport,Saltsy,Moldova,2,airport
210,Holmesburg Jct Station,Philadelphia,United States,-5,station
211,Orange County Airport,Montgomery,United States,-5,airport
212,Johannesburg Park Station,Johannesburg,South Africa,2,station
213,Rapid City Regional Airport,Rapid City,United States,-7,airport
214,Tokyo Station,Tokyo,Japan,9,station
215,Athens Ben Epps Airport,Athens,United States,-5,airport
216,Mirny Airport,Mirnyj,Russia,9,airport
217,Terminal 2 Humphrey Metro Transit Station,Hennepin County,United States,-6,station
218,Budapest Nepliget Coach Station,Budapest,Hungary,1,station
219,Oshiage Station,Tokyo,Japan,9,station
220,Saratoga County Airport,Ballston Spa,United States,-5,airport
221,Seaplane Base,Winterhaven,United States,-5,airport
222,Dongola Airport,Dongola,Sudan,3,airport
223,Craig Field,Selma,United States,-6,airport
224,Yorke Island Airport,Yorke Island,Australia,10,airport
225,Padova Airport,Padova,Italy,1,airport
226,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,-6,airport
227,Brewster Field,Holdredge,United States,-5,airport
228,Toyama Station,Toyama,Japan,9,station
229,Kalbarri Airport,Kalbarri,Australia,8,airport
230,Yakutsk Airport,Yakutsk,Russia,9,airport
231,Coimbatore International Airport,Coimbatore,India,5.5,airport
232,Noto Airport,Wajima,Japan,9,airport
233,Subic Bay International Airport,Olongapo City,Philippines,8,airport
234,Philip Billard Municipal Airport,Topeka,United States,-6,airport
235,Richmond BART Station,Richmond,United States,-8,station
236,Lanzhou City Airport,Lanzhou,China,8,airport
237,Barking Sands Airport,Barking Sands,United States,-10,airport
238,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,2,airport
239,Nan-ao Station,Nan-ao,Taiwan,8,station
240,Sunan Shuofang International Airport,Wuxi,China,8,airport
241,Scatsta Airport,Scatsta,United Kingdom,0,airport
242,Lima Allen County Airport,Lima,United States,-5,airport
243,Piedras Negras International Airport,Piedras Negras,Mexico,-6,airport
244,Montréal / Saint-Hubert Airport,Montreal,Canada,-5,airport
245,Central Railway Station,Montreal,Canada,-5,station
246,Walgett Airport,Walgett,Australia,10,airport
247,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-4,airport
248,Moshi Airport,Moshi,Tanzania,3,airport
249,Frank Pais International Airport,Holguin,Cuba,-5,airport
250,Paraparaumu Airport,Paraparaumu,New Zealand,12,airport
251,Niue International Airport,Alofi,Niue,-11,airport
252,Copenhagen Roskilde Airport,Copenhagen,Denmark,1,airport
253,Knox County Regional Airport,Rockland,United States,-5,airport
254,Mount Gambier Airport,Mount Gambier,Australia,9.5,airport
255,Huntsville International Carl T Jones Field,Huntsville,United States,-6,airport
256,Amboseli Airport,Amboseli National Park,Kenya,3,airport
257,Hefei Luogang International Airport,Hefei,China,8,airport
258,Drake Bay Airport,Puntarenas,Costa Rica,-6,airport
259,Leutkirch-Unterzeil Airport,Leutkirch,Germany,1,airport
260,Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),1,airport
261,Nissan Island Airport,Nissan Island,Papua New Guinea,10,airport
262,Barrow County Airport,Winder,United States,-5,airport
263,Győr-Pér International Airport,Győr,Hungary,1,airport
264,Land's End Airport,Land's End,United Kingdom,0,airport
265,Vanadzor Main Train Station,Vanadzor,Armenia,4,station
266,Comiso Airport,Comiso,Italy,1,airport
267,Kokkedal Railway Station,Kokkedal,Denmark,1,station
268,Yubileyniy Airfield,Baikonur,Kazakhstan,6,airport
269,Greenwood–Leflore Airport,Greenwood,United States,-6,airport
270,Dare County Regional Airport,Manteo,United States,-5,airport
271,Horseshoe Bay Ferry Terminal,Horseshoe Bay,Canada,-7,port
272,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,2,airport
273,Khulna Seaplane Landing Site,Khulna,Bangladesh,6,airport
274,Jinan Railway Station,Jinan,China,8,station
275,Bannu Airport,Bannu,Pakistan,5,airport
276,St Paul Downtown Holman Field,St. Paul,United States,-6,airport
277,North Bay Jack Garland Airport,North Bay,Canada,-5,airport
278,Cape Town International Airport,Cape Town,South Africa,2,airport
279,Erzincan Airport,Erzincan,Turkey,3,airport
280,RNZAF Base Ohakea,Ohakea,New Zealand,12,airport
281,Huizhou Airport,Huizhou,China,8,airport
282,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-3,airport
283,Guilin Liangjiang International Airport,Guilin,China,8,airport
284,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-3,airport
285,Anchorage Main Station,Anchorage Alaska,United States,-9,station
286,Evanston Main Street Station,Evanston,United States,-6,station
287,Bursa Airport,Bursa,Turkey,3,airport
288,Zamora Airport,Zamora,Mexico,-6,airport
289,Jamnagar Airport,Jamnagar,India,5.5,airport
290,Brampton Island Airport,Brampton Island,Australia,10,airport
291,Schwarzenbek Bahnhof,Schwarzenbek,Germany,1,station
292,Istrana Air Base,Treviso,Italy,1,airport
293,Riihimaki Railway Station,Riihimaki,Finland,2,station
294,General Francisco Bermúdez Airport,Carupano,Venezuela,-4,airport
295,Luoyang Airport,Luoyang,China,8,airport
296,Las Dunas Airport,Ica,Peru,-5,airport
297,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),2,airport
298,Oksywie Military Air Base,Gdynia,Poland,1,airport
299,Prince Sultan Air Base,Al Kharj,Saudi Arabia,3,airport
300,Siegburg Bonn Bahnhof,Siegburg,Germany,1,station
301,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,-6,airport
302,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,6,airport
303,Salem Airport,Salem,India,5.5,airport
304,Cáceres Airport,Caceres,Brazil,-4,airport
305,Bethpage Station,Bethpage,United States,-5,station
306,Guemar Airport,Guemar,Algeria,1,airport
307,Manchester Woodford Airport,Woodfort,United Kingdom,0,airport
308,Mouilla Ville Airport,Mouila,Gabon,1,airport
309,Kyritz Airport,Kyritz,Germany,1,airport
310,Yei Airport,Yei,Sudan,3,airport
311,Tarragona Railway Station,Tarragona,Spain,1,station
312,Bilbao Atxuri Station,Bilbao,Spain,1,station
313,Rapid City Regional Airport,Rapid City,United States,-7,airport
314,Copernicus Wrocław Airport,Wroclaw,Poland,1,airport
315,Pickle Lake Airport,Pickle Lake,Canada,-5,airport
316,Tempe Railway Station,Tempe,Australia,10,station
317,Bari Karol Wojtyła Airport,Bari,Italy,1,airport
318,Burevestnik Airport,Iturup Island,Russia,11,airport
319,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,-8,airport
320,Yulin Yuyang Airport,Yulin,China,8,airport
321,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,-3,airport
322,Fazenda Vaticano Airport,Cruz,Brazil,-3,airport
323,Ponca City Regional Airport,Ponca City,United States,-6,airport
324,Tampa Executive Airport,Tampa,United States,-5,airport
325,Norman Wells Airport,Norman Wells,Canada,-7,airport
326,Ceduna Airport,Ceduna,Australia,9.5,airport
327,City Airport Manchester,Manchester,United Kingdom,0,airport
328,Hamamatsu Airport,Hamamatsu,Japan,9,airport
329,Reggio Emilia AV Mediopadana Railway Station,Reggio Emilia,Italy,1,station
330,Great Bend Municipal Airport,Great Bend,United States,-6,airport
331,DuBois Regional Airport,Du Bois,United States,-5,airport
332,Kings Park Station,Kings Park,United States,-5,station
333,Lawa Anapaike Airstrip,Anapaike,Suriname,-3,airport
334,Cherkasy International Airport,Cherkassy,Ukraine,2,airport
335,Monte Dourado Airport,Almeirim,Brazil,-3,airport
336,Oyo Ollombo Airport,Oyo,Congo (Brazzaville),1,airport
337,Jaisalmer Airport,Jaisalmer,India,5.5,airport
338,Wenzhou Longwan International Airport,Wenzhou,China,8,airport
339,Nusawiru Airport,Nusawiru,Indonesia,7,airport
340,Bar Harbor Yarmouth Ferry Terminal,Bar Harbor ME,United States,-5,port
341,Chenggong Station,Taichung,Taiwan,8,station
342,Kwamalasoemoetoe Airport,Kwamelasemoetoe,Suriname,-3,airport
343,Yampa Valley Airport,Hayden,United States,-7,airport
344,Bouaké Airport,Bouake,Cote d'Ivoire,0,airport
345,Morgantown Airport,Morgantown,United States,-5,airport
346,Atar International Airport,Atar,Mauritania,0,airport
347,Hong Kong Macau Ferry Terminal,Hong Kong,Hong Kong,8,port
348,Nanchong Airport,Nanchong,China,8,airport
349,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,-5,airport
350,Ringsted Railway Station,Ringsted,Denmark,1,station
351,Jim Kelly Field,Lexington,United States,-5,airport
352,Carcassonne Airport,Carcassonne,France,1,airport
353,Nuugaatsiaq Heliport,Nuugaatsiaq,Greenland,-3,airport
354,Kimberley Airport,Kimberley,South Africa,2,airport
355,Al Udeid Air Base,Doha,Qatar,3,airport
356,Tan Tan Airport,Tan Tan,Morocco,0,airport
357,Akhiok Airport,Akhiok,United States,-9,airport
358,Turpan Jiaohe Airport,Turpan,China,8,airport
359,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,1,airport
360,Bristol Temple Meads Railway Station,Bristol,United Kingdom,0,station
361,Santa Fe Municipal Airport,Santa Fe,United States,-7,airport
362,Ordos Ejin Horo Airport,Dongsheng,China,8,airport
363,Aberdeen Railway Station,Aberdeen,United Kingdom,0,station
364,Yacuiba Airport,Yacuiba,Bolivia,-4,airport
365,Sanyi Station,Sanyi,Taiwan,8,station
366,Vigo Airport,Vigo,Spain,1,airport
367,San Mateo Station,San Mateo,United States,-8,station
368,Pathein Airport,Pathein,Burma,6.5,airport
369,Cesar Lim Rodriguez Airport,Taytay,Philippines,8,airport
370,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,-4,airport
371,Bilbao Atxuri Station,Bilbao,Spain,1,station
372,Xishuangbanna Gasa Airport,Jinghonggasa,China,8,airport
373,Maio Airport,Maio,Cape Verde,-1,airport
374,Modesto City Co-Harry Sham Field,Modesto,United States,-8,airport
375,Edinburgh Waverly Station,Edinburgh,United Kingdom,0,station
376,Telluride Regional Airport,Telluride,United States,-7,airport
377,Les Bases Airport,Grand Bourg,Guadeloupe,-4,airport
378,Turtle Island Seaplane Base,Turtle Island,Fiji,12,airport
379,Croton-Harmon Station,Croton-on-Hudson,United States,-5,station
380,La Defense Heliport,Paris,France,1,airport
381,Lac Brochet Airport,Lac Brochet,Canada,-6,airport
382,Tyonek Airport,Tyonek,United States,-9,airport
383,Maiana Airport,Maiana,Kiribati,12,airport
384,Yaoqiang Airport,Jinan,China,8,airport
385,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,-5,airport
386,Fox Harbour Airport,Fox Harbour,Canada,-4,airport
387,Pulkovo Airport,St. Petersburg,Russia,3,airport
388,Toledo Airport,Toledo,Brazil,-3,airport
389,Beni Mellal Airport,Beni Mellal,Morocco,0,airport
390,Duxford Aerodrome,Duxford,United Kingdom,0,airport
391,Guanambi Airport,Guanambi,Brazil,-3,airport
392,Wiarton Airport,Wiarton,Canada,-5,airport
393,Lee Gilmer Memorial Airport,Gainesville,United States,-5,airport
394,Jinchuan Airport,Jinchuan,China,8,airport
395,Mianwali Air Base,Mianwali,Pakistan,5,airport
396,Villach Hauptbahnhof,Villach,Austria,1,station
397,Ekati Airport,Ekati,Canada,-7,airport
398,Aksu Airport,Aksu,China,8,airport
399,Geraldton Greenstone Regional Airport,Geraldton,Canada,-5,airport
400,Lamerd Airport,Lamerd,Iran,3.5,airport
401,Lafayette Regional Airport,Lafayette,United States,-6,airport
402,Canton Island Airport,Canton Island,Kiribati,13,airport
403,Hildesheim Airport,Hildesheim,Germany,1,airport
404,Long Branch GO Station,Toronto,Canada,-5,station
405,Yeysk Airport,Eysk,Russia,3,airport
406,Wallops Flight Facility Airport,Wallops Island,United States,-5,airport
407,Khoun Khan Airport,Satun,Thailand,7,airport
408,Chiang Rai International Airport,Chiang Rai,Thailand,7,airport
409,Ralph Wien Memorial Airport,Kotzebue,United States,-9,airport
410,Guymon Municipal Airport,Guymon,United States,-5,airport
411,Susuman Airport,Susuman,Russia,11,airport
412,Sibu Airport,Sibu,Malaysia,8,airport
413,RAF Lakenheath,Lakenheath,United Kingdom,0,airport
414,Jelenia Góra Glider Airport,Jelenia Gora,Poland,1,airport
415,Jinchuan Airport,Jinchuan,China,8,airport
416,Kuressaare Airport,Kuressaare,Estonia,2,airport
417,Chongqing North Railway Station,Chongqing,China,8,station
418,Bathurst Airport,Bathurst,Australia,10,airport
419,Kalaleh Airport,Kalaleh,Iran,3.5,airport
420,Molokai Airport,Molokai,United States,-10,airport
421,Villa Garzón Airport,Villa Garzon,Colombia,-5,airport
422,Wittman Regional Airport,Oshkosh,United States,-6,airport
423,George Town Airport,George Town,Bahamas,-5,airport
424,Qualicum Beach Airport,Qualicum Beach,Canada,-8,airport
425,Vanguardia Airport,Villavicencio,Colombia,-5,airport
426,Hellerup Railway Station,Hellerup,Denmark,1,station
427,Hirakud Airport,Hirakud,India,5.5,airport
428,Sardar-e-Jangal Airport,Rasht,Iran,3.5,airport
429,Joigny Airport,Joigny,France,1,airport
430,East 34th Street Heliport,New York,United States,-5,airport
431,Sokol Airport,Magadan,Russia,11,airport
432,Clearwater Air Park,Clearwater,United States,-5,airport
433,Groote Eylandt Airport,Groote Eylandt,Australia,9.5,airport
434,Hastings Aerodrome,Hastings,New Zealand,12,airport
435,Fitzgerald Municipal Airport,Fitzgerald,United States,-5,airport
436,Mostar International Airport,Mostar,Bosnia and Herzegovina,1,airport
437,Kudat Airport,Kudat,Malaysia,8,airport
438,Griffing Sandusky Airport,Sandusky,United States,-5,airport
439,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,7,airport
440,Chachapoyas Airport,Chachapoyas,Peru,-5,airport
441,Pueblo Memorial Airport,Pueblo,United States,-7,airport
442,Weeze Airport,Weeze,Germany,1,airport
443,Independence Airport,Independence,Belize,-6,airport
444,Manchester Airport,Manchester,United Kingdom,0,airport
445,Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,-6,airport
446,Toledo Airport,Toledo,Brazil,-3,airport
447,Dourados Airport,Dourados,Brazil,-4,airport
448,Kaunas International Airport,Kaunas,Lithuania,2,airport
449,Lal Bahadur Shastri Airport,Varanasi,India,5.5,airport
450,Dillon's Bay Airport,Dillon's Bay,Vanuatu,11,airport
451,Imbaimadai Airport,Imbaimadai,Guyana,-4,airport
452,La Jagua Airport,Garzón,Colombia,-5,airport
453,Héroes De Malvinas Airport,Tandil,Argentina,-3,airport
454,Kaitaia Airport,Kaitaia,New Zealand,12,airport
455,Vijayanagar Aerodrome (JSW),Toranagallu,India,5.5,airport
456,Badu Station,Keelung,Taiwan,8,station
457,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,7,airport
458,Riverton Regional Airport,Riverton WY,United States,-7,airport
459,Tweed New Haven Airport,New Haven,United States,-5,airport
460,Stockholm Skavsta Airport,Stockholm,Sweden,1,airport
461,Al Massira Airport,Agadir,Morocco,0,airport
462,Košice Airport,Kosice,Slovakia,1,airport
463,Rar Gwamar Airport,Dobo,Indonesia,9,airport
464,Il Caravaggio International Airport,Bergamo,Italy,1,airport
465,New Smyrna Beach Municipal Airport,New Smyrna Beach,United States,-5,airport
466,Lodrino Air Base,Lodrino,Switzerland,1,airport
467,Isparta Airport,Isparta,Turkey,3,airport
468,Sopot Railway Station,Sopot,Poland,1,station
469,Union County Airport,Marysville,United States,-5,airport
470,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,-10,airport
471,Aberdeen Station,Hong Kong,Hong Kong,8,station
