,airport_name,city_name,country_name,timezone,type_of_port
152,Eastern Slopes Regional Airport,Fryeburg,United States,-5,airport
153,Sakkyryr Airport,Batagay-Alyta,Russia,9,airport
154,Big Mountain Airport,Big Mountain,United States,-9,airport
155,Lewistown Municipal Airport,Lewistown,United States,-7,airport
156,Winton Airport,Winton,Australia,10,airport
157,Ganderkesee Atlas Airfield,Ganderkesee,Germany,1,airport
158,Cavern City Air Terminal,Carlsbad,United States,-7,airport
159,Kalibo International Airport,Kalibo,Philippines,8,airport
160,Gounda Airport,Gounda,Central African Republic,1,airport
161,Hong Kong Railway Station,Hong Kong,Hong Kong,8,station
162,Turkey Mountain Estates Airport,Shell Knob,United States,-5,airport
163,Attu Heliport,Attu,Greenland,-3,airport
164,Drachten Airport,Drachten,Netherlands,1,airport
165,Kasigluk Airport,Kasigluk,United States,-9,airport
166,Shigatse Air Base,Shigatse,China,8,airport
167,Gothenburg-Landvetter Airport,Gothenborg,Sweden,1,airport
168,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,8,airport
169,Saunakallio Railway Station, Jarvenpaa,Finland,2,station
170,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,-5,airport
171,Montgomery Union Station,Montgomery,United States,-6,station
172,Wagga Wagga City Airport,Wagga Wagga,Australia,10,airport
173,Texas Gulf Coast Regional Airport,Angleton,United States,-6,airport
174,Walla Walla Regional Airport,Walla Walla,United States,-8,airport
175,Nimes Railway Station,Nimes,France,1,station
176,Sumburgh Airport,Sumburgh,United Kingdom,0,airport
177,Frans Sales Lega Airport,Ruteng,Indonesia,8,airport
178,Hohenfels Army Air Field,Hohenfels,Germany,1,airport
179,Erie International Tom Ridge Field,Erie,United States,-5,airport
180,Tommys Field Airport,Tommy's Field,South Africa,2,airport
181,Okmulgee Regional Airport,Okmulgee,United States,-6,airport
182,Ministro Pistarini International Airport,Buenos Aires,Argentina,-3,airport
183,La Jagua Airport,Garzón,Colombia,-5,airport
184,Krzesiny Military Air Base,Poznan,Poland,1,airport
185,Fujairah International Airport,Fujeirah,United Arab Emirates,4,airport
186,Lar Airport,Lar,Iran,3.5,airport
187,Stanly County Airport,Albemarle,United States,-4,airport
188,Puistola Railway Station,Helsinki,Finland,2,station
189,Dyagilevo Air Base,Kostroma,Russia,3,airport
190,Melun-Villaroche Air Base,Melun,France,1,airport
191,RAF Brawdy,Brawdy,United Kingdom,0,airport
192,Sak Long Airport,Phetchabun,Thailand,7,airport
193,Wickenburg Municipal Airport,Wickenburg,United States,-7,airport
194,Forlì Airport,Forli,Italy,1,airport
195,Ust-Kuyga Airport,Ust-Kuyga,Russia,10,airport
196,Penn Station,New York,United States,-5,station
197,José Leonardo Chirinos Airport,Coro,Venezuela,-4,airport
198,Fort William Heliport,Fort William,United Kingdom,0,airport
199,Brochet Airport,Brochet,Canada,-6,airport
200,False Pass Airport,False Pass,United States,-9,airport
201,Lea County Regional Airport,Hobbs,United States,-7,airport
202,El Bagre Airport,El Bagre,Colombia,-5,airport
203,Vaskovo Airport,Arkhangelsk,Russia,3,airport
204,Leknes Airport,Leknes,Norway,1,airport
205,Warsaw Chopin Airport,Warsaw,Poland,1,airport
206,Samui Airport,Ko Samui,Thailand,7,airport
207,Lee Gilmer Memorial Airport,Gainesville,United States,-5,airport
208,Monclova International Airport,Monclova,Mexico,-6,airport
209,Baglung Airport,Baglung,Nepal,5.75,airport
210,Chakcharan Airport,Chaghcharan,Afghanistan,4.5,airport
211,São Jorge Airport,Sao Jorge Island,Portugal,-1,airport
212,Nzérékoré Airport,Nzerekore,Guinea,0,airport
213,Igiugig Airport,Igiugig,United States,-9,airport
214,Kalamata Airport,Kalamata,Greece,2,airport
215,Wilkes Barre Scranton International Airport,Scranton,United States,-5,airport
216,Jasper County Airport,Rensselaer,United States,-5,airport
217,Olbia Costa Smeralda Airport,Olbia,Italy,1,airport
218,Pudong Intl Airport Station,Shanghai,China,8,airport
219,Bessemer Airport,Bessemer,United States,-6,airport
220,Polyarny Airport,Yakutia,Russia,9,airport
221,Yongphulla Airport,Yongphulla,Bhutan,6,airport
222,Iswahyudi Airport,Madiun,Indonesia,7,airport
223,Paris-Orly Airport,Paris,France,1,airport
224,Gyeyang Station,Incheon,South Korea,9,station
225,Redwood City Station,Redwood City,United States,-8,station
226,Ubatuba Airport,Ubatuba,Brazil,-3,airport
227,Heathrow Central Railway Station,Hillingdon,United Kingdom,0,station
228,Boorama Airport,Boorama,Somalia,3,airport
229,Shoreham Airport,Shoreham By Sea,United Kingdom,0,airport
230,Collique Airport,Collique,Peru,-5,airport
231,Cataratas International Airport,Foz Do Iguacu,Brazil,-3,airport
232,Khon Kaen Airport,Khon Kaen,Thailand,7,airport
233,Charlotte Douglas International Airport,Charlotte,United States,-5,airport
234,Khatanga Airport,Khatanga,Russia,7,airport
235,Songea Airport,Songea,Tanzania,3,airport
236,Kasompe Airport,Kasompe,Zambia,2,airport
237,Westkapelle heliport,Knokke,Belgium,1,airport
238,Kashan Airport,Kashan,Iran,3.5,airport
239,Bamberg BF,Bamberg,Germany,1,station
240,Hall Beach Airport,Hall Beach,Canada,-5,airport
241,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,-3,airport
242,Nuernberg Port,Nuernberg,Germany,1,port
243,Lleida Pirineus Railway Station,Lleida,Spain,1,station
244,Bourke Airport,Bourke,Australia,10,airport
245,Korhogo Airport,Korhogo,Cote d'Ivoire,0,airport
246,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,-4,airport
247,Nea Anchialos Airport,Nea Anghialos,Greece,2,airport
248,Dhangarhi Airport,Dhangarhi,Nepal,5.75,airport
249,Buffalo Spring,Samburu South,Kenya,3,airport
250,Jammu Airport,Jammu,India,5.5,airport
251,Stillwater Regional Airport,Stillwater,United States,-6,airport
252,Sivas Nuri Demirağ Airport,Sivas,Turkey,3,airport
253,Tokua Airport,Tokua,Papua New Guinea,10,airport
254,Nagoya Station,Nagoya,Japan,9,station
255,Niagara Falls International Airport,Niagara Falls,United States,-5,airport
256,McCall Municipal Airport,McCall,United States,-7,airport
257,Hakata Port International Terminal,Fukuoka,Japan,9,port
258,Paya Lebar Air Base,Paya Lebar,Singapore,8,airport
259,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,-5,airport
260,North Central West Virginia Airport,Clarksburg,United States,-5,airport
261,Milwaukee Intermodal Station,Milwaukee,United States,-6,station
262,Pocono Mountains Municipal Airport,Mount Pocono,United States,-5,airport
263,Sanyi Station,Sanyi,Taiwan,8,station
264,Ronda Airport,Ronda,Spain,1,airport
265,Tuzla International Airport,Null,Bosnia and Herzegovina,1,airport
266,Huangcun Railway Station,Beijing,China,8,station
267,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,-4,airport
268,Chimborazo Airport,Riobamba,Ecuador,-5,airport
269,Daru Airport,Daru,Papua New Guinea,10,airport
270,Damme Airfield,Damme,Germany,1,airport
271,Augsburg HBF,Augsburg,Germany,1,station
272,Ta'izz International Airport,Taiz,Yemen,3,airport
273,San Carlos,San Carlos,Nicaragua,-6,airport
274,Saidpur Airport,Saidpur,Bangladesh,6,airport
275,Poroy Train Station,Cusco,Peru,-5,station
276,Termal Airport,Presidencia R.s.pena,Argentina,-3,airport
277,Sussex County Airport,Georgetown,United States,-5,airport
278,Siena-Ampugnano Airport,Siena,Italy,1,airport
279,Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,-4,airport
280,Hwange (Town) Airport,Hwange,Zimbabwe,2,airport
281,Trier-Föhren Airport,Trier,Germany,1,airport
282,Waterloo Regional Airport,Waterloo,United States,-6,airport
283,Kaghau Airport,Kagau Island,Solomon Islands,11,airport
284,Nakhon Sawan Airport,Nakhon Sawan,Thailand,7,airport
285,Fazenda Kajussol Airport,Alta Floresta D'Oeste,Brazil,-4,airport
286,Wycombe Air Park,Wycombe,United Kingdom,0,airport
287,Francisco Carle Airport,Jauja,Peru,-5,airport
288,Shannon Airport,Shannon,Ireland,0,airport
289,Mana Island Airport,Mana Island,Fiji,12,airport
290,Maharana Pratap Airport,Udaipur,India,5.5,airport
291,Aasiaat Airport,Aasiaat,Greenland,-3,airport
292,Bessemer Airport,Bessemer,United States,-6,airport
293,Jacqueline Cochran Regional Airport,Palm Springs,United States,-8,airport
294,Kerteh Airport,Kerteh,Malaysia,8,airport
295,Siguanea Airport,Siguanea,Cuba,-5,airport
296,Lawrence Municipal Airport,Lawrence,United States,-5,airport
297,Shin-Osaka Station,Osaka,Japan,9,station
298,Aktobe Airport,Aktyubinsk,Kazakhstan,5,airport
299,Aktau Airport,Aktau,Kazakhstan,5,airport
300,Tauranga Airport,Tauranga,New Zealand,12,airport
301,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,12,airport
302,Humaitá Airport,Humaita,Brazil,-4,airport
303,Cuverville Island Port,Cuverville Island,Antarctica,12,port
304,Lewistown Municipal Airport,Lewistown,United States,-7,airport
305,Mariscal Lamar Airport,Cuenca,Ecuador,-5,airport
306,Tornio Railway Station,Tornio,Finland,2,station
307,Hailun Road Station,Shanghai,China,8,station
308,Port Lincoln Airport,Port Lincoln,Australia,9.5,airport
309,Aberdeen Dyce Airport,Aberdeen,United Kingdom,0,airport
310,Qualicum Beach Airport,Qualicum Beach,Canada,-8,airport
311,Gods River Airport,Gods River,Canada,-6,airport
312,Gu-Lian Airport,Mohe County,China,8,airport
313,Maturacá Airport,Maturaca,Brazil,-4,airport
314,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,-4,airport
315,Shishmaref Airport,Shishmaref,United States,-9,airport
316,Awassa Airport,Awasa,Ethiopia,3,airport
317,Davidson County Airport,Lexington,United States,-4,airport
318,Guarani International Airport,Ciudad del Este,Paraguay,-4,airport
319,Guidonia Air Base,Guidonia,Italy,1,airport
320,Sanikiluaq Airport,Sanikiluaq,Canada,-5,airport
321,Torrejón Airport,Madrid,Spain,1,airport
322,Tacoma Narrows Airport,Tacoma,United States,-8,airport
323,Homestead ARB Airport,Homestead,United States,-5,airport
324,Alfonso Bonilla Aragon International Airport,Cali,Colombia,-5,airport
325,Marlboro Gautrain Station,Johannesburg,South Africa,2,station
326,Villa Garzón Airport,Villa Garzon,Colombia,-5,airport
327,Fritzlar Airport,Fritzlar,Germany,1,airport
328,Hopsten Air Base,Hopsten,Germany,1,airport
329,Borroloola Airport,Borroloola,Australia,9.5,airport
330,Lannion-Côte de Granit Airport,Lannion,France,1,airport
331,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,-3,airport
332,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,-6,airport
333,Tezu Airport,Tezu,India,5.5,airport
334,Enrique Malek International Airport,David,Panama,-5,airport
335,Wien Westbahnhof,Vienna,Austria,1,station
336,Beijing West Railway Station,Beijing,China,8,station
337,Ely Municipal Airport,Ely,United States,-6,airport
338,Penneshaw Airport,Penneshaw,Australia,9.5,airport
339,Levuka Airfield,Levuka,Fiji,12,airport
340,Nuiqsut Airport,Nuiqsut,United States,-9,airport
341,Vancouver International Seaplane Base,Vancouver,Canada,-8,airport
342,Zhunan Station,Zhunan,Taiwan,8,station
343,Maitland Airport,Maitland,Australia,10,airport
344,Ramata Airport,Ramata,Solomon Islands,11,airport
345,Nykobing Falster Railway Station,Nykobing Falster,Denmark,1,station
346,Airport - Rodalies de Catalunya,El Prat,Spain,1,airport
347,Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,-4,airport
348,Hamburg-Finkenwerder Airport,Hamburg,Germany,1,airport
349,Bethpage Station,Bethpage,United States,-5,station
350,Payerne Air Base,Payerne,Switzerland,1,airport
351,Adelaide International Airport,Adelaide,Australia,9.5,airport
352,Pilanesberg International Airport,Pilanesberg,South Africa,2,airport
353,Flinders Island Airport,Flinders Island,Australia,10,airport
354,Tshikapa Airport,Tshikapa,Congo (Kinshasa),2,airport
355,Benito Salas Airport,Neiva,Colombia,-5,airport
356,Annette Island Airport,Annette Island,United States,-9,airport
357,Bryansk Airport,Bryansk,Russia,3,airport
358,Cushing Municipal Airport,Cushing,United States,-6,airport
359,Redwood City Station,Redwood City,United States,-8,station
360,Mark Anton Airport,Dayton,United States,-5,airport
361,Severo-Evensk Airport,Evensk,Russia,11,airport
362,Man Airport,Man,Cote d'Ivoire,0,airport
363,Man Airport,Man,Cote d'Ivoire,0,airport
364,Acton Main Line Railway Station,London,United Kingdom,0,station
365,Cox Field,Paris,United States,-5,airport
366,Essen Railway,Essen,Germany,1,station
367,Tuguegarao Airport,Tuguegarao,Philippines,8,airport
368,Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil,-4,airport
369,Marl-Loemühle Airfield,Recklinghausen,Germany,1,airport
370,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,9,airport
371,Pechora Airport,Pechora,Russia,3,airport
372,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,5.5,airport
373,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,-5,airport
374,Beru Airport,Beru Island,Kiribati,12,airport
375,Flugplatz Bautzen,Bautzen,Germany,1,airport
376,Stony Brook Station,Stony Brook,United States,-5,station
377,Laredo International Airport,Laredo,United States,-6,airport
378,Chadron Municipal Airport,Chadron,United States,-7,airport
379,Novosibirsk North Airport,Novosibirsk,Russia,7,airport
380,Oudtshoorn Airport,Oudtshoorn,South Africa,2,airport
381,Shanghai Hongqiao Railway Station,Shanghai,China,8,station
382,Madison Municipal Airport,Madison,United States,-5,airport
383,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,-6,airport
384,Hechi Jinchengjiang Airport,Hechi,China,8,airport
385,Fairbanks Train Depot,Fairbanks,United States,-9,station
386,Captain Rogelio Castillo National Airport,Celaya,Mexico,-6,airport
387,Geilenkirchen Air Base,Geilenkirchen,Germany,1,airport
388,Glacier Country Heliport,Franz Josef,New Zealand,13,airport
389,Hickory Regional Airport,Hickory,United States,-5,airport
390,Tok Junction Airport,Tok,United States,-9,airport
391,Wiley Post Airport,Oklahoma City,United States,-6,airport
392,Zutendaal Air Base,Zutendaal,Belgium,1,airport
393,Tippi Airport,Tippi,Ethiopia,3,airport
394,Ilimanaq Heliport,Ilimanaq,Greenland,-3,airport
395,Haifa International Airport,Haifa,Israel,2,airport
396,Tshimpi Airport,Matadi,Congo (Kinshasa),1,airport
397,Miyajima Port,Miyajima,Japan,9,port
398,Tucson International Airport,Tucson,United States,-7,airport
399,Wyandanch Station,Wyandanch,United States,-5,station
400,Narrandera Airport,Narrandera,Australia,10,airport
401,Hamilton Municipal Airport,Hamilton,United States,-6,airport
402,RAAF Base Pearce,Perth,Australia,8,airport
403,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,0,airport
404,Perth International Airport,Perth,Australia,8,airport
405,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,New Zealand,0,airport
406,Seaplane Base,Port Simpson,Canada,-8,airport
407,Comiso Airport,Comiso,Italy,1,airport
408,St. Ignace Ferry Dock,St. Ignace MI,United States,-5,port
409,Robe Airport,Goba,Ethiopia,3,airport
410,Toulon-Hyères Airport,Hyeres,France,1,airport
411,Muş Airport,Mus,Turkey,3,airport
412,Newnan Hospital Heliport,Bengassi,Mali,0,airport
413,Cleveland Greyhound Station,Cleveland,United States,-5,station
414,North Ronaldsay Airport,North Ronaldsay,United Kingdom,0,airport
415,Sokol Airport,Magadan,Russia,11,airport
416,Carroll Avenue NICTD Station,Michigan City,United States,-6,station
417,Pueblo Memorial Airport,Pueblo,United States,-7,airport
418,Piedmont Triad International Airport,Greensboro,United States,-5,airport
419,Francis S Gabreski Airport,West Hampton Beach,United States,-5,airport
420,Kuini Lavenia Airport,Niuatoputapu,Tonga,13,airport
421,Spring Hill Airport,Sterling,United States,-5,airport
422,Rajiv Gandhi International Airport,Hyderabad,India,5.5,airport
423,Santa Maria Airport,Aracaju,Brazil,-3,airport
424,Metz-Frescaty (BA 128) Air Base,Metz,France,1,airport
425,Skrydstrup Air Base,Skrydstrup,Denmark,1,airport
426,Sardar-e-Jangal Airport,Rasht,Iran,3.5,airport
427,Chitina Airport,Chitina,United States,-9,airport
428,Ellington Airport,Houston,United States,-6,airport
429,Maripasoula Airport,Maripasoula,French Guiana,-3,airport
430,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,6,airport
431,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,-5,airport
432,Hartsville Regional Airport,Hartsville,United States,-5,airport
433,Røros Airport,Roros,Norway,1,airport
434,Danville Regional Airport,Danville,United States,-5,airport
435,City of Colorado Springs Municipal Airport,Colorado Springs,United States,-7,airport
436,Kudat Airport,Kudat,Malaysia,8,airport
437,Moree Airport,Moree,Australia,10,airport
438,Dickwella Airport,Dickwella,Sri Lanka,5.5,airport
439,Aarhus Airport,Aarhus,Denmark,1,airport
440,La Plata Station,La Plata,United States,-6,station
441,Owensboro Daviess County Airport,Owensboro,United States,-6,airport
442,Ambérieu Air Base (BA 278),Amberieu,France,1,airport
443,Grobnicko Polje Airport,Grobnik,Croatia,1,airport
444,Ormara Airport,Ormara Raik,Pakistan,5,airport
445,Parys Airport,Parys,South Africa,2,airport
446,Incheon International Airport Station,Incheon,South Korea,9,airport
447,Wanganui Airport,Wanganui,New Zealand,12,airport
448,Hana Airport,Hana,United States,-10,airport
449,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,-3,airport
450,Gillette Campbell County Airport,Gillette,United States,-7,airport
451,Kbely Air Base,Praha,Czech Republic,1,airport
452,El Palomar Airport,El Palomar,Argentina,-3,airport
453,Sligo Airport,Sligo,Ireland,0,airport
454,Venetie Airport,Venetie,United States,-9,airport
455,Portsmouth Airport,Portsmouth,United Kingdom,0,airport
456,Dryden Regional Airport,Dryden,Canada,-6,airport
457,Bora Bora Airport,Bora Bora,French Polynesia,-10,airport
458,Mejit Atoll Airport,Mejit Atoll,Marshall Islands,12,airport
459,Kasiguncu Airport,Poso,Indonesia,8,airport
460,Halls Creek Airport,Halls Creek,Australia,8,airport
461,Matsuyama Airport,Matsuyama,Japan,9,airport
462,Phaplu Airport,Phaplu,Nepal,5.75,airport
463,Kooddoo Airport,Kooddoo,Maldives,5,airport
464,Dayong Airport,Dayong,China,8,airport
465,Leros Airport,Leros,Greece,2,airport
466,Essen Mulheim Airport,Essen,Germany,1,airport
467,Barrow Island Airport,Barrow Island,Australia,8,airport
468,Makemo Airport,Makemo,French Polynesia,-10,airport
469,Caye Caulker Airport,Caye Caulker,Belize,-6,airport
470,East Troy Municipal Airport,East Troy,United States,-6,airport
471,Wiley Post Airport,Oklahoma City,United States,-6,airport
472,Nzérékoré Airport,Nzerekore,Guinea,0,airport
473,Guiuan Airport,Guiuan,Philippines,8,airport
474,Uige Airport,Uige,Angola,1,airport
475,Chignik Lagoon Airport,Chignik Lagoon,United States,-9,airport
476,Bosset Airport,Bosset,Papua New Guinea,10,airport
477,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,1,airport
