,airport_name,city_name,country_name,timezone,type_of_port
78,St. John's International Airport,St. John's,Canada,-3.5,airport
79,Sabetha Municipal Airport,Sabetha,United States,-6,airport
80,Pitt Meadows Airport,Pitt Meadows,Canada,-8,airport
81,Northern Aroostook Regional Airport,Frenchville,United States,-5,airport
82,Abemama Atoll Airport,Abemama,Kiribati,12,airport
83,Al Taqaddum Air Base,Al Taqaddum,Iraq,3,airport
84,Kyoto Station,Kyoto,Japan,9,station
85,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,-7,airport
86,Alliance Station,Alliance,United States,-5,station
87,Amendola Air Base,Amendola,Italy,1,airport
88,Dubuque Regional Airport,Dubuque IA,United States,-6,airport
89,Odessa International Airport,Odessa,Ukraine,2,airport
90,Weipa Airport,Weipa,Australia,10,airport
91,Gimhae International Airport,Busan,South Korea,9,airport
92,Teller Airport,Teller,United States,-9,airport
93,Ingolstadt BF,Ingolstadt,Germany,1,station
94,Elizabethtown Station,Elizabethtown,United States,-5,station
95,Fresno Yosemite International Airport,Fresno,United States,-8,airport
96,Liping Airport,Liping,China,8,airport
97,Mughalsarai Junction Railway Station,Mughalsarai,India,5.5,station
98,Bhabua Road Railway Station,Bhabua,India,5.5,station
99,Lac Brochet Airport,Lac Brochet,Canada,-6,airport
100,Gottingen Railway Station,Gottingen,Germany,1,station
101,Maximo Gomez Airport,Ciego De Avila,Cuba,-5,airport
102,Xi'an Xianyang International Airport,Xi'an,China,8,airport
103,Minsk 1 Airport,Minsk,Belarus,3,airport
104,Toowoomba Airport,Toowoomba,Australia,10,airport
105,Reeves Airport,Tallassee,United States,-5,airport
106,Chicago Midway International Airport,Chicago,United States,-6,airport
107,One Hundred Mile House Airport,One Hundred Mile House,Canada,-8,airport
108,South Haven Area Regional Airport,South Haven,United States,-5,airport
109,Emmen Air Base,Emmen,Switzerland,1,airport
110,Mutare Airport,Mutare,Zimbabwe,2,airport
111,Arcachon-La Teste-de-Buch Airport,Arcachon,France,1,airport
112,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,5.5,airport
113,Frank Pais International Airport,Holguin,Cuba,-5,airport
114,Clinton Sherman Airport,Clinton,United States,-6,airport
115,Chiang Mai International Airport,Chiang Mai,Thailand,7,airport
116,Isle of Wight / Sandown Airport,Isle Of Wight,United Kingdom,0,airport
117,Vuktyl Airport,Vuktyl,Russia,3,airport
118,Abel Santamaria Airport,Santa Clara,Cuba,-5,airport
119,Handan Airport,Handan,China,8,airport
120,Seward Train Station,Seward Alaska,United States,-9,station
121,Winnipeg / St. Andrews Airport,Winnipeg,Canada,-6,airport
122,Boolgeeda,Brockman,Australia,8,airport
123,King Abdulaziz International Airport,Jeddah,Saudi Arabia,3,airport
124,Newark Penn Station,Newark,United States,-5,station
125,Santa Fe Municipal Airport,Santa Fe,United States,-7,airport
126,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,8,airport
127,Montserrat Station,Beverly,United States,-5,station
128,Iginniarfik Heliport,Iginniarfik,Greenland,-3,airport
129,Cardiff International Airport,Cardiff,United Kingdom,0,airport
130,Nusatupe Airport,Gizo,Solomon Islands,11,airport
131,Hualien Airport,Hualien,Taiwan,8,airport
132,Zaria Airport,Zaria,Nigeria,1,airport
133,Euston Station,London,United Kingdom,0,station
134,Sancti Spiritus Airport,Sancti Spiritus,Cuba,-5,airport
135,Kandrian Airport,Kandrian,Papua New Guinea,10,airport
136,Hanamaki Airport,Hanamaki,Japan,9,airport
137,Hakkari Yüksekova Airport,Hakkari,Turkey,2,airport
138,Zurich Airport Railway Station,Kloten,Switzerland,1,airport
139,Scone Airport,Scone,Australia,10,airport
140,Kangersuatsiaq Heliport,Kangersuatsiaq,Greenland,-3,airport
141,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,-6,airport
142,Yao Airport,Osaka,Japan,9,airport
143,Desert Aire Regional Airport,Mattawa,United States,-8,airport
144,Ghale Morghi Airport,Teheran,Iran,3.5,airport
145,Lake Manyara Airport,Lake Manyara,Tanzania,3,airport
146,Pondicherry Airport,Pendicherry,India,5.5,airport
147,Sir Grantley Adams International Airport,Bridgetown,Barbados,-4,airport
148,Boryspil International Airport,Kiev,Ukraine,2,airport
149,Lokichoggio Airport,Lokichoggio,Kenya,3,airport
150,Tekapo Aerodrome,Lake Tekapo,New Zealand,12,airport
151,Hong Kong International Airport,Hong Kong,Hong Kong,8,airport
152,Kopenick Station,Berlin,Germany,1,station
153,Rum Cay Airport,Port Nelson,Bahamas,-5,airport
154,McCall Municipal Airport,McCall,United States,-7,airport
155,Pennsylvania Railroad Station,Fort Wayne,United States,-5,station
156,CFB Greenwood,Greenwood,Canada,-4,airport
157,Lakefront Airport,New Orleans,United States,-6,airport
158,Cruise Port,Topolobampo,Mexico,-7,port
159,Ie Shima Auxiliary Air Base,Iejima,Japan,9,airport
160,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,-4,airport
161,McCall Municipal Airport,McCall,United States,-7,airport
162,Drake Field,Fayetteville,United States,-6,airport
163,Chongqing North Railway Station,Chongqing,China,8,station
164,George Airport,George,South Africa,2,airport
165,Chimoio Airport,Chimoio,Mozambique,2,airport
166,In Aménas Airport,Zarzaitine,Algeria,1,airport
167,Villa Garzón Airport,Villa Garzon,Colombia,-5,airport
168,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,1,airport
169,Dortmund Airport,Dortmund,Germany,1,airport
170,Redzikowo Air Base,Slupsk,Poland,1,airport
171,Oulainen Railway Station,Oulainen,Finland,2,station
172,La Romaine Airport,La Romaine,Canada,-4,airport
173,Ceuta Heliport,Ceuta,Spain,1,airport
174,Mannheim-City Airport,Mannheim,Germany,1,airport
175,Hialeah Market Station,Hialeah,United States,-5,station
176,Marfa Municipal Airport,Marfa,United States,-5,airport
177,Zagora Airport,Zagora,Morocco,0,airport
178,Termas de Río Hondo international Airport,Rio Hondo,Argentina,-3,airport
179,John C. Munro Hamilton International Airport,Hamilton,Canada,-5,airport
180,Erskineville Railway Station,Erskineville,Australia,10,station
181,Sechelt Aerodrome,Sechelt-Gibsons,Canada,-8,airport
182,Farafangana Airport,Farafangana,Madagascar,3,airport
183,Sui Airport,Sui,Pakistan,5,airport
184,Ie Shima Auxiliary Air Base,Iejima,Japan,9,airport
185,Kenai Municipal Airport,Kenai,United States,-9,airport
186,Stratford Station,Stratford,United States,-5,station
187,Debra Marcos Airport,Debre Marqos,Ethiopia,3,airport
188,Glen Park BART Station,Glen Park,United States,-8,station
189,Herrera Airport,Santo Domingo,Dominican Republic,-4,airport
190,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,-4,airport
191,Sukkur Airport,Sukkur,Pakistan,5,airport
192,Magongnaru Station,Seoul,South Korea,9,station
193,Tirupati Airport,Tirupeti,India,5.5,airport
194,Reims-Champagne (BA 112) Air Base,Reims,France,1,airport
195,Rancho San Simeon Airport,Cambria,United States,-8,airport
196,Blakely Island Airport,Blakely Island,United States,-8,airport
197,Bidar Air Force Station,Bidar,India,5.5,airport
198,Timbuktu Airport,Tombouctou,Mali,0,airport
199,Hamburg Hbf,Hamburg,Germany,1,station
200,Hana Airport,Hana,United States,-10,airport
201,Hachinohe Airport,Hachinoe,Japan,9,airport
202,RAAF Base East Sale,East Sale,Australia,10,airport
203,Samsun Çarşamba Airport,Samsun,Turkey,3,airport
204,Bellary Airport,Bellary,India,5.5,airport
205,Queenstown International Airport,Queenstown International,New Zealand,12,airport
206,Montijo Air Base,Montijo,Portugal,0,airport
207,Tulsa International Airport,Tulsa,United States,-6,airport
208,Rum Cay Airport,Port Nelson,Bahamas,-5,airport
209,La Crosse Amtrak Station,La Crosse,United States,-6,station
210,Haneda Airport Terminal 1 Station,Tokyo,Japan,9,airport
211,Adampur Airport,Adampur,India,5.5,airport
212,Vishakhapatnam Airport,Vishakhapatnam,India,5.5,airport
213,Segeletz Airport,Segeletz,Germany,1,airport
214,Enumclaw Airport,Enumclaw,United States,-8,airport
215,Millington-Memphis Airport,Millington,United States,-6,airport
216,San Sebastian Railway Station,San Sebastian,Spain,1,station
217,Datadawai Airport,Datadawai-Borneo Island,Indonesia,8,airport
218,La Isabela International Airport,La Isabela,Dominican Republic,-4,airport
219,Turpan Jiaohe Airport,Turpan,China,8,airport
220,Nanchong Airport,Nanchong,China,8,airport
221,Caldera Airport,Caldera,Chile,-4,airport
222,Indianapolis Metropolitan Airport,Indianapolis,United States,-5,airport
223,Cecil Airport,Jacksonville,United States,-5,airport
224,Jolo Airport,Jolo,Philippines,8,airport
225,Bragança Airport,Braganca,Portugal,0,airport
226,Kaltag Airport,Kaltag,United States,-9,airport
227,Røst Airport,Røst,Norway,1,airport
228,Marsa Brega Airport,Marsa Brega,Libya,2,airport
229,Shigatse Air Base,Shigatse,China,8,airport
230,Vernal Regional Airport,Vernal,United States,-7,airport
231,Daet Airport,Daet,Philippines,8,airport
232,Kaben Airport,Kaben,Marshall Islands,12,airport
233,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Canada,-7,airport
234,Sumbawa Besar Airport,Sumbawa Island,Indonesia,8,airport
235,Luena Airport,Luena,Angola,1,airport
236,Brochet Airport,Brochet,Canada,-6,airport
237,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,3.5,airport
238,Ota Air Base,Ota,Portugal,1,airport
239,Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,-5,airport
240,Ankavandra Airport,Ankavandra,Madagascar,3,airport
241,Mokpo Heliport,Mokpo,South Korea,9,airport
242,Gore Bay Manitoulin Airport,Gore Bay,Canada,-5,airport
243,Kariba International Airport,Kariba,Zimbabwe,2,airport
244,Nan-ao Station,Nan-ao,Taiwan,8,station
245,Dagenham Dock Railway Station,Dagenham,United Kingdom,0,station
246,Oakleigh Park Railway Station,Oakleigh Park,United Kingdom,0,station
247,Bo Airport,Bo,Sierra Leone,0,airport
248,Broken Hill Airport,Broken Hill,Australia,9.5,airport
249,Trois-Rivières Airport,Trois Rivieres,Canada,-5,airport
250,Tancos Airbase,Tancos,Portugal,0,airport
251,St Cloud Regional Airport,Saint Cloud,United States,-6,airport
252,Kaklıç Airport,Izmir,Turkey,3,airport
253,Villa Reynolds Airport,Villa Reynolds,Argentina,-3,airport
254,Sisli Belediyesi Evlendirme Dairesi Heliport,Istanbul,Turkey,3,airport
255,Moorea Airport,Moorea,French Polynesia,-10,airport
256,Atahualpa Airport,Ibarra,Ecuador,-5,airport
257,Chaoyang Airport,Chaoyang,China,8,airport
258,Brunswick County Airport,Oak Island,United States,-5,airport
259,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,-4,airport
260,Sarh Airport,Sarh,Chad,1,airport
261,Lewa Airport,Lewa,Kenya,3,airport
262,Hoonah Airport,Hoonah,United States,-9,airport
263,Mandalay International Airport,Mandalay,Burma,6.5,airport
264,Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,8,airport
265,Atlantic City International Airport,Atlantic City,United States,-5,airport
266,Reims-Champagne (BA 112) Air Base,Reims,France,1,airport
267,Kazarman Airport,Kazarman,Kyrgyzstan,6,airport
268,Bartica A Airport,Bartica,Guyana,-4,airport
269,Dekai Airport,Dekai,Indonesia,9,airport
270,Cape May Ferry Terminal,Cape May NJ,United States,-5,port
271,Hannover Messe-Heliport,Hannover,Germany,1,airport
272,Ardmore Airport,Ardmore,New Zealand,12,airport
273,Harar Meda Airport,Debre Zeyit,Ethiopia,3,airport
274,Machu Pichu Airport,Machu Pichu,Peru,-5,airport
275,Sakkyryr Airport,Batagay-Alyta,Russia,9,airport
276,Donegal Airport,Dongloe,Ireland,0,airport
277,Inverness Railway Station,Inverness,United Kingdom,0,station
278,Pond Inlet Airport,Pond Inlet,Canada,-5,airport
279,Da Nang International Airport,Danang,Vietnam,7,airport
280,Hana Airport,Hana,United States,-10,airport
281,Waspam Airport,Waspam,Nicaragua,-6,airport
282,Stouffville GO Station,Stouffville,Canada,-5,station
283,Saertu Airport,Daqing,China,8,airport
284,Mannheim Railway,Mannheim,Germany,1,station
285,North Berwick Railway Station,North Berwick,United Kingdom,0,station
286,Siegburg Bonn Bahnhof,Siegburg,Germany,1,station
287,Cavern City Air Terminal,Carlsbad,United States,-7,airport
288,Parsabade Moghan Airport,Parsabad,Iran,3.5,airport
289,Los Cabos International Airport,San Jose Del Cabo,Mexico,-7,airport
290,Diagoras Airport,Rhodos,Greece,2,airport
291,Ashby BART Station,Berkeley,United States,-8,station
292,Frank Wiley Field,Miles City,United States,-7,airport
293,Thumrait Air Base,Thumrait,Oman,4,airport
294,General WM J Fox Airfield,Lancaster,United States,-8,airport
295,Pont Sur Yonne Airfield,Pont Sur Yonne,France,1,airport
296,Jijel Ferhat Abbas Airport,Jijel,Algeria,1,airport
297,Caruaru Airport,Caruaru,Brazil,-3,airport
298,Abeche Airport,Abeche,Chad,1,airport
299,Menkijarvi Airport,Menkijarvi,Finland,2,airport
300,Evanston Central Street Station,Evanston,United States,-6,station
301,Maastricht Station,Maastricht,Netherlands,1,station
302,Port Hardy Seaplane Base,Port Hardy,Canada,-8,airport
303,El Tor Airport,El-tor,Egypt,2,airport
304,IAR Gimbav Heliport,Brasov,Romania,2,airport
305,Illaga Airport,Illaga,Indonesia,9,airport
306,Louis Armstrong New Orleans International Airport,New Orleans,United States,-6,airport
307,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-3,airport
308,Jönköping Airport,Joenkoeping,Sweden,1,airport
309,Faro Airport,Faro,Portugal,0,airport
310,Texarkana Regional Webb Field,Texarkana,United States,-6,airport
311,Paluknys Airport,Paluknys,Lithuania,2,airport
312,Diva Maldives Resort Seaplane Base,Dhiddhoofinolhu,Maldives,5,airport
313,Stuttgart Railway Station,Stuttgart,Germany,1,station
314,Amendola Air Base,Amendola,Italy,1,airport
315,General Freire Airport,Curico,Chile,-4,airport
316,Berens River Airport,Berens River,Canada,-6,airport
317,Walgett Airport,Walgett,Australia,10,airport
318,Hoogeveen Airfield,Hoogeveen,Netherlands,1,airport
319,Nador International Airport,El Aroui,Morocco,0,airport
320,Bol Airport,Brac,Croatia,1,airport
321,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-3,airport
322,Webequie Airport,Webequie,Canada,-5,airport
323,Fazenda Uiapuru Airport,COMODORO,Brazil,-4,airport
324,Manitoulin East Municipal Airport,Manitowaning,Canada,-5,airport
325,Plymouth Municipal Airport,Plymouth,United States,-5,airport
326,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,1,airport
327,Gernika Station,Gernika,Spain,1,station
328,Goetsenhoven Air Base,GOETSENHOVEN,Belgium,1,airport
329,New Tempe Airport,Bloemfontein,South Africa,2,airport
330,Egilsstaðir Airport,Egilsstadir,Iceland,0,airport
331,Bremerhaven Airport,Bremerhaven,Germany,1,airport
332,Franklin County Airport,Sewanee,United States,-6,airport
333,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,-5,airport
334,Redwood City Station,Redwood City,United States,-8,station
335,Yuncheng Guangong Airport,Yuncheng,China,8,airport
336,Tiree Airport,Tiree,United Kingdom,0,airport
337,Fazenda Vaticano Airport,Cruz,Brazil,-3,airport
338,Peawanuck Airport,Peawanuck,Canada,-5,airport
339,Mason City Municipal Airport,Mason City,United States,-6,airport
340,Kitakyūshū Airport,Kitakyushu,Japan,9,airport
341,Nelson Lagoon Airport,Nelson Lagoon,United States,-9,airport
342,Block Island State Airport,Block Island,United States,-5,airport
343,Bradley International Airport,Windsor Locks,United States,-5,airport
344,Nadzab Airport,Nadzab,Papua New Guinea,10,airport
345,Douliu Station,Douliu,Taiwan,8,station
346,Schönhagen Airport,Schoenhagen,Germany,1,airport
347,Gautam Buddha Airport,Bhairawa,Nepal,5.75,airport
348,Punta Cana International Airport,Punta Cana,Dominican Republic,-4,airport
349,Shah Mokhdum Airport,Rajshahi,Bangladesh,6,airport
350,Aerotortuguero Airport,Roxana,Costa Rica,-6,airport
351,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,1,airport
352,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),1,airport
353,Lancaster Amtrak Station,Lancaster,United States,-5,station
354,Esperaerde Railway Station,Esperaerde,Denmark,1,station
355,Dortmund Airport,Dortmund,Germany,1,airport
356,Necochea Airport,Necochea,Argentina,-3,airport
357,Lhasa Gonggar Airport,Lhasa,China,8,airport
358,Al Ahsa Airport,Al-ahsa,Saudi Arabia,3,airport
359,Jena-Schöngleina Airfield,Jena,Germany,1,airport
360,Yongning Air Base,Beijing,China,8,airport
361,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,1,airport
362,San Fernando Airport,San Fernando,Philippines,8,airport
363,Binhaiguojijichang Station,Tianjin,China,8,station
364,Bologna Centrale Railway Station,Bologna,Italy,1,station
365,Olga Bay Seaplane Base,Olga Bay,United States,-9,airport
366,Jeh Airport,Ailinglapalap Atoll,Marshall Islands,12,airport
367,Akure Airport,Akure,Nigeria,1,airport
368,Madera Municipal Airport,Madera,United States,-8,airport
369,Banak Airport,Lakselv,Norway,1,airport
370,Bolivar Airport,Bolivar,Argentina,-3,airport
371,Gisborne Airport,Gisborne,New Zealand,12,airport
372,Portsmouth International at Pease Airport,Portsmouth,United States,-5,airport
373,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,Brazil,-3,airport
374,Farah Airport,Farah,Afghanistan,4.3,airport
375,Burgas Airport,Bourgas,Bulgaria,2,airport
376,Guanambi Airport,Guanambi,Brazil,-3,airport
377,Landivisiau Air Base,Landivisiau,France,1,airport
378,Phu Cat Airport,Phucat,Vietnam,7,airport
379,Tulsa International Airport,Tulsa,United States,-6,airport
380,Xiangyang Liuji Airport,Xiangfan,China,8,airport
381,RAF Lossiemouth,Lossiemouth,United Kingdom,0,airport
382,Molokai Airport,Molokai,United States,-10,airport
383,Chippewa Valley Regional Airport,Eau Claire,United States,-6,airport
384,Isla Mujeres Airport,Isla Mujeres,Mexico,-5,airport
385,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,-3,airport
386,Owen Roberts International Airport,Georgetown,Cayman Islands,-5,airport
387,Calatayud Railway Station,Calatayud,Spain,1,station
388,Alberto Delgado Airport,Trinidad,Cuba,-5,airport
389,Witbank Airport,Witbank,South Africa,2,airport
390,Landivisiau Air Base,Landivisiau,France,1,airport
391,Hoje-Taastrup Railway Station,Hoje-Taastrup,Denmark,1,station
392,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,0,airport
393,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5,airport
394,Warton Airport,Warton,United Kingdom,0,airport
395,Kakamega Airport,Kakamega,Kenya,3,airport
396,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,-3,airport
397,Beaufort County Airport,Beaufort,United States,-5,airport
398,Niigata Airport,Niigata,Japan,9,airport
399,Montauk Airport,Montauk,United States,-4,airport
400,Cayenne-Rochambeau Airport,Cayenne,French Guiana,-3,airport
401,Matagami Airport,Matagami,Canada,-5,airport
402,Zeerust Airport,Zeerust,South Africa,2,airport
403,Rechlin-Lärz Airport,Rechlin-laerz,Germany,1,airport
404,Sandton Gautrain Station,Johannesburg,South Africa,2,station
405,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,-6,airport
406,St Michael Airport,St. Michael,United States,-9,airport
407,Saunakallio Railway Station, Jarvenpaa,Finland,2,station
408,Port Alsworth Airport,Port alsworth,United States,-9,airport
409,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,-7,airport
410,Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,-8,airport
411,Portsmouth International at Pease Airport,Portsmouth,United States,-5,airport
412,Rogers Park Station,Chicago,United States,-6,station
413,Gulu Airport,Gulu,Uganda,3,airport
414,Malvinas Argentinas Airport,Ushuaia,Argentina,-3,airport
415,Pratt Regional Airport,Pratt,United States,-5,airport
416,Bora Bora Airport,Bora Bora,French Polynesia,-10,airport
417,Putnam County Airport,Greencastle,United States,-5,airport
418,Iwami Airport,Iwami,Japan,9,airport
419,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,1,airport
420,Pittsburgh International Airport,Pittsburgh,United States,-5,airport
421,Ain Oussera Airport,Ain Oussera,Algeria,1,airport
422,Canton Island Airport,Canton Island,Kiribati,13,airport
423,Sturgate Airfield,Eger,Hungary,1,airport
424,Ouzinkie Airport,Ouzinkie,United States,-9,airport
425,Maio Airport,Maio,Cape Verde,-1,airport
426,Benito Salas Airport,Neiva,Colombia,-5,airport
427,Gyor Vasutallomas Station,Gyor,Hungary,1,station
428,Sary-Arka Airport,Karaganda,Kazakhstan,6,airport
429,Oyo Ollombo Airport,Oyo,Congo (Brazzaville),1,airport
430,Bearskin Lake Airport,Bearskin Lake,Canada,-6,airport
431,Ruhnu Airfield,Ruhnu,Estonia,2,airport
432,Palermo-Boccadifalco Airport,Palermo,Italy,1,airport
433,Vohimarina Airport,Vohemar,Madagascar,3,airport
434,Canoas Air Force Base,Porto Alegre,Brazil,-3,airport
435,Florø Airport,Floro,Norway,1,airport
436,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,-5,airport
437,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,-3,airport
438,Massawa International Airport,Massawa,Eritrea,3,airport
439,Mason City Municipal Airport,Mason City,United States,-6,airport
440,Kudat Airport,Kudat,Malaysia,8,airport
441,Chippewa Valley Regional Airport,Eau Claire,United States,-6,airport
442,Kithira Airport,Kithira,Greece,2,airport
443,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,1,airport
444,Key West International Airport,Key West,United States,-5,airport
445,Vilnius Railway Station,Vilnius,Lithuania,2,station
446,Magongnaru Station,Seoul,South Korea,9,station
447,Chile Chico Airport,Chile Chico,Chile,-4,airport
448,Am Timan Airport,Am Timan,Chad,1,airport
449,Fulong Station,Fulong,Taiwan,8,station
450,Haneda Airport International Terminal Station,Tokyo,Japan,9,airport
451,Antonio Narino Airport,Pasto,Colombia,-5,airport
452,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,-8,airport
453,Walton Airport,Lahore,Pakistan,5,airport
454,Santa Cruz Airport,Santa Cruz,Argentina,-3,airport
455,Verkhnevilyuisk Airport,Verkhnevilyuysk,Russia,9,airport
456,Hwange (Town) Airport,Hwange,Zimbabwe,2,airport
457,Dagenham Dock Railway Station,Dagenham,United Kingdom,0,station
458,Jim Kelly Field,Lexington,United States,-5,airport
459,Tønder Airport,Toender,Denmark,1,airport
460,Bocas Del Toro International Airport,Bocas Del Toro,Panama,-5,airport
461,Afonso Pena Airport,Curitiba,Brazil,-3,airport
462,Wurzburg Hauptbahnhof,Wurzburg,Germany,1,station
463,Mawlamyine Airport,Mawlamyine,Burma,6.5,airport
464,Hooper Bay Airport,Hooper Bay,United States,-9,airport
465,Potomac Airpark,Berkeley Springs,United States,-5,airport
466,Jomo Kenyatta International Airport,Nairobi,Kenya,3,airport
467,Şanlıurfa Airport,Sanliurfa,Turkey,3,airport
468,Danyang Railway Station,Danyang,China,8,station
469,Kalamata Airport,Kalamata,Greece,2,airport
