,airport_name,city_name,country_name,timezone,type_of_port
80,Illaga Airport,Illaga,Indonesia,9,airport
81,Leknes Airport,Leknes,Norway,1,airport
82,Durham Amtrak Station,Durham,United States,-4,station
83,Puerto Barrios Airport,Puerto Barrios,Guatemala,-6,airport
84,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-3,airport
85,Cornwall Regional Airport,Cornwall,Canada,-5,airport
86,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,-8,airport
87,Battersea Park Railway Station,London,United Kingdom,0,station
88,Queen Street Station,Glasgow,United Kingdom,0,station
89,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
90,Tresco Heliport,Tresco,United Kingdom,0,airport
91,Highwood Station,Highwood,United States,-6,station
92,Wipim Airport,Wipim,Papua New Guinea,10,airport
93,Mersa Matruh Airport,Mersa-matruh,Egypt,2,airport
94,Quepos Managua Airport,Quepos,Costa Rica,-6,airport
95,Portogruaro Caorle Railway Station,Portogruaro Caorle,Italy,1,station
96,Chico Municipal Airport,Chico,United States,-8,airport
97,Kipnuk Airport,Kipnuk,United States,-9,airport
98,Salem Airport,Salem,India,5.5,airport
99,Liege-Guillemins Railway Station,Liege,Belgium,1,station
100,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,8,airport
101,Wittman Regional Airport,Oshkosh,United States,-6,airport
102,Alfonso López Pumarejo Airport,Valledupar,Colombia,-5,airport
103,Iruma Air Base,Iruma,Japan,9,airport
104,Alexandria Airport,Alexandria,Greece,2,airport
105,Amendola Air Base,Amendola,Italy,1,airport
106,Dybbolsbro Railway Station,Copenhagen,Denmark,1,station
107,Lucknow NR Railway Station,Lucknow,India,5.5,station
108,Elkhart Morton County Airport,Elkhart,United States,-5,airport
109,Pankow-Heinersdorf Bahnhof,Berlin,Germany,1,station
110,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,-6,airport
111,Tbilisi International Airport,Tbilisi,Georgia,4,airport
112,Termas de Río Hondo international Airport,Rio Hondo,Argentina,-3,airport
113,Tevriz airport,Tevriz,Russia,6,airport
114,Alghero-Fertilia Airport,Alghero,Italy,1,airport
115,Oceana Naval Air Station,Oceana,United States,-5,airport
116,Celle Airport,Celle,Germany,1,airport
117,Maestro Marinho Franco Airport,Rondonopolis,Brazil,-4,airport
118,Wuppertal-Vohwinkel Station,Wuppertal,Germany,1,station
119,Svanemollen Railway Station,Copenhagen,Denmark,1,station
120,Orléans-Bricy (BA 123) Air Base,Orleans,France,1,airport
121,Araxos Airport,Patras,Greece,2,airport
122,Moshi Airport,Moshi,Tanzania,3,airport
123,Nyeri Airport,NYERI,Kenya,3,airport
124,Shigatse Air Base,Shigatse,China,8,airport
125,Ak-Chin Regional Airport,Phoenix,United States,-7,airport
126,Warnervale Airport,Warnervale Airport,Australia,10,airport
127,Wauchula Municipal Airport,Wuchula,United States,-5,airport
128,Glen Innes Airport,Glen Innes,Australia,10,airport
129,Siem Reap International Airport,Siem-reap,Cambodia,7,airport
130,Ameland Airfield,Ameland,Netherlands,1,airport
131,Shamattawa Airport,Shamattawa,Canada,-6,airport
132,Great Bend Municipal Airport,Great Bend,United States,-6,airport
133,Echo Bay water aerodrome,Echo Bay,Canada,-8,airport
134,Rawlins Municipal Airport/Harvey Field,Rawlins,United States,-7,airport
135,Chiang Mai International Airport,Chiang Mai,Thailand,7,airport
136,Whitecourt Airport,Whitecourt,Canada,-7,airport
137,Orlando International Airport,Orlando,United States,-5,airport
138,Tucson International Airport,Tucson,United States,-7,airport
139,Campanha Railway Station,Porto,Portugal,0,station
140,Bangoka International Airport,Kisangani,Congo (Kinshasa),2,airport
141,Hoonah Airport,Hoonah,United States,-9,airport
142,Lavan Island Airport,Lavan Island,Iran,3.5,airport
143,Frankfurt Stadion Station,Frankfurt,Germany,1,station
144,St Petersburg Clearwater International Airport,St. Petersburg,United States,-5,airport
145,Fredericton Airport,Fredericton,Canada,-4,airport
146,Arxan Yi'ershi Airport,Arxan,China,8,airport
147,Mopah Airport,Merauke,Indonesia,9,airport
148,Florenc Central Bus Station,Prague,Czech Republic,1,station
149,Vadala Road Railway Station,Mumbai,India,5.5,station
150,Otjiwarongo Airport,Otjiwarongo,Namibia,2,airport
151,Kyoto Station,Kyoto,Japan,9,station
152,Juan Casiano Airport,Guapi,Colombia,-5,airport
153,Al Najaf International Airport,Najaf,Iraq,3,airport
154,Chautauqua County-Jamestown Airport,Jamestown,United States,-5,airport
155,Abadan Airport,Abadan,Iran,3.5,airport
156,Osaka International Airport,Osaka,Japan,9,airport
157,Caye Chapel Airport,Caye Chapel,Belize,-6,airport
158,Sumbawa Besar Airport,Sumbawa Island,Indonesia,8,airport
159,Bergamo Railway Station,Bergamo,Italy,1,station
160,Flam Station,Flam,Norway,1,station
161,Emporia Municipal Airport,Emporia,United States,-6,airport
162,Vernazza Station,Vernazza,Italy,1,station
163,Las Dunas Airport,Ica,Peru,-5,airport
164,Warburton Airport,Warburton Community,Australia,8,airport
165,Hannover Messe-Heliport,Hannover,Germany,1,airport
166,Namrole Airport,Buru Island,Indonesia,9,airport
167,(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,-6,airport
168,Francisco Sarabia International Airport,Torreon,Mexico,-6,airport
169,Kopitnari Airport,Kutaisi,Georgia,4,airport
170,Reconquista Airport,Reconquista,Argentina,-3,airport
171,Yakutat Airport,Yakutat,United States,-9,airport
172,Virginia Airport,Durban,South Africa,2,airport
173,Jomo Kenyatta International Airport,Nairobi,Kenya,3,airport
174,Isiolo Airport,Isiolo,Kenya,3,airport
175,Markham Airport,Markham,Canada,-5,airport
176,Gustavo Vargas Airport,Tame,Colombia,-5,airport
177,Roshchino International Airport,Tyumen,Russia,5,airport
178,Sublette Municipal Airport,Sublette,United States,-5,airport
179,Raja Bhoj International Airport,Bhopal,India,5.5,airport
180,Causey Airport,Liberty,United States,-5,airport
181,Stenkol Airport,Bintuni,Indonesia,9,airport
182,Ataq Airport,Ataq,Yemen,3,airport
183,Bradley International Airport,Windsor Locks,United States,-5,airport
184,George Town Airport,George Town,Bahamas,-5,airport
185,Northwest Florida Beaches International Airport,Panama City,United States,-6,airport
186,Matsapha Airport,Manzini,Swaziland,2,airport
187,Yei Airport,Yei,Sudan,3,airport
188,Sunan Shuofang International Airport,Wuxi,China,8,airport
189,Islay Airport,Islay,United Kingdom,0,airport
190,Jimma Airport,Jimma,Ethiopia,3,airport
191,Barkley Regional Airport,PADUCAH,United States,-6,airport
192,Severo-Evensk Airport,Evensk,Russia,11,airport
193,Mananjary Airport,Mananjary,Madagascar,3,airport
194,Niue International Airport,Alofi,Niue,-11,airport
195,Redhill Railway Station,Redhill,United Kingdom,0,station
196,Elenak Airport,Elenak,Marshall Islands,12,airport
197,Toowoomba Wellcamp Airport,Toowoomba,Australia,10,airport
198,Wrangell Airport,Wrangell,United States,-9,airport
199,Garfield County Regional Airport,Rifle,United States,-7,airport
200,Calicut International Airport,Calicut,India,5.5,airport
201,Dusseldorf-Derendorf Station,Dusseldorf,Germany,1,station
202,St George Airport,St George,Australia,10,airport
203,Maastricht Station,Maastricht,Netherlands,1,station
204,Poplar Hill Airport,Poplar Hill,Canada,-6,airport
205,Padre Aldamiz International Airport,Puerto Maldonado,Peru,-5,airport
206,Desert Aire Regional Airport,Mattawa,United States,-8,airport
207,Millington-Memphis Airport,Millington,United States,-6,airport
208,La Junta Station,La Junta,United States,-7,station
209,Dhanbad Airport,Dhanbad,India,5.5,airport
210,Barisal Airport,Barisal,Bangladesh,6,airport
211,Dhanbad Airport,Dhanbad,India,5.5,airport
212,Cordoba Station,Cordoba,Spain,1,station
213,Presidente Peron Airport,Neuquen,Argentina,-3,airport
214,Idaho Falls Regional Airport,Idaho Falls,United States,-7,airport
215,Antsirabato Airport,Antalaha,Madagascar,3,airport
216,Skrydstrup Air Base,Skrydstrup,Denmark,1,airport
217,McCall Municipal Airport,McCall,United States,-7,airport
218,Mormugao-Goa Port,Mormugao,India,5.5,port
219,Mkuze Airport,Mkuze,South Africa,2,airport
220,Heliport NUS,Umea,Sweden,1,airport
221,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,8,airport
222,Bragança Airport,Braganca,Portugal,0,airport
223,Ronda Airport,Ronda,Spain,1,airport
224,Alldays Airport,Alldays,South Africa,2,airport
225,Portsmouth International at Pease Airport,Portsmouth,United States,-5,airport
226,San Carlos Airport,San Carlos,Venezuela,-4,airport
227,Araraquara Airport,Araracuara,Brazil,-3,airport
228,Independence Airport,Independence,Belize,-6,airport
229,Middle Georgia Regional Airport,Macon,United States,-5,airport
230,Avila Railway Station,Avila,Spain,1,station
231,Kōchi Ryōma Airport,Kochi,Japan,9,airport
232,Galt Field Airport,Greenwood,United States,-6,airport
233,Liverpool South Parkway Railway Station,Liverpool,United Kingdom,0,station
234,Stord Airport,Stord,Norway,1,airport
235,Mount Sterling Montgomery County Airport,Mount Sterling,United States,-5,airport
236,Aasiaat Airport,Aasiaat,Greenland,-3,airport
237,Allendorf/Eder Airport,Allendorf,Germany,1,airport
238,Peace River Airport,Peace River,Canada,-7,airport
239,El Toro Marine Corps Air Station,Santa Ana,United States,-8,airport
240,Grabtsevo Airport,Kaluga,Russia,3,airport
241,McKinley National Park Airport,McKinley Park,United States,-9,airport
242,Kashan Airport,Kashan,Iran,3.5,airport
243,Mallacoota Airport,Mallacoota,Australia,10,airport
244,Kenora Seaplane Base,Kenora,Canada,-6,airport
245,Tiko Airport,Tiko,Cameroon,1,airport
246,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5,airport
247,Turku Airport,Turku,Finland,2,airport
248,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,-6,airport
249,Adelaide Parafield Airport,Adelaide,Australia,9.5,airport
250,Adi Sutjipto International Airport,Yogyakarta,Indonesia,7,airport
251,Marshall Army Air Field,Fort Riley,United States,-6,airport
252,Aniak Airport,Aniak,United States,-9,airport
253,Cowra Airport,Chatsworth,Australia,10,airport
254,Tevriz airport,Tevriz,Russia,6,airport
255,Nanchong Airport,Nanchong,China,8,airport
256,Saint Louis Airport,St. Louis,Senegal,0,airport
257,Victoria Airport,Patricia Bay,Canada,-8,airport
258,Papa Westray Airport,Papa Westray,United Kingdom,0,airport
259,Newcastle Aerodrome,Newcastle,Ireland,0,airport
260,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-3,airport
261,Okaukuejo Airport,Okaukuejo,Namibia,1,airport
262,Elliott Airport,Elliott,Australia,9.5,airport
263,Zaragoza Air Base,Zaragoza,Spain,1,airport
264,Kunshan South Railway Station,Kunshan,China,8,station
265,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,2,airport
266,Bahnhof Amstetten,Amstetten,Austria,1,station
267,Étain-Rouvres Air Base,Etain,France,1,airport
268,Rota International Airport,Rota,Northern Mariana Islands,10,airport
269,Francisco Sarabia International Airport,Torreon,Mexico,-6,airport
270,Alexandria International Airport,Alexandria,United States,-6,airport
271,Bisho Airport,Bisho,South Africa,2,airport
272,Indianapolis Metropolitan Airport,Indianapolis,United States,-5,airport
273,Riga Central Station,Riga,Latvia,2,station
274,Balzers Heliport,Balzers,Switzerland,1,airport
275,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,2,airport
276,Dhaula Kuan Metro Station,Delhi,India,5.5,station
277,Mahshahr Airport,Bandar Mahshahr,Iran,3.5,airport
278,Nevatim Air Base,Nevatim,Israel,2,airport
279,Concord Municipal Airport,Concord NH,United States,-5,airport
280,Brandywine Airport,West Goshen Township,United States,-5,airport
281,Zhenjiang Railway Station,Zhenjiang,China,8,station
282,Limbang Airport,Limbang,Malaysia,8,airport
283,Peter O Knight Airport,Tampa,United States,-5,airport
284,Nelspruit Airport,Nelspruit,South Africa,2,airport
285,Malpensa International Airport,Milano,Italy,1,airport
286,Bayannur Tianjitai Airport,Bayannur,China,8,airport
287,Ashby BART Station,Berkeley,United States,-8,station
288,Croton-Harmon Station,Croton-on-Hudson,United States,-5,station
289,Ninoy Aquino International Airport,Manila,Philippines,8,airport
290,Central Railway Station,Montreal,Canada,-5,station
291,Hoje-Taastrup Railway Station,Hoje-Taastrup,Denmark,1,station
292,Gariep Dam Airport,Hendrik Verwoerddam,South Africa,2,airport
293,Staniel Cay Airport,Staniel Cay,Bahamas,-5,airport
294,Club Makokola Airport,Club Makokola,Malawi,2,airport
295,San Antonio Caltrain Station,Mountain View,United States,-8,station
296,Tanah Merah Airport,Boven Digoel,Indonesia,9,airport
297,Daru Airport,Daru,Papua New Guinea,10,airport
298,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,-7,airport
299,Eagle's Nest Airport,Waynesboro,United States,-5,airport
300,Pau Pyrénées Airport,Pau,France,1,airport
301,Kruiningen-Yerseke Railway Station,Kruiningen,Netherlands,1,station
302,Embarcadero Station,San Francisco,United States,-8,station
303,Kakamega Airport,Kakamega,Kenya,3,airport
304,Rothera Research Station,Rothera Research Station,United Kingdom,12,airport
305,Edward F Knapp State Airport,Montpelier,United States,-5,airport
306,Dalaman International Airport,Dalaman,Turkey,3,airport
307,Warehouse 59e Airport,Giallo,Libya,2,airport
308,Farafangana Airport,Farafangana,Madagascar,3,airport
309,Florenc Central Bus Station,Prague,Czech Republic,1,station
310,Mataiva Airport,Mataiva,French Polynesia,-10,airport
311,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,1,airport
312,Martin State Airport,Baltimore,United States,-5,airport
313,Kitoi Bay Seaplane Base,Kitoi Bay,United States,-9,airport
314,Mana Island Airport,Mana Island,Fiji,12,airport
315,Bhavnagar Airport,Bhaunagar,India,5.5,airport
316,Nampong Air Base,Nampong,Burma,6.5,airport
317,Mardin Airport,Mardin,Turkey,3,airport
318,Bathurst Airport,Bathurst,Australia,10,airport
319,Santa Barbara Municipal Airport,Santa Barbara,United States,-8,airport
320,Khark Island Airport,Khark Island,Iran,3.5,airport
321,Abel Santamaria Airport,Santa Clara,Cuba,-5,airport
322,Victoria International Airport,Victoria,Canada,-8,airport
323,Akure Airport,Akure,Nigeria,1,airport
324,Airport MARTA Station,Atlanta,United States,-5,airport
325,Brive Souillac Airport,Brive,France,1,airport
326,Calatayud Railway Station,Calatayud,Spain,1,station
327,Metropark Amtrak Station,Iselin,United States,-5,station
328,Santa Cruz Airport,Santa Cruz,Argentina,-3,airport
329,Long Lellang Airport,Long Datih,Malaysia,8,airport
330,Escuela Mariscal Sucre Airport,Maracay,Venezuela,-4,airport
331,Vredendal Airport,Vredendal,South Africa,2,airport
332,Lake Murray Airport,Lake Murray,Papua New Guinea,10,airport
333,Ichikawa Station,Ichikawa,Japan,9,station
334,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,1,airport
335,Kauhajoki Airport,Kauhajoki,Finland,2,airport
336,Buon Ma Thuot Airport,Buonmethuot,Vietnam,7,airport
337,Iruma Air Base,Iruma,Japan,9,airport
338,Mabuiag Island Airport,Mabuiag Island,Australia,10,airport
339,Xuzhou East Railway Station,Xuzhou,China,8,station
340,Winnipeg / St. Andrews Airport,Winnipeg,Canada,-6,airport
341,Congonhas Airport,Sao Paulo,Brazil,-3,airport
342,Nueva Hesperides International Airport,Salto,Uruguay,-3,airport
343,Ikela Airport,Ikela,Congo (Kinshasa),1,airport
344,Mutare Airport,Mutare,Zimbabwe,2,airport
345,Mount Magnet Airport,Mount Magnet,Australia,8,airport
346,Cufar Airport,Cufar,Guinea-Bissau,0,airport
347,Kangding Airport,Kangding,China,8,airport
348,Fitiuta Airport,Fiti\'uta,American Samoa,-11,airport
349,Khankala Air Base,Grozny,Russia,3,airport
350,Elfin Cove Seaplane Base,Elfin Cove,United States,-9,airport
351,Isle of Wight / Sandown Airport,Isle Of Wight,United Kingdom,0,airport
352,Dongola Airport,Dongola,Sudan,3,airport
353,Kelowna International Airport,Kelowna,Canada,-8,airport
354,Kefallinia Airport,Keffallinia,Greece,2,airport
355,Attawapiskat Airport,Attawapiskat,Canada,-5,airport
356,Wanganui Airport,Wanganui,New Zealand,12,airport
357,Zweibrücken Airport,Zweibruecken,Germany,1,airport
358,Cooma Snowy Mountains Airport,Cooma,Australia,10,airport
359,Delhi Aerocity Metro Station,Delhi,India,5.5,station
360,Rovaniemi Airport,Rovaniemi,Finland,2,airport
361,Decatur County Industrial Air Park,Bainbridge,United States,-5,airport
362,Mataveri Airport,Easter Island,Chile,-6,airport
363,Fort Smith Airport,Fort Smith,Canada,-7,airport
364,RNAS Culdrose,Culdrose,United Kingdom,0,airport
365,Ostkreuz Station,Berlin,Germany,1,station
366,Hamburg-Bergedorf Station,Hamburg,Germany,1,station
367,Elkhart Morton County Airport,Elkhart,United States,-5,airport
368,Kingston Norman Rogers Airport,Kingston,Canada,-5,airport
369,Evanston-Uinta County Airport-Burns Field,Evanston,United States,-7,airport
370,Grants-Milan Municipal Airport,Grants,United States,-7,airport
371,Coleman A. Young Municipal Airport,Detroit,United States,-5,airport
372,In Aménas Airport,Zarzaitine,Algeria,1,airport
373,Albury Railway Station,Albury,Australia,10,station
374,Mangonia Park Station,Mangonia Park,United States,-5,station
375,Manihiki Island Airport,Manihiki Island,Cook Islands,-10,airport
376,Ardmore Airport,Ardmore,New Zealand,12,airport
377,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,-5,airport
378,Duncan Town Airport,Duncan Town,Bahamas,-5,airport
379,Shubuling Airport,Linyi,China,8,airport
380,Munda Airport,Munda,Solomon Islands,11,airport
381,Humberside Airport,Humberside,United Kingdom,0,airport
382,John H Batten Airport,Racine,United States,-6,airport
383,Florenc Central Bus Station,Prague,Czech Republic,1,station
384,Ignacio Agramonte International Airport,Camaguey,Cuba,-5,airport
385,Falcone–Borsellino Airport,Palermo,Italy,1,airport
386,General Freire Airport,Curico,Chile,-4,airport
387,Tarauacá Airport,Tarauaca,Brazil,-5,airport
388,Machu Pichu Airport,Machu Pichu,Peru,-5,airport
389,Cochrane Airport,Cochrane,Canada,-5,airport
390,Seattle Tacoma International Airport,Seattle,United States,-8,airport
391,Nîmes-Arles-Camargue Airport,Nimes,France,1,airport
392,Treptower Park Station,Berlin,Germany,1,station
393,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,1,airport
394,Henderson Field,Wallace,United States,-5,airport
395,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,0,airport
396,Manley Hot Springs Airport,Manley Hot Springs,United States,-9,airport
397,Cairns International Airport,Cairns,Australia,10,airport
398,Lošinj Island Airport,Mali Losinj,Croatia,1,airport
399,RAF Odiham,Odiham,United Kingdom,0,airport
400,Niamtougou International Airport,Niatougou,Togo,0,airport
401,Georgetown Municipal Airport,Georgetown,United States,-6,airport
402,Eagle's Nest Airport,Waynesboro,United States,-5,airport
403,Léopold Sédar Senghor International Airport,Dakar,Senegal,0,airport
404,Khmelnytskyi Airport,Khmeinitskiy,Ukraine,2,airport
405,Eastport Municipal Airport,Eastport,United States,-5,airport
406,Banjul International Airport,Banjul,Gambia,0,airport
407,Falcon Field,Mesa,United States,-7,airport
408,Nashville Riverfront Station,Nashville,Uganda,-6,station
409,Mackenzie Airport,Mackenzie British Columbia,Canada,-8,airport
410,Erebuni Airport,Yerevan,Armenia,4,airport
411,Edenvale Aerodrome,Edenvale,Canada,-5,airport
412,Lake Murray Airport,Lake Murray,Papua New Guinea,10,airport
413,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,2,airport
414,Girona Airport,Gerona,Spain,1,airport
415,Coral Creek Airport,Placida,United States,-5,airport
416,Ankang Wulipu Airport,Ankang,China,8,airport
417,Sydenham Railway Station,Sydenham,Australia,10,station
418,Abha Regional Airport,Abha,Saudi Arabia,3,airport
419,Montgomery Union Station,Montgomery,United States,-6,station
420,Welke Airport,Beaver Island,United States,-5,airport
421,Airport MARTA Station,Atlanta,United States,-5,airport
422,Msembe Airport,Msembe,Tanzania,3,airport
423,Pellston Regional Airport of Emmet County Airport,Pellston,United States,-5,airport
424,Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,France,1,airport
425,Havadarya Airport,Bandar Abbas,Iran,3.5,airport
426,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,3.5,airport
427,Embarcadero Station,San Francisco,United States,-8,station
428,Nanisivik Airport,Nanisivik,Canada,-5,airport
429,Sde Dov Airport,Tel-aviv,Israel,2,airport
430,Endelave Flyveplads,Endelage,Denmark,1,airport
431,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,-6,airport
432,Marshfield Municipal George Harlow Field,Marshfield,United States,-5,airport
433,Cotopaxi International Airport,Latacunga,Ecuador,-5,airport
434,Comino Airport,Comino,Malta,1,airport
435,Sechelt Aerodrome,Sechelt-Gibsons,Canada,-8,airport
436,Salgado Filho Airport,Porto Alegre,Brazil,-3,airport
437,Taura Airport,Taura,Ecuador,-5,airport
438,Montreal Central Bus Station,Montreal,Canada,-5,station
439,Nogales International Airport,Nogales,Mexico,-7,airport
440,Lawas Airport,Lawas,Malaysia,8,airport
441,Tbilisi Railway station,Tbilisi,Georgia,4,station
442,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,-7,airport
443,Memphis International Airport,Memphis,United States,-6,airport
444,Bangui M'Poko International Airport,Bangui,Central African Republic,1,airport
445,Unalakleet Airport,Unalakleet,United States,-9,airport
446,Kuopio Airport,Kuopio,Finland,2,airport
447,Anderstorp Airport,Anderstorp,Sweden,1,airport
448,Maiana Airport,Maiana,Kiribati,12,airport
449,Havadarya Airport,Bandar Abbas,Iran,3.5,airport
450,Arnbruck Airport,Arnbruck,Germany,1,airport
451,Otjiwarongo Airport,Otjiwarongo,Namibia,2,airport
452,Leningradsky railway station,Moscow,Russia,3,station
453,Juwata Airport,Taraken,Indonesia,8,airport
454,Morningside Farm Airport,Musina,South Africa,2,airport
455,Brewster Field,Holdredge,United States,-5,airport
456,Eagle's Nest Airport,Waynesboro,United States,-5,airport
457,Mughalsarai Junction Railway Station,Mughalsarai,India,5.5,station
458,Newport Municipal Airport,Newport,United States,-8,airport
459,Tallahassee Regional Airport,Tallahassee,United States,-5,airport
460,Camiguin Airport,Camiguin,Philippines,8,airport
461,Gobernador Gregores Airport,Gobernador Gregores,Argentina,-3,airport
462,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,-6,airport
463,Fairfield Station,Fairfield,United States,-5,station
464,Iruma Air Base,Iruma,Japan,9,airport
465,Thisted Airport,Thisted,Denmark,1,airport
466,Verden-Scharnhorst Airfield,Verden,Germany,1,airport
467,Bornholm Airport,Ronne,Denmark,1,airport
468,Châlons-Vatry Airport,Chalons,France,1,airport
469,Kings Park Station,Kings Park,United States,-5,station
470,Gu-Lian Airport,Mohe County,China,8,airport
471,Santa Rosa Airport,Santa Rosa,Argentina,-3,airport
472,Daet Airport,Daet,Philippines,8,airport
473,Boundary Bay Airport,Boundary Bay,Canada,-8,airport
474,Raton Municipal-Crews Field,Raton,United States,-6,airport
475,Pevek Airport,Pevek,Russia,12,airport
476,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,-4,airport
