,airport_name,city_name,country_name,timezone,type_of_port
93,Wheaton Station,Wheaton,United States,-6,station
94,Mount Gambier Airport,Mount Gambier,Australia,9.5,airport
95,Toledo Airport,Toledo,Brazil,-3,airport
96,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,-8,airport
97,Achinsk Airport,Achinsk,Russia,8,airport
98,Tarin Kowt Airport,Tarin Kowt,Afghanistan,4.5,airport
99,Jerusalem Airport,Jerusalem,West Bank,2,airport
100,Faridabad Railway Station,Faridabad,India,5.5,station
101,Sawan Airport,Sindh,Pakistan,5,airport
102,Kontum Airport,Kontum,Vietnam,7,airport
103,Bateen Airport,Abu Dhabi,United Arab Emirates,4,airport
104,La Junta Municipal Airport,La Junta,United States,-7,airport
105,Rosecrans Memorial Airport,Rosecrans,United States,-6,airport
106,Tartu Airport,Tartu,Estonia,2,airport
107,Ukkusissat Heliport,Ukkusissat,Greenland,-3,airport
108,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,-7,airport
109,Westbahnhoff,Vienna,Austria,1,station
110,Olympic Station,Hong Kong,Hong Kong,8,station
111,Sandton Gautrain Station,Johannesburg,South Africa,2,station
112,Langebaanweg Airport,Langebaanweg,South Africa,2,airport
113,Yulin Yuyang Airport,Yulin,China,8,airport
114,Majuba Power Station Airport,Majuba Power Station,South Africa,2,airport
115,Malta International Airport,Malta,Malta,1,airport
116,Highwood Station,Highwood,United States,-6,station
117,Burgas Airport,Bourgas,Bulgaria,2,airport
118,Suvarnabhumi Station,Bangkok,Thailand,7,station
119,Manchester Airport Station,Ringway,United Kingdom,0,airport
120,Chengjisihan Airport,Zhalantun,China,8,airport
121,Edenvale Aerodrome,Edenvale,Canada,-5,airport
122,Iloilo International Airport,Iloilo,Philippines,8,airport
123,Cheremshanka Airport,Krasnoyarsk,Russia,7,airport
124,Libreville Leon M'ba International Airport,Libreville,Gabon,1,airport
125,Chubu Centrair International Airport,Nagoya,Japan,9,airport
126,Marfa Municipal Airport,Marfa,United States,-5,airport
127,Tianjin North Railway Station,Tianjin,China,8,station
128,McChord Air Force Base,Tacoma,United States,-8,airport
129,Chadron Municipal Airport,Chadron,United States,-7,airport
130,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,3,airport
131,Fremont Municipal Airport,Fremont,United States,-5,airport
132,Goulburn Airport,Goulburn,Australia,10,airport
133,Turin Airport,Torino,Italy,1,airport
134,Lincoln Regional Karl Harder Field,Lincoln,United States,-8,airport
135,Metlakatla Seaplane Base,Metakatla,United States,-9,airport
136,Shirdi Airport,Shirdi,India,5.5,airport
137,Dybbolsbro Railway Station,Copenhagen,Denmark,1,station
138,French Valley Airport,Murrieta,United States,-8,airport
139,Bakalalan Airport,Bakalalan,Malaysia,8,airport
140,Baimuru Airport,Baimuru,Papua New Guinea,10,airport
141,Oneonta Municipal Airport,Oneonta,United States,-5,airport
142,Nunapitchuk Airport,Nunapitchuk,United States,-9,airport
143,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-4,airport
144,Tapini Airport,Tapini,Papua New Guinea,10,airport
145,North Island Naval Air Station-Halsey Field,San Diego,United States,-8,airport
146,Philadelphia International Airport,Philadelphia,United States,-5,airport
147,Béziers-Vias Airport,Beziers,France,1,airport
148,Rennes-Saint-Jacques Airport,Rennes,France,1,airport
149,Skrydstrup Air Base,Skrydstrup,Denmark,1,airport
150,Edenvale Aerodrome,Edenvale,Canada,-5,airport
151,Salem Airport,Salem,India,5.5,airport
152,Newnan Hospital Heliport,Bengassi,Mali,0,airport
153,Mekane Selam Airport,Mekane Selam,Ethiopia,3,airport
154,Bellingham International Airport,Bellingham,United States,-8,airport
155,Kristiansand Airport,Kristiansand,Norway,1,airport
156,Hayward Park Station,San Mateo,United States,-8,station
157,Lyon-Bron Airport,Lyon,France,1,airport
158,Oki Airport,Oki Island,Japan,9,airport
159,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-3,airport
160,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-4,airport
161,Qualicum Beach Airport,Qualicum Beach,Canada,-8,airport
162,Eduardo Gomes International Airport,Manaus,Brazil,-4,airport
163,Alfonso López Pumarejo Airport,Valledupar,Colombia,-5,airport
164,Greenwood–Leflore Airport,Greenwood,United States,-6,airport
165,Nyutabaru Airport,Nyutabaru,Japan,9,airport
166,Iswahyudi Airport,Madiun,Indonesia,7,airport
167,"Rørvik Airport, Ryum",Rørvik,Norway,1,airport
168,Irkutsk Northwest Airport,Irkutsk,Russia,8,airport
169,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-3,airport
170,Bayannur Tianjitai Airport,Bayannur,China,8,airport
171,Dunk Island Airport,Dunk Island,Australia,10,airport
172,Gloucester Station,Gloucester,United States,-5,station
173,Mahdia Airport,Mahdia,Guyana,-4,airport
174,Apataki Airport,Apataki,French Polynesia,-10,airport
175,Griffin-Spalding County Airport,Griffin,United States,-5,airport
176,Lindi Airport,Lindi,Tanzania,3,airport
177,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,-5,airport
178,Waycross Ware County Airport,Waycross,United States,-5,airport
179,RAF Dishforth,Dishforth,United Kingdom,0,airport
180,Ludington Ferry Terminal,Ludington,United States,-5,port
181,Majuba Power Station Airport,Majuba Power Station,South Africa,2,airport
182,Andizhan Airport,Andizhan,Uzbekistan,5,airport
183,Wonderboom Airport,Pretoria,South Africa,2,airport
184,Nan-ao Station,Nan-ao,Taiwan,8,station
185,Camp Okavango Airport,Okavango Delta,Botswana,2,airport
186,Mae Hong Son Airport,Mae Hong Son,Thailand,7,airport
187,Phillips Army Air Field,Aberdeen,United States,-5,airport
188,Massawa International Airport,Massawa,Eritrea,3,airport
189,Montgomery Union Station,Montgomery,United States,-6,station
190,Boolgeeda,Brockman,Australia,8,airport
191,Seinajoki Railway Station,Seinajoki,Finland,2,station
192,Naperville Station,Naperville,United States,-6,station
193,Zweibrücken Airport,Zweibruecken,Germany,1,airport
194,Iran Shahr Airport,Iran Shahr,Iran,3.5,airport
195,Churchill Airport,Churchill,Canada,-6,airport
196,Merrill Field,Anchorage,United States,-9,airport
197,Helsingor Station,Helsingor,Denmark,1,station
198,Acton Main Line Railway Station,London,United Kingdom,0,station
199,Kipnuk Airport,Kipnuk,United States,-9,airport
200,Blue Grass Airport,Lexington KY,United States,-5,airport
201,Arutua Airport,Arutua,French Polynesia,-10,airport
202,Nouméa Magenta Airport,Noumea,New Caledonia,11,airport
203,Myrdal Station,Myrdal,Norway,1,station
204,Ukkusissat Heliport,Ukkusissat,Greenland,-3,airport
205,Grand Strand Airport,North Myrtle Beach,United States,-5,airport
206,Borj El Amri Airport,Bordj El Amri,Tunisia,1,airport
207,Adolf Würth Airport,Schwaebisch Hall,Germany,1,airport
208,Kapuskasing Airport,Kapuskasing,Canada,-5,airport
209,Austin Bergstrom International Airport,Austin,United States,-6,airport
210,Getafe Air Base,Madrid,Spain,1,airport
211,Vadala Road Railway Station,Mumbai,India,5.5,station
212,Skagit Regional Airport,Skagit,United States,-8,airport
213,Ingolstadt BF,Ingolstadt,Germany,1,station
214,Rotuma Airport,Rotuma,Fiji,12,airport
215,Bahrain International Airport,Bahrain,Bahrain,3,airport
216,Moosonee Airport,Moosonee,Canada,-5,airport
217,Niagara Falls Station,Niagara Falls,Canada,-5,station
218,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,7,airport
219,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,-3,airport
220,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,-3,airport
221,Birmingham New Street Railway Station,Birmingham,United Kingdom,0,station
222,Canoas Air Force Base,Porto Alegre,Brazil,-3,airport
223,Jessore Airport,Jessore,Bangladesh,6,airport
224,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,3,airport
225,Valkenburg Naval Air Base,Valkenburg,Netherlands,1,airport
226,Moshi Airport,Moshi,Tanzania,3,airport
227,Sanya Phoenix International Airport,Sanya,China,8,airport
228,Halli Airport,Halli,Finland,2,airport
229,Umuarama Airport,Umuarama,Brazil,-3,airport
230,Selfridge Air National Guard Base Airport,Mount Clemens,United States,-5,airport
231,Annette Island Airport,Annette Island,United States,-9,airport
232,Nouméa Magenta Airport,Noumea,New Caledonia,11,airport
233,Mulia Airport,Mulia,Indonesia,9,airport
234,Halli Airport,Halli,Finland,2,airport
235,SEA Seaplane,Seattle,United States,-7,airport
236,Ivato Airport,Antananarivo,Madagascar,3,airport
237,Mariehamn Airport,Mariehamn,Finland,2,airport
238,Calgary / Springbank Airport,Calgary,Canada,-7,airport
239,Sakaiminato Port,Sakaiminato,Japan,9,port
240,Suwannee County Airport,Live Oak,United States,-5,airport
241,Somerset County Airport,Somerset,United States,-5,airport
242,Sparti Airport,Sparti,Greece,2,airport
243,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,United States,-5,airport
244,HAL Airport,Bangalore,India,5.5,airport
245,Juína Airport,Juina,Brazil,-4,airport
246,Turaif Domestic Airport,Turaif,Saudi Arabia,3,airport
247,Brackett Field,La Verne,United States,-8,airport
248,Sitia Airport,Sitia,Greece,2,airport
249,Rickenbacker International Airport,Columbus,United States,-5,airport
250,Dahra Airport,Dahra,Libya,2,airport
251,Fairfield Metro Station,Fairfield,United States,-5,station
252,Umbu Mehang Kunda Airport,Waingapu,Indonesia,8,airport
253,Odienne Airport,Odienne,Cote d'Ivoire,0,airport
254,Roland Garros Airport,St.-denis,Reunion,4,airport
255,Roi Et Airport,Roi Et,Thailand,7,airport
256,Grand Junction Regional Airport,Grand Junction,United States,-7,airport
257,RAF Odiham,Odiham,United Kingdom,0,airport
258,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,-5,airport
259,Mchauru Airport,Geita,Tanzania,3,airport
260,Helgoland-Düne Airport,Helgoland,Germany,1,airport
261,Bettles Airport,Bettles,United States,-9,airport
262,Matsushima Air Base,Matsushima,Japan,9,airport
263,Cottbuser Bahnhof,Grossenhain,Germany,1,station
264,Omtepe Airport,Moyogalpa,Nicaragua,-6,airport
265,Straubing Airport,Straubing,Germany,1,airport
266,Paamiut Heliport,Paamiut,Greenland,-3,airport
267,Qassimiut Heliport,Qassimiut,Greenland,-3,airport
268,Chengjisihan Airport,Zhalantun,China,8,airport
269,Nuku Hiva Airport,Nuku Hiva,French Polynesia,-9.5,airport
270,Muskegon County Airport,Muskegon,United States,-5,airport
271,Heydar Aliyev International Airport,Baku,Azerbaijan,4,airport
272,Iloilo International Airport,Iloilo,Philippines,8,airport
273,Tokyo Haneda International Airport,Tokyo,Japan,9,airport
274,Turku Airport,Turku,Finland,2,airport
275,Chileka International Airport,Blantyre,Malawi,2,airport
276,Memphis International Airport,Memphis,United States,-6,airport
277,Meghauli Airport,Meghauli,Nepal,5.75,airport
278,Dallas Executive Airport,Dallas,United States,-6,airport
279,Saarbrücken Airport,Saarbruecken,Germany,1,airport
280,Downsview Airport,Toronto,Canada,-5,airport
281,Tekapo Aerodrome,Lake Tekapo,New Zealand,12,airport
282,Shahid Sadooghi Airport,Yazd,Iran,3.5,airport
283,Kwamalasoemoetoe Airport,Kwamelasemoetoe,Suriname,-3,airport
284,Blackbushe Airport,Blackbushe,United Kingdom,0,airport
285,Yangyang International Airport,Sokcho / Gangneung,South Korea,9,airport
286,East Midlands Airport,East Midlands,United Kingdom,0,airport
287,Buffalo Spring,Samburu South,Kenya,3,airport
288,Elcho Island Airport,Elcho Island,Australia,9.5,airport
289,Sabha Airport,Sebha,Libya,2,airport
290,Alpnach Air Base,Alpnach,Switzerland,1,airport
291,Haikou Meilan International Airport,Haikou,China,8,airport
292,South Alabama Regional Airport,Andalusia,United States,-5,airport
293,Garfield County Regional Airport,Rifle,United States,-7,airport
294,Fremont Municipal Airport,Fremont,United States,-5,airport
295,Griffing Sandusky Airport,Sandusky,United States,-5,airport
296,Metropark Amtrak Station,Iselin,United States,-5,station
297,Raahe Pattijoki Airport,Pattijoki,Finland,2,airport
298,Futenma Marine Corps Air Station,Futema,Japan,9,airport
299,Hutchinson County Airport,Borger,United States,-5,airport
300,Winnetka Station,Winnetka,United States,-6,station
301,Grabtsevo Airport,Kaluga,Russia,3,airport
302,Labo Airport,Ozamis,Philippines,8,airport
303,Sintra Air Base,Sintra,Portugal,0,airport
304,Van Ferit Melen Airport,Van,Turkey,3,airport
305,Ioannina Airport,Ioannina,Greece,2,airport
306,Cangzhou West Railway Station,Cangzhou,China,8,station
307,Heydar Aliyev International Airport,Baku,Azerbaijan,4,airport
308,Black Rock Airport,Zuni Pueblo,United States,-7,airport
309,Yao Airport,Osaka,Japan,9,airport
310,Lympne Airport,Lympne,United Kingdom,0,airport
311,Pietersburg Municipal Airport,Polokwane,South Africa,2,airport
312,Henry Tift Myers Airport,Tifton,United States,-5,airport
313,Broadway Station,Burlingame,United States,-8,station
314,Olenyok Airport,Olenyok,Russia,9,airport
315,Fort Sheridan Station,Fort Sheridan,United States,-6,station
316,Kitona Base Airport,Kitona Base,Congo (Kinshasa),1,airport
317,Woja Airport,Majuro Atoll,Marshall Islands,12,airport
318,Provideniya Bay Airport,Provideniya Bay,Russia,12,airport
319,Marfa Municipal Airport,Marfa,United States,-5,airport
320,Glen Park BART Station,Glen Park,United States,-8,station
321,Étain-Rouvres Air Base,Etain,France,1,airport
322,Florø Airport,Floro,Norway,1,airport
323,Watsonville Municipal Airport,Watsonville,United States,-8,airport
324,Tunggul Wulung Airport,Cilacap,Indonesia,7,airport
325,Shirdi Airport,Shirdi,India,5.5,airport
326,Millikin GO Station,Toronto,Canada,-5,station
327,Turukhansk Airport,Turukhansk,Russia,7,airport
328,Karlstad Airport,Karlstad,Sweden,1,airport
329,Shaxian Airport,Sanming,China,8,airport
330,Savannakhet Airport,Savannakhet,Laos,7,airport
331,Hannover Airport,Hannover,Germany,1,airport
332,Manitoulin East Municipal Airport,Manitowaning,Canada,-5,airport
333,Chuzhou Railway Station,Chuzhou,China,8,station
334,Chilecito Airport,Chilecito,Argentina,-3,airport
335,Jaipur International Airport,Jaipur,India,5.5,airport
336,Carnarvon Airport,Carnarvon,Australia,8,airport
337,Ivanovo South Airport,Ivanovo,Russia,3,airport
338,El Dorado Airport,El Dorado,Venezuela,-4,airport
339,Guangzhou East Railway Station,Guangzhou,China,8,station
340,Kissimmee Gateway Airport,Kissimmee,United States,-5,airport
341,Pitt Meadows Airport,Pitt Meadows,Canada,-8,airport
342,Hamburg Hbf,Hamburg,Germany,1,station
343,Impfondo Airport,Impfondo,Congo (Brazzaville),1,airport
344,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,-8,airport
345,Ganderkesee Atlas Airfield,Ganderkesee,Germany,1,airport
346,South Norwalk Station,Norwalk,United States,-5,station
347,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,-3,airport
348,Rafael Hernandez Airport,Aguadilla,Puerto Rico,-4,airport
349,Guanambi Airport,Guanambi,Brazil,-3,airport
350,Philadelphia International Airport,Philadelphia,United States,-5,airport
351,Mullheim Baden Station,Mullheim,Germany,1,station
352,Oxford Railway Station,Oxford,United Kingdom,0,station
353,Nordholz-Spieka Airfield,Cuxhaven,Germany,1,airport
354,Newtok Airport,Newtok,United States,-9,airport
355,Das Island Airport,Das Island,United Arab Emirates,4,airport
356,Springfield Branson National Airport,Springfield,United States,-6,airport
357,Ali Air Base,Nasiriyah,Iraq,3,airport
358,Onslow Airport,Onslow,Australia,8,airport
359,Bundaberg Airport,Bundaberg,Australia,10,airport
360,Katowice International Airport,Katowice,Poland,1,airport
361,Nnamdi Azikiwe International Airport,Abuja,Nigeria,1,airport
362,Atar International Airport,Atar,Mauritania,0,airport
363,Čáslav Air Base,Caslav,Czech Republic,1,airport
364,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,3,airport
365,Nogales International Airport,Nogales,Mexico,-7,airport
366,Bacolod-Silay Airport,Bacolod,Philippines,8,airport
367,Majors Airport,Greenvile,United States,-6,airport
368,Lagoon Cove water aerodrome,Lagoon Cove,Canada,-8,airport
369,Rekola Railway Station,Vantaa,Finland,2,station
370,Embarcadero Station,San Francisco,United States,-8,station
371,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,0,airport
372,Vršac International Airport,Vrsac,Serbia,1,airport
373,Verden-Scharnhorst Airfield,Verden,Germany,1,airport
374,Weeze Airport,Weeze,Germany,1,airport
375,Monroe County Airport,Bloomington,United States,-5,airport
376,Pangnirtung Airport,Pangnirtung,Canada,-5,airport
377,Kent International Airport,Manston,United Kingdom,0,airport
378,Hammond-Whiting Station,Hammond,United States,-6,station
379,Tarin Kowt Airport,Tarin Kowt,Afghanistan,4.5,airport
380,Jiroft Airport,Jiroft,Iran,3.5,airport
381,Tampere-Pirkkala Airport,Tampere,Finland,2,airport
382,Revelstoke Airport,Revelstoke,Canada,-8,airport
383,Shanghai South Railway Station,Shanghai,China,8,station
384,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,1,airport
385,Sheberghan Airport,Sheberghan,Afghanistan,4.5,airport
386,Kharkiv International Airport,Kharkov,Ukraine,2,airport
387,Zhuhai Railway Station,Zhuhai,China,8,station
388,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-4,airport
389,Brigadier Antonio Parodi Airport,Esquel,Argentina,-3,airport
390,Galion Municipal Airport,Galion,United States,-5,airport
391,Osaka International Airport,Osaka,Japan,9,airport
392,Arnbruck Airport,Arnbruck,Germany,1,airport
393,Arturo Michelena International Airport,Valencia,Venezuela,-4,airport
394,Scholes International At Galveston Airport,Galveston,United States,-6,airport
395,Camden Station,Baltimore,United States,-5,station
396,Bassel Al-Assad International Airport,Latakia,Syria,2,airport
397,Hood Army Air Field,Fort Hood,United States,-6,airport
398,Gobernador Castello Airport,Viedma,Argentina,-3,airport
399,Marina Bay MRT Station,Singapore,Singapore,8,station
400,Ludwigslust Bahnhof,Ludwigslust,Germany,1,station
401,Carlos Miguel Gimenez Airport,Pilar,Paraguay,-4,airport
402,Albany Airport,Albany,Australia,8,airport
403,Stratford Station,Stratford,United States,-5,station
404,Kalkgurung Airport,Kalkgurung,Australia,9.5,airport
405,Hermes Quijada International Airport,Rio Grande,Argentina,-3,airport
406,Basseterre Port,Basseterre,Saint Kitts and Nevis,-4,port
407,Ontario Municipal Airport,Ontario,United States,-7,airport
408,Tom B. David Field,Calhoun,United States,-5,airport
409,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,-6,airport
410,Le Castellet Airport,Le Castellet,France,1,airport
411,Yakataga Airport,Yakataga,United States,-9,airport
412,Prince George Airport,Prince George,Canada,-8,airport
413,Atlantic City International Airport,Atlantic City,United States,-5,airport
414,Muskrat Dam Airport,Muskrat Dam,Canada,-6,airport
415,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,1,airport
416,Connemara Regional Airport,Indreabhan,Ireland,0,airport
417,Cartwright Airport,Cartwright,Canada,-4,airport
418,Nelspruit Airport,Nelspruit,South Africa,2,airport
419,Queen Street Station,Glasgow,United Kingdom,0,station
420,Whitianga Airport,Whitianga,New Zealand,12,airport
421,Mactan Cebu International Airport,Cebu,Philippines,8,airport
422,Arcachon-La Teste-de-Buch Airport,Arcachon,France,1,airport
423,Sept-Îles Airport,Sept-iles,Canada,-5,airport
424,Kent International Airport,Manston,United Kingdom,0,airport
425,Koyukuk Airport,Koyukuk,United States,-9,airport
426,Penticton Airport,Penticton,Canada,-8,airport
427,Rockhampton Airport,Rockhampton,Australia,10,airport
428,Sublette Municipal Airport,Sublette,United States,-5,airport
429,Playa Baracoa Airport,Baracoa Playa,Cuba,-5,airport
430,Mount Garnet Airport,Mount Garnet,Australia,10,airport
431,Halls Creek Airport,Halls Creek,Australia,8,airport
432,Kapalua Airport,Lahania-kapalua,United States,-10,airport
433,Gemena Airport,Gemena,Congo (Kinshasa),1,airport
434,Akwa Ibom International Airport,Uyo,Nigeria,1,airport
435,Leopoldsburg Airfield,Leopoldsburg,Belgium,1,airport
436,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,-6,airport
437,Kwamalasoemoetoe Airport,Kwamelasemoetoe,Suriname,-3,airport
438,Lviv International Airport,Lvov,Ukraine,2,airport
439,Fairbanks International Airport,Fairbanks,United States,-9,airport
440,Rurenabaque Airport,Rerrenabaque,Bolivia,-4,airport
441,Tirana International Airport Mother Teresa,Tirana,Albania,1,airport
442,Tavie Airport,Paama Island,Vanuatu,11,airport
443,Toledo Airport,Toledo,Brazil,-3,airport
444,Winslow Lindbergh Regional Airport,Winslow,United States,-7,airport
445,Central Railway Station,Montreal,Canada,-5,station
446,Msembe Airport,Msembe,Tanzania,3,airport
447,Milano Centrale Railway Station,Milan,Italy,1,station
448,Trois-Rivières Airport,Trois Rivieres,Canada,-5,airport
449,Chandler Municipal Airport,Chandler,United States,-7,airport
450,Kongens Nytorv Station,Copenhagen,Denmark,1,station
451,Beijing West Railway Station,Beijing,China,8,station
452,Pointe Vele Airport,Futuna Island,Wallis and Futuna,12,airport
453,St. Helena Airport,Longwood,United Kingdom,0,airport
454,Okushiri Airport,Okushiri,Japan,9,airport
455,Madison County Airport,London,United States,-5,airport
456,Hazleton Municipal Airport,Hazleton,United States,-5,airport
457,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,-5,airport
458,Tianjin North Railway Station,Tianjin,China,8,station
459,Tubuai Airport,Tubuai,French Polynesia,-10,airport
460,Saertu Airport,Daqing,China,8,airport
461,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,-8,airport
462,St. Catharines Station,St. Catharines,Canada,-5,station
463,Comino Airport,Comino,Malta,1,airport
464,Toncontín International Airport,Tegucigalpa,Honduras,-6,airport
465,Makhado Air Force Base Airport,Lambertsbaai,South Africa,2,airport
466,Zelienople Municipal Airport,Zelienople,United States,-5,airport
467,Rainham Essex Railway Station,Rainham Essex,United Kingdom,0,station
468,Pinelawn Station,Melville,United States,-5,station
469,Mataveri Airport,Easter Island,Chile,-6,airport
470,Chimoio Airport,Chimoio,Mozambique,2,airport
471,Lavan Island Airport,Lavan Island,Iran,3.5,airport
472,Vunisea Airport,Vunisea,Fiji,12,airport
473,Andrés Miguel Salazar Marcano Airport,Isla De Coche,Venezuela,-4,airport
