,airport_name,city_name,country_name,timezone,type_of_port
36,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,9,airport
37,Argyle Airport,Argyle,Australia,8,airport
38,Maafushivaru Seaplane Dock,Maafushivaru Resort,Maldives,5,airport
39,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,-4,airport
40,Gyeyang Station,Incheon,South Korea,9,station
41,Blumenau Airport,BLUMENAU,Brazil,-3,airport
42,Kiunga Airport,Kiunga,Papua New Guinea,10,airport
43,Ringebu Airfield Frya,Frya,Norway,1,airport
44,Waterloo Station,Waterloo,United States,-5,station
45,Desert Aire Regional Airport,Mattawa,United States,-8,airport
46,Erechim Airport,Erechim,Brazil,-3,airport
47,Cartersville Airport,Cartersville,United States,-5,airport
48,Duxford Aerodrome,Duxford,United Kingdom,0,airport
49,Yacuiba Airport,Yacuiba,Bolivia,-4,airport
50,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,7,airport
51,Airport Terminal Station,Freising,Germany,1,airport
52,Cheremshanka Airport,Krasnoyarsk,Russia,7,airport
53,Hannover Hbf,Hannover,Germany,1,station
54,Čáslav Air Base,Caslav,Czech Republic,1,airport
55,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,8,airport
56,Zunyi Xinzhou Airport,Zunyi,China,8,airport
57,Kaltag Airport,Kaltag,United States,-9,airport
58,Glacier Park International Airport,Kalispell,United States,-7,airport
59,Tlaxcala Airport,Tlaxcala,Mexico,-6,airport
60,Ras Mishab Airport,Rash Mishab,Saudi Arabia,3,airport
61,Anchorage Main Station,Anchorage Alaska,United States,-9,station
62,Fort Dodge Regional Airport,Fort Dodge,United States,-6,airport
63,Kanti Airport,Khamti,Burma,6.5,airport
64,El Tor Airport,El-tor,Egypt,2,airport
65,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,-4,airport
66,Château-Thierry - Belleau Airfield,Chateau-Thierry,France,1,airport
67,Hemavan Airport,Hemavan,Sweden,1,airport
68,Rovaniemi Airport,Rovaniemi,Finland,2,airport
69,El Carmen Airport,Montalvo,Ecuador,-5,airport
70,Port Harcourt International Airport,Port Hartcourt,Nigeria,1,airport
71,Astrakhan Airport,Astrakhan,Russia,4,airport
72,Grand Junction Regional Airport,Grand Junction,United States,-7,airport
73,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,-5,airport
74,East Midlands Airport,East Midlands,United Kingdom,0,airport
75,Inisheer Aerodrome,Inisheer,Ireland,0,airport
76,Shannon Airport,Shannon,Ireland,0,airport
77,Makhado Air Force Base Airport,Lambertsbaai,South Africa,2,airport
78,"RAAF Williams, Laverton Base",Laverton,Australia,10,airport
79,Fredericton Airport,Fredericton,Canada,-4,airport
80,Ponca City Regional Airport,Ponca City,United States,-6,airport
81,Tresco Heliport,Tresco,United Kingdom,0,airport
82,Ordos Ejin Horo Airport,Dongsheng,China,8,airport
83,St Georges Airport,Lutselk'e,Canada,-5,airport
84,Reus Air Base,Reus,Spain,1,airport
85,Munich HBF,Munich,Germany,1,station
86,Cape Romanzof LRRS Airport,Cape Romanzof,United States,-9,airport
87,Maquehue Airport,Temuco,Chile,-4,airport
88,Bicycle Lake Army Air Field,Fort Irwin,United States,-8,airport
89,Adirondack Regional Airport,Saranac Lake,United States,-5,airport
90,Wiley Post Airport,Oklahoma City,United States,-6,airport
91,Sodankyla Airport,Sodankyla,Finland,2,airport
92,Clyde River Airport,Clyde River,Canada,-5,airport
93,Normans Cay Airport,Norman's Cay,Bahamas,-5,airport
94,El Caraño Airport,Quibdo,Colombia,-5,airport
95,Peachtree Center MARTA Station,Atlanta,United States,-5,station
96,Central Railway Station,Montreal,Canada,-5,station
97,Hrazdan Railway Station,Hrazdan,Armenia,4,station
98,Francisco de Sá Carneiro Airport,Porto,Portugal,0,airport
99,Rafael Cabrera Airport,Nueva Gerona,Cuba,-5,airport
100,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,3,airport
101,Priština International Airport,Pristina,Serbia,1,airport
102,Fussen BF,Fussen,Germany,1,station
103,Shahroud Airport,Emam Shahr,Iran,3.5,airport
104,Boston South Station,Boston,United States,-5,station
105,Amendola Air Base,Amendola,Italy,1,airport
106,Fazenda Mequens Airport,ALTA FLORESTA D'OESTE,Brazil,-4,airport
107,Huntington NY Station,Huntington,United States,-5,station
108,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,-6,airport
109,Odate Noshiro Airport,Odate Noshiro,Japan,9,airport
110,Vinh Airport,Vinh,Vietnam,7,airport
111,Emporia Municipal Airport,Emporia,United States,-6,airport
112,Augsburg Railway,Augsburg,Germany,1,station
113,Faridabad Railway Station,Faridabad,India,5.5,station
114,Tanjung Manis Airport,Tanjung Manis,Malaysia,8,airport
115,Dunbar Railway Station,Dunbar,United Kingdom,0,station
116,Puerto Escondido International Airport,Puerto Escondido,Mexico,-6,airport
117,Turukhansk Airport,Turukhansk,Russia,7,airport
118,Matsumoto Airport,Matsumoto,Japan,9,airport
119,Ryan Field,Tucson,United States,-7,airport
120,Dusseldorf Wehrhahn Station,Dusseldorf,Germany,1,station
121,Mörön Airport,Muren,Mongolia,8,airport
122,Cobar Airport,Cobar,Australia,10,airport
123,Kleinsee Airport,Kleinsee,South Africa,2,airport
124,Douala International Airport,Douala,Cameroon,1,airport
125,Juan Casiano Airport,Guapi,Colombia,-5,airport
126,Olympic Station,Hong Kong,Hong Kong,8,station
127,Shahid Asyaee Airport,Masjed Soleiman,Iran,3.5,airport
128,Rekola Railway Station,Vantaa,Finland,2,station
129,Tamuin Airport,Tamuin,Mexico,-6,airport
130,RAF Woodvale,Woodvale,United Kingdom,0,airport
131,Srednekolymsk Airport,Srednekolymsk,Russia,11,airport
132,Ilam Airport,Ilam,Iran,3.5,airport
133,Sundsvall-Härnösand Airport,Sundsvall,Sweden,1,airport
134,Cachimbo Airport,Itaituba,Brazil,-3,airport
135,Pennsylvania Railroad Station,Fort Wayne,United States,-5,station
136,Naha Airport,Okinawa,Japan,9,airport
137,Khon Kaen Airport,Khon Kaen,Thailand,7,airport
138,Tours-Val-de-Loire Airport,Tours,France,1,airport
139,Kulik Lake Airport,Kulik Lake,United States,-9,airport
140,Mário de Almeida Franco Airport,Uberaba,Brazil,-3,airport
141,Graz Airport,Graz,Austria,1,airport
142,Groennedal Heliport,Groennedal,Greenland,-3,airport
143,Wickenburg Municipal Airport,Wickenburg,United States,-7,airport
144,Yangcun Railway Station,Wuqing,China,8,station
145,Okmulgee Regional Airport,Okmulgee,United States,-6,airport
146,El Centro NAF Airport (Vraciu Field),El Centro,United States,-8,airport
147,Dulkaninna Airport,Dulkaninna,Australia,9.5,airport
148,Del Norte International Airport,Monterrey,Mexico,-6,airport
149,Tabas Airport,Tabas,Iran,3.5,airport
150,Bidar Air Force Station,Bidar,India,5.5,airport
151,Socorro Municipal Airport,Socorro,United States,-6,airport
152,Mandalay International Airport,Mandalay,Burma,6.5,airport
153,Sunan Shuofang International Airport,Wuxi,China,8,airport
154,Pompano Beach Station,Pompano Beach,United States,-5,station
155,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,8,airport
156,Putnam County Airport,Greencastle,United States,-5,airport
157,Termez Airport,Termez,Uzbekistan,5,airport
158,Kunsan Air Base,Kunsan,South Korea,9,airport
159,Bicycle Lake Army Air Field,Fort Irwin,United States,-8,airport
160,Swan Hill Airport,Swan Hill,Australia,10,airport
161,Tracy Municipal Airport,Tracy,United States,-8,airport
162,Annemasse Airport,Annemasse,France,1,airport
163,Nötsch Im Gailtal Airport,Notsch Im Gailtal,Austria,1,airport
164,Bălți International Airport,Saltsy,Moldova,2,airport
165,Kontum Airport,Kontum,Vietnam,7,airport
166,Inagua Airport,Matthew Town,Bahamas,-5,airport
167,Algerciras Port,Algerciras,Spain,1,port
168,Golden Airport,Golden,Canada,-7,airport
169,La Defense Heliport,Paris,France,1,airport
170,Saint John Airport,St. John,Canada,-4,airport
171,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,1,airport
172,Tampa Executive Airport,Tampa,United States,-5,airport
173,Niort-Souché Airport,Niort,France,1,airport
174,Sodankyla Airport,Sodankyla,Finland,2,airport
175,Naiu Airport,Niau,French Polynesia,-10,airport
176,Odate Noshiro Airport,Odate Noshiro,Japan,9,airport
177,Patos de Minas Airport,Patos de Minas,Brazil,-3,airport
178,Sylvania Airport,Sturtevant,United States,-6,airport
179,TSTC Waco Airport,Waco,United States,-6,airport
180,St Lucie County International Airport,Fort Pierce,United States,-5,airport
181,Mechelen Railway Station,Mechelen,Belgium,1,station
182,Sarakhs Airport,Sarakhs,Iran,3.5,airport
183,Hermanos Ameijeiras Airport,Las Tunas,Cuba,-5,airport
184,Ain el Beida Airport,Ouargla,Algeria,1,airport
185,Pratt Regional Airport,Pratt,United States,-5,airport
186,Milano Centrale Railway Station,Milan,Italy,1,station
187,Al Udeid Air Base,Doha,Qatar,3,airport
188,Salfords Railway Station,Salfords,United Kingdom,0,station
189,Amtrak Station,Orlando,United States,-5,station
190,Mughalsarai Junction Railway Station,Mughalsarai,India,5.5,station
191,Fulda Hauptbahnhof,Fulda,Germany,1,station
192,Kawama Airport,Kawama,Cuba,-5,airport
193,Al Taqaddum Air Base,Al Taqaddum,Iraq,3,airport
194,Isbell Field Airport,Fort Payne,United States,-6,airport
195,Simi Valley Train Station,Simi Valley,United States,-8,station
196,Dikson Airport,Dikson,Russia,7,airport
197,Nusatupe Airport,Gizo,Solomon Islands,11,airport
198,Barisal Airport,Barisal,Bangladesh,6,airport
199,Pathein Airport,Pathein,Burma,6.5,airport
200,Alameda Naval Air Station,Alameda,United States,-8,airport
201,Assumption Island Airport,Assumption Island,Seychelles,4,airport
202,Meedhuffushi Seaplane dock,Meedhuffushi Island,Maldives,5,airport
203,Ayawasi Airport,Ayawasi,Indonesia,9,airport
204,Cat Lake Airport,Cat Lake,Canada,-6,airport
205,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,5,airport
206,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,-5,airport
207,Tahoua Airport,Tahoua,Niger,1,airport
208,Mae Hong Son Airport,Mae Hong Son,Thailand,7,airport
209,Grabtsevo Airport,Kaluga,Russia,3,airport
210,Bosaso Airport,Bosaso,Somalia,3,airport
211,Wurzburg Hauptbahnhof,Wurzburg,Germany,1,station
212,Kodinsk Airport,Kodinsk,Russia,7,airport
213,Stockholm-Bromma Airport,Stockholm,Sweden,1,airport
214,Nagoya Station,Nagoya,Japan,9,station
215,Greater Cumberland Regional Airport,Cumberland,United States,-5,airport
216,Ariquemes Airport,ARIQUEMES,Brazil,-4,airport
217,Getafe Air Base,Madrid,Spain,1,airport
218,Gangneung Airport (K-18),Kangnung,South Korea,9,airport
219,Deer Harbor Seaplane,Deer Harbor,United States,-8,airport
220,Esperaerde Railway Station,Esperaerde,Denmark,1,station
221,Novy Urengoy Airport,Novy Urengoy,Russia,5,airport
222,Sege Airport,Sege,Solomon Islands,11,airport
223,Gusau Airport,Gusau,Nigeria,1,airport
224,La Ferté Alais Airfield,La Ferte Alais,France,1,airport
225,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,-3,airport
226,Tempe Railway Station,Tempe,Australia,10,station
227,Sintra Air Base,Sintra,Portugal,0,airport
228,Stepanakert Air Base,Stepanakert,Azerbaijan,4,airport
229,Alert Airport,Alert,Canada,-5,airport
230,Nuku Airport,Nuku,Papua New Guinea,10,airport
231,Ye Airport,Ye,Burma,6.5,airport
232,Nashik Airport,Nasik Road,India,5.5,airport
233,Ieper Station,Ypres,Belgium,1,station
234,Mongu Airport,Mongu,Zambia,2,airport
235,Zaporizhzhia International Airport,Zaporozhye,Ukraine,2,airport
236,Borongan Airport,Borongan,Philippines,8,airport
237,Flying Cloud Airport,Eden Prairie,United States,-6,airport
238,Huizhou Airport,Huizhou,China,8,airport
239,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,-3,airport
240,Hachinohe Airport,Hachinoe,Japan,9,airport
241,Port Alsworth Airport,Port alsworth,United States,-9,airport
242,Paraparaumu Airport,Paraparaumu,New Zealand,12,airport
243,Mabuiag Island Airport,Mabuiag Island,Australia,10,airport
244,Cottonwood Airport,Cottonwood,United States,-7,airport
245,Nummela Airport,Nummela,Finland,2,airport
246,Hangzhou Railway Station,Hangzhou,China,8,station
247,Stauning Airport,Stauning,Denmark,1,airport
248,Haneda Airport International Terminal Station,Tokyo,Japan,9,airport
249,Plattsburgh International Airport,Plattsburgh,United States,-5,airport
250,Kenema Airport,Kenema,Sierra Leone,0,airport
251,Leonora Airport,Leonora,Australia,8,airport
252,Blythe Airport,Blythe,United States,-8,airport
253,Phaplu Airport,Phaplu,Nepal,5.75,airport
254,Amiens-Glisy Airport,Amiens,France,1,airport
255,Olympic Station,Hong Kong,Hong Kong,8,station
256,Tartu Airport,Tartu,Estonia,2,airport
257,Otjiwarongo Airport,Otjiwarongo,Namibia,2,airport
258,Opa-locka Station,Opa-locka,United States,-5,station
259,Larisa Airport,Larissa,Greece,2,airport
260,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,3,airport
261,Brown Field Municipal Airport,San Diego,United States,-8,airport
262,St Florentin Cheu Airfield,St Florentin Cheu,France,1,airport
263,Shannon Airport,Shannon,Ireland,0,airport
264,Ioannina Airport,Ioannina,Greece,2,airport
265,Garner Field,Uvalde,United States,-6,airport
266,Buchs SG Bahnhof,Buchs SG,Switzerland,1,station
267,Bouaké Airport,Bouake,Cote d'Ivoire,0,airport
268,Stavanger Airport Sola,Stavanger,Norway,1,airport
269,El Bosque Airport,Santiago,Chile,-4,airport
270,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,1,airport
271,Ukunda Airstrip,Ukunda,Kenya,3,airport
272,Bielsko Biala Airport,Bielsko-Biala,Poland,1,airport
273,Molokai Airport,Molokai,United States,-10,airport
274,José Martí International Airport,Havana,Cuba,-5,airport
275,M. R. Štefánik Airport,Bratislava,Slovakia,1,airport
276,David Wayne Hooks Memorial Airport,Houston,United States,-6,airport
277,Sanyi Station,Sanyi,Taiwan,8,station
278,Flamingo International Airport,Kralendijk,Netherlands Antilles,-4,airport
279,Riverton Regional Airport,Riverton WY,United States,-7,airport
280,Boundary Bay Airport,Boundary Bay,Canada,-8,airport
281,Central Railway Station,Brisbane,Australia,10,station
282,Shanghai South Railway Station,Shanghai,China,8,station
283,Barrow County Airport,Winder,United States,-5,airport
284,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,0,airport
285,Blankenfelde Bahnhof,Berlin,Germany,1,station
286,Wamena Airport,Wamena,Indonesia,9,airport
287,Burketown Airport,Burketown,Australia,10,airport
288,Varanasi Junction Railway Station,Varanasi,India,5.5,station
289,Schwarzenbek Bahnhof,Schwarzenbek,Germany,1,station
290,Novy Urengoy Airport,Novy Urengoy,Russia,5,airport
291,Cushing Municipal Airport,Cushing,United States,-6,airport
292,Klaipėda Airport,Klaipeda,Lithuania,2,airport
293,Gifu Airport,Gifu,Japan,9,airport
294,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,-5,airport
295,Kananga Airport,Kananga,Congo (Kinshasa),2,airport
296,Virac Airport,Virac,Philippines,8,airport
297,Vigan Airport,Vigan,Philippines,8,airport
298,Tengchong Tuofeng Airport,Tengchong,China,8,airport
299,Bourg-Ceyzériat Airport,Bourg,France,1,airport
300,Billund Airport,Billund,Denmark,1,airport
301,Dourados Airport,Dourados,Brazil,-4,airport
302,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,1,airport
303,Brussels Airport,Brussels,Belgium,1,airport
304,Phu Bai Airport,Hue,Vietnam,7,airport
305,Clinton Sherman Airport,Clinton,United States,-6,airport
306,Cape Romanzof LRRS Airport,Cape Romanzof,United States,-9,airport
307,Ha'il Airport,Hail,Saudi Arabia,3,airport
308,Shillong Airport,Shillong,India,5.5,airport
309,Sanya Phoenix International Airport,Sanya,China,8,airport
310,La Romaine Airport,La Romaine,Canada,-4,airport
311,Dobbins Air Reserve Base,Marietta,United States,-5,airport
312,Wamena Airport,Wamena,Indonesia,9,airport
313,Hilversum Airfield,Hilversum,Netherlands,1,airport
314,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-3,airport
315,Stuttgart Railway Station,Stuttgart,Germany,1,station
316,Brochet Airport,Brochet,Canada,-6,airport
317,Talkeetna Train Depot,Talkeetna,United States,-9,station
318,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,-6,airport
319,Juan De Ayolas Airport,Ayolas,Paraguay,-4,airport
320,Zhijiang Airport,Zhijiang,China,8,airport
321,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,8,airport
322,Ambanja Airport,Ambanja,Madagascar,3,airport
323,Contadora Airport,Contadora Island,Panama,-5,airport
324,Viterbo Airport,Viterbo,Italy,1,airport
325,Omsk Central Airport,Omsk,Russia,6,airport
326,Elfin Cove Seaplane Base,Elfin Cove,United States,-9,airport
327,Clarksville–Montgomery County Regional Airport,Clarksville,United States,-6,airport
328,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,-7,airport
329,Detroit Amtrak Station,Detroit,United States,-5,station
330,Peachtree Center MARTA Station,Atlanta,United States,-5,station
331,Sde Dov Airport,Tel-aviv,Israel,2,airport
332,Polk Army Air Field,Fort Polk,United States,-6,airport
333,Asaba International Airport,Asaba,Nigeria,1,airport
334,Edenvale Aerodrome,Edenvale,Canada,-5,airport
335,Southern Wisconsin Regional Airport,Janesville,United States,-6,airport
336,Tianzhong Station,Tianzhong,Taiwan,8,station
337,Fuerstenwalde Airport,Furstenwalde,Germany,1,airport
338,Gilman Station,Gilman,United States,-6,station
339,Rotuma Airport,Rotuma,Fiji,12,airport
340,Anuradhapura Air Force Base,Anuradhapura,Sri Lanka,5.5,airport
341,Queen Street Station,Glasgow,United Kingdom,0,station
342,Oyo Ollombo Airport,Oyo,Congo (Brazzaville),1,airport
343,Barreiras Airport,Barreiras,Brazil,-3,airport
344,Changzhou Railway Station,Changzhou,China,8,station
345,Glenview Amtrak Station,Glenview,United States,-6,station
346,Al Ahsa Airport,Al-ahsa,Saudi Arabia,3,airport
347,Houghton County Memorial Airport,Hancock,United States,-5,airport
348,Playa del Carmen Airport,Playa del Carmen,Mexico,-5,airport
349,Ie Shima Auxiliary Air Base,Iejima,Japan,9,airport
350,Pondicherry Airport,Pendicherry,India,5.5,airport
351,Drake Bay Airport,Puntarenas,Costa Rica,-6,airport
352,Ghanzi Airport,Ghanzi,Botswana,2,airport
353,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,1,airport
354,Tunxi International Airport,Huangshan,China,8,airport
355,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,1,airport
356,Lee C Fine Memorial Airport,Kaiser Lake Ozark,United States,-6,airport
357,Saratoga County Airport,Ballston Spa,United States,-5,airport
358,Bradshaw Army Airfield,Bradshaw Field,United States,-10,airport
359,Abemama Atoll Airport,Abemama,Kiribati,12,airport
360,Tapini Airport,Tapini,Papua New Guinea,10,airport
361,Yichun Mingyueshan Airport,Yichun,China,8,airport
362,Nioki Airport,Nioki,Congo (Kinshasa),1,airport
363,Bayreuth Hauptbahnhof,Bayreuth,Germany,1,station
364,Perth International Airport,Perth,Australia,8,airport
365,Yaroslavsky Station,Moscow,Russia,3,station
366,Kankakee Station,Kankakee,United States,-6,station
367,Hardwick Field,Cleveland,United States,-5,airport
368,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,-6,airport
369,Lombard Station,Lombard,United States,-6,station
370,Madison County Airport,London,United States,-5,airport
371,Hutchinson Station,Hutchinson,United States,-6,station
372,Tekirdağ Çorlu Airport,Çorlu,Turkey,3,airport
373,Alonso Valderrama Airport,Chitré,Panama,-5,airport
374,Congonhas Airport,Sao Paulo,Brazil,-3,airport
375,Wrigley Airport,Wrigley,Canada,-7,airport
376,Qazvin Airport,Ghazvin,Iran,3.5,airport
377,Fort Sheridan Station,Fort Sheridan,United States,-6,station
378,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,7,airport
379,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,1,airport
380,Grazzanise Air Base,Grazzanise,Italy,1,airport
381,La Chinita International Airport,Maracaibo,Venezuela,-4,airport
382,Cancún International Airport,Cancun,Mexico,-5,airport
383,Mahdia Airport,Mahdia,Guyana,-4,airport
384,Ye Airport,Ye,Burma,6.5,airport
385,Springbok Airport,Springbok,South Africa,2,airport
386,Boston Back Bay Station,Boston,United States,-5,station
387,Gardermoen Airport,Oslo,Norway,1,airport
388,Croton-Harmon Station,Croton-on-Hudson,United States,-5,station
389,Jasper County Airport-Bell Field,Jasper,United States,-5,airport
390,Wauchula Municipal Airport,Wuchula,United States,-5,airport
391,Canmore Municipal Heliport,Canmore,Canada,-7,airport
392,Manas International Airport,Bishkek,Kyrgyzstan,6,airport
393,Elazığ Airport,Elazig,Turkey,3,airport
394,Ziguinchor Airport,Ziguinchor,Senegal,0,airport
395,Ranong Airport,Ranong,Thailand,7,airport
396,DuBois Regional Airport,Du Bois,United States,-5,airport
397,Madeira Airport,Funchal,Portugal,0,airport
398,Gander International Airport,Gander,Canada,-3.5,airport
399,Liverpool South Parkway Railway Station,Liverpool,United Kingdom,0,station
400,RAF Dishforth,Dishforth,United Kingdom,0,airport
401,Capitan Montes Airport,Talara,Peru,-5,airport
402,Beijing Capital International Airport,Beijing,China,8,airport
403,Xuzhou Guanyin Airport,Xuzhou,China,8,airport
404,Tomanggong Airport,Tomanggong,Malaysia,8,airport
405,Zell Am See Airport,Zell am See,Austria,1,airport
406,Dusseldorf Wehrhahn Station,Dusseldorf,Germany,1,station
407,Iruma Air Base,Iruma,Japan,9,airport
408,Verona Porta Nuova,Verona,Italy,1,port
409,Cape Dorset Airport,Cape Dorset,Canada,-5,airport
410,Millington-Memphis Airport,Millington,United States,-6,airport
411,San Pedro de Atacama Airport,San Pedro de Atacama,Chile,-4,airport
412,Debra Marcos Airport,Debre Marqos,Ethiopia,3,airport
413,Wycombe Air Park,Wycombe,United Kingdom,0,airport
414,Chignik Lake Airport,Chignik Lake,United States,-9,airport
415,Al Udeid Air Base,Doha,Qatar,3,airport
416,Laim Station,Munich,Germany,1,station
417,BWI Rail Station,Baltimore,United States,-5,station
418,Solingen Hauptbahnhof,Solingen,Germany,1,station
419,Tatenhill Airfield,Burton-on-Trent,United Kingdom,0,airport
420,Central Railway Station,Brisbane,Australia,10,station
421,Thalwil Railway Station,Thalwil,Switzerland,1,station
422,Camiguin Airport,Camiguin,Philippines,8,airport
423,Sandakan Airport,Sandakan,Malaysia,8,airport
424,Dobbins Air Reserve Base,Marietta,United States,-5,airport
425,Roskilde Railway Station,Roskilde,Denmark,1,station
426,Noto Airport,Wajima,Japan,9,airport
427,Samsun Çarşamba Airport,Samsun,Turkey,3,airport
428,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,-3.5,airport
429,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,1,airport
430,Schwerin Parchim Airport,Parchim,Germany,1,airport
431,Babanakira Airport,Mbambanakira,Solomon Islands,11,airport
432,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,-7,airport
433,Hierro Airport,Hierro,Spain,0,airport
434,Zhenjiang Railway Station,Zhenjiang,China,8,station
435,Alldays Airport,Alldays,South Africa,2,airport
436,Ferry Terminal,Whittier,United States,-9,port
437,Roskilde Railway Station,Roskilde,Denmark,1,station
438,Shinagawa Station,Tokyo,Japan,9,station
439,Galt Field Airport,Greenwood,United States,-6,airport
440,Esperaerde Railway Station,Esperaerde,Denmark,1,station
441,Hot Air Safaris Base,Talek,Kenya,3,airport
442,Rhinecliff-Kingston Amtrak Station,Rhinebeck,United States,-5,station
443,Hochdahl-Millrath Station,Erkrath,Germany,1,station
444,RAF Odiham,Odiham,United Kingdom,0,airport
445,Mana Island Airport,Mana Island,Fiji,12,airport
446,Hamburg Hbf,Hamburg,Germany,1,station
447,Tianshui Maijishan Airport,Tianshui,China,8,airport
448,Senador Nilo Coelho Airport,Petrolina,Brazil,-3,airport
449,Kigoma Airport,Kigoma,Tanzania,3,airport
450,Buffalo Exchange Street Station,Buffalo,United States,-5,station
451,San Isidro del General Airport,San Isidro,Costa Rica,-6,airport
452,Astypalaia Airport,Astypalaia,Greece,2,airport
453,Ndjili International Airport,Kinshasa,Congo (Kinshasa),1,airport
454,Helsinki Vantaa Airport,Helsinki,Finland,2,airport
455,Bologna Centrale Railway Station,Bologna,Italy,1,station
456,Yakutat Airport,Yakutat,United States,-9,airport
457,Wishaw Railway Station,Wishaw,United Kingdom,0,station
458,Hefei Luogang International Airport,Hefei,China,8,airport
459,Nanchang Changbei International Airport,Nanchang,China,8,airport
460,Santo Domingo Airport,CONSELVAN,Brazil,-4,airport
461,Dortmund Airport,Dortmund,Germany,1,airport
462,Tomanggong Airport,Tomanggong,Malaysia,8,airport
463,Kemi-Tornio Airport,Kemi,Finland,2,airport
464,Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,-5,airport
465,Kokkedal Railway Station,Kokkedal,Denmark,1,station
466,Roitzschjora Airfield,Roitzschjora,Germany,1,airport
467,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,-3,airport
468,Greenwood–Leflore Airport,Greenwood,United States,-6,airport
469,Hayward Park Station,San Mateo,United States,-8,station
470,Zhenjiang Railway Station,Zhenjiang,China,8,station
471,Francisco Carle Airport,Jauja,Peru,-5,airport
472,Weeze Airport,Weeze,Germany,1,airport
473,Gobernador Gregores Airport,Gobernador Gregores,Argentina,-3,airport
