,airport_name,city_name,country_name,timezone,type_of_port
91,Drake Field,Fayetteville,United States,-6,airport
92,Vir Savarkar International Airport,Port Blair,India,5.5,airport
93,Sønderborg Airport,Soenderborg,Denmark,1,airport
94,Achinsk Airport,Achinsk,Russia,8,airport
95,Treuchtlingen BF,Treuchtlingen,Germany,1,station
96,Tokunoshima Airport,Tokunoshima,Japan,9,airport
97,Hameenkyro Airport,Hameenkyro,Finland,2,airport
98,Calella Station,Calella,Spain,1,station
99,Eagle's Nest Airport,Waynesboro,United States,-5,airport
100,Catania-Fontanarossa Airport,Catania,Italy,1,airport
101,Jeju International Airport,Cheju,South Korea,9,airport
102,Malad City Airport,Malad City,United States,-7,airport
103,Haast Aerodrome,Haast,New Zealand,12,airport
104,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,-3,airport
105,Las Vegas Helicopters Heliport,Las vegas,United States,-8,airport
106,Graulhet-Montdragon Airport,Graulhet,France,1,airport
107,Davis Monthan Air Force Base,Tucson,United States,-7,airport
108,Rimatara Airport,Rimatara,French Polynesia,-10,airport
109,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,-6,airport
110,Port Macquarie Airport,Port Macquarie,Australia,10,airport
111,Ua Pou Airport,Ua Pou,French Polynesia,-9.5,airport
112,Coal Harbour Seaplane Base,Vancouver,Canada,-8,airport
113,Toulouse-Lasbordes Airport,Toulouse,France,1,airport
114,Zaria Airport,Zaria,Nigeria,1,airport
115,Wilmington Amtrak Station,Wilmington,United States,-5,station
116,Concórdia Airport,Concordia,Brazil,-3,airport
117,Saattut Heliport,Saattut,Greenland,-3,airport
118,Mama Airport,Mama,Russia,8,airport
119,Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,-6,airport
120,La Defense Heliport,Paris,France,1,airport
121,Ain Oussera Airport,Ain Oussera,Algeria,1,airport
122,Stavropol Shpakovskoye Airport,Stavropol,Russia,3,airport
123,Nouméa Magenta Airport,Noumea,New Caledonia,11,airport
124,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,1,airport
125,Boston Back Bay Station,Boston,United States,-5,station
126,Augsburg Airport,Augsburg,Germany,1,airport
127,Dibrugarh Airport,Dibrugarh,India,5.5,airport
128,Magas Airport,Magas,Russia,3,airport
129,Frank Pais International Airport,Holguin,Cuba,-5,airport
130,Bridgetown Port,Bridgetown,Barbados,-4,port
131,Dubai International Airport,Dubai,United Arab Emirates,4,airport
132,Weesperplein Station,Amsterdam,Netherlands,1,station
133,Saint Johns Sea Port on Antigua,Saint Johns,Antigua and Barbuda,-4,port
134,Sunan Shuofang International Airport,Wuxi,China,8,airport
135,Hughes Airport,Hughes,United States,-9,airport
136,Wuppertal-Vohwinkel Station,Wuppertal,Germany,1,station
137,Mobile Airport,Mobile,United States,-7,airport
138,Mobile Airport,Mobile,United States,-7,airport
139,Gardermoen Airport,Oslo,Norway,1,airport
140,Thargomindah Airport,Thargomindah,Australia,10,airport
141,Oerlinghausen Airport,TELGTE,Germany,1,airport
142,Hunter Army Air Field,Hunter Aaf,United States,-5,airport
143,Strother Field,Winfield,United States,-6,airport
144,Munich HBF,Munich,Germany,1,station
145,Friedrichshafen Airport,Friedrichshafen,Germany,1,airport
146,Kadina Airport,Kadina,Australia,9.5,airport
147,Volk Field,Camp Douglas,United States,-6,airport
148,St. James Station,St. James,United States,-5,station
149,Bay Ridge 95th Street Station,New York,United States,-5,station
150,Monroe County Airport,Bloomington,United States,-5,airport
151,Seosan Air Base,Seosan,South Korea,9,airport
152,Whitehorse Seaplane Base,Whitehorse,Canada,-8,airport
153,Anderson Municipal Darlington Field,ANDERSON,United States,-4,airport
154,Van Buren Street Station,Chicago,United States,-6,station
155,Tri-State/Milton J. Ferguson Field,Huntington,United States,-5,airport
156,Ipota Airport,Ipota,Vanuatu,11,airport
157,Chengdu Shuangliu International Airport,Chengdu,China,8,airport
158,Hauptbahnhof,Salzburg,Austria,1,station
159,Chautauqua County-Jamestown Airport,Jamestown,United States,-5,airport
160,Port Clarence Coast Guard Station,Port Clarence,United States,-9,airport
161,Lawton Fort Sill Regional Airport,Lawton,United States,-6,airport
162,Orillia Airport,Orillia,Canada,-5,airport
163,Raton Municipal-Crews Field,Raton,United States,-6,airport
164,Buta Zega Airport,Buta Zega,Congo (Kinshasa),2,airport
165,East Midlands Airport,East Midlands,United Kingdom,0,airport
166,Diego Aracena Airport,Iquique,Chile,-4,airport
167,Muskrat Dam Airport,Muskrat Dam,Canada,-6,airport
168,Košice Airport,Kosice,Slovakia,1,airport
169,Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil,-3,airport
170,Uppsala Airport,Uppsala,Sweden,1,airport
171,Aldershot Station,Burlington,Canada,-5,station
172,Pratt Regional Airport,Pratt,United States,-5,airport
173,Kütahya Airport,Kutahya,Turkey,3,airport
174,New Haven State Street Station,New Haven,United States,-5,station
175,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,1,airport
176,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,1,airport
177,Sealdah Railway Station,Kolkata,India,5.5,station
178,Góraszka Airport,Goraszka,Poland,1,airport
179,Bartolomeu Lisandro Airport,Campos,Brazil,-3,airport
180,Brunei International Airport,Bandar Seri Begawan,Brunei,8,airport
181,Wangerooge Airport,Wangerooge,Germany,1,airport
182,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,1,airport
183,Aitutaki Airport,Aitutaki,Cook Islands,-10,airport
184,Red Sucker Lake Airport,Red Sucker Lake,Canada,-6,airport
185,Fuyang Xiguan Airport,Fuyang,China,8,airport
186,José Aponte de la Torre Airport,Ceiba,Puerto Rico,-4,airport
187,Kenosha Regional Airport,Kenosha,United States,-6,airport
188,Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,8,airport
189,Léopold Sédar Senghor International Airport,Dakar,Senegal,0,airport
190,Şanlıurfa Airport,Sanliurfa,Turkey,3,airport
191,Lüchow-Rehbeck Airport,Luechow,Germany,1,airport
192,Daet Airport,Daet,Philippines,8,airport
193,Biratnagar Airport,Biratnagar,Nepal,5.75,airport
194,Yinchuan Airport,Yinchuan,China,8,airport
195,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,-8,airport
196,Anholt Airport,Anholt,Denmark,1,airport
197,Kikwit Airport,Kikwit,Congo (Kinshasa),1,airport
198,Tateyama Airport,Tateyama,Japan,9,airport
199,Zweibrücken Airport,Zweibruecken,Germany,1,airport
200,San Sebastian Railway Station,San Sebastian,Spain,1,station
201,Sydney Terminal Railway Station,Sydney,Australia,10,station
202,Bakshi Ka Talab Air Force Station,Bakshi Ka Talab,India,5.5,airport
203,Johnson County Executive Airport,Olathe,United States,-6,airport
204,Kee Field,Pineville,United States,-5,airport
205,Macau Taipa Ferry Terminal,Macau,Macau,8,port
206,Qasigiannguit Heliport,Qasigiannguit,Greenland,-3,airport
207,Catarman National Airport,Catarman,Philippines,8,airport
208,Colma BART Station,Colma,United States,-8,station
209,Whakatane Airport,Whakatane,New Zealand,12,airport
210,Grobnicko Polje Airport,Grobnik,Croatia,1,airport
211,Santacruz Railway Station,Mumbai,India,5.5,station
212,Bandırma Airport,Bandirma,Turkey,3,airport
213,Virginia Airport,Durban,South Africa,2,airport
214,Würzburg-Schenkenturm Airport,Wuerzburg,Germany,1,airport
215,Springfield-Beckley Municipal Airport,Springfield,United States,-5,airport
216,Hardwick Field,Cleveland,United States,-5,airport
217,Læsø Airport,Laeso,Denmark,1,airport
218,Bahrain International Airport,Bahrain,Bahrain,3,airport
219,Rajkot Airport,Rajkot,India,5.5,airport
220,Kokshetau Airport,Kokshetau,Kazakhstan,6,airport
221,Komodo Airport,Labuhan Bajo,Indonesia,8,airport
222,Nadym Airport,Nadym,Russia,5,airport
223,Penneshaw Airport,Penneshaw,Australia,9.5,airport
224,Tunxi International Airport,Huangshan,China,8,airport
225,Scott AFB/Midamerica Airport,Belleville,United States,-6,airport
226,Huancabamba Airport,Huancabamba,Peru,-5,airport
227,Wakkanai Airport,Wakkanai,Japan,9,airport
228,Clinton Sherman Airport,Clinton,United States,-6,airport
229,Meriden Markham Municipal Airport,Meriden,United States,-5,airport
230,Winnipeg / St. Andrews Airport,Winnipeg,Canada,-6,airport
231,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,-3,airport
232,Rottnest Island Airport,Rottnest Island,Australia,8,airport
233,Brandenburg Airport Railway Station,Schonefeld,Germany,1,airport
234,Athens Ben Epps Airport,Athens,United States,-5,airport
235,Mataro Train Station,Mataro,Spain,1,station
236,Hakata Port International Terminal,Fukuoka,Japan,9,port
237,Ust-Ilimsk Airport,Ust Ilimsk,Russia,8,airport
238,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,-5,airport
239,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,-5,airport
240,Buchs SG Bahnhof,Buchs SG,Switzerland,1,station
241,Madison Municipal Airport,Madison,United States,-5,airport
242,Çardak Airport,Denizli,Turkey,3,airport
243,Xinwuri Station,Taichung,Taiwan,8,station
244,Bourg-Ceyzériat Airport,Bourg,France,1,airport
245,Putnam County Airport,Greencastle,United States,-5,airport
246,Northway Airport,Northway,United States,-9,airport
247,Nadym Airport,Nadym,Russia,5,airport
248,Stauning Airport,Stauning,Denmark,1,airport
249,Jaipur International Airport,Jaipur,India,5.5,airport
250,Emmonak Airport,Emmonak,United States,-9,airport
251,Tokunoshima Airport,Tokunoshima,Japan,9,airport
252,Kamphaeng Saen Airport,Nakhon Pathom,Thailand,7,airport
253,Western Springs Metra Station,Western Springs,United States,-6,station
254,Tel Nof Air Base,Tel-nof,Israel,2,airport
255,Reus Air Base,Reus,Spain,1,airport
256,Polk County Airport - Cornelius Moore Field,Cedartown,United States,-5,airport
257,Peretola Airport,Florence,Italy,1,airport
258,Milano Centrale Railway Station,Milan,Italy,1,station
259,Borovaya Airfield,Minsk,Belarus,3,airport
260,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,-5,airport
261,Waco Regional Airport,Waco,United States,-6,airport
262,Tokyo Haneda International Airport,Tokyo,Japan,9,airport
263,Mackay Airport,Mackay,Australia,10,airport
264,Fussen BF,Fussen,Germany,1,station
265,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,-5,airport
266,Trivandrum International Airport,Trivandrum,India,5.5,airport
267,Coronation Airport,Coronation,Canada,-7,airport
268,Mammoth Yosemite Airport,Mammoth Lakes,United States,-8,airport
269,Copacabana Airport,Copacabana,Bolivia,-4,airport
270,Ukunda Airstrip,Ukunda,Kenya,3,airport
271,Akwa Ibom International Airport,Uyo,Nigeria,1,airport
272,Kaghau Airport,Kagau Island,Solomon Islands,11,airport
273,Southend Airport,Southend,United Kingdom,0,airport
274,Ordu Giresun Airport,Ordu-Giresun,Turkey,2,airport
275,Savusavu Airport,Savusavu,Fiji,12,airport
276,Casa De Campo International Airport,La Romana,Dominican Republic,-4,airport
277,Montreal Central Bus Station,Montreal,Canada,-5,station
278,South Bend Station,South Bend,United States,-5,station
279,Jing Gang Shan Airport,Ji An,China,8,airport
280,Lund Central Station,Lund,Sweden,1,station
281,Tafaraoui Airport,Oran,Algeria,1,airport
282,Whangarei Airport,Whangarei,New Zealand,12,airport
283,Coastal Carolina Regional Airport,New Bern,United States,-5,airport
284,Scholes International At Galveston Airport,Galveston,United States,-6,airport
285,Ras Mishab Airport,Rash Mishab,Saudi Arabia,3,airport
286,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,1,airport
287,Grand Canyon West Airport,Grand Canyon West,United States,-7,airport
288,Kuqa Airport,Kuqa,China,8,airport
289,Annette Island Airport,Annette Island,United States,-9,airport
290,Newnan Coweta County Airport,Newnan,United States,-5,airport
291,Sylvania Airport,Sturtevant,United States,-6,airport
292,Ridgely Airpark,Ridgely,United States,-5,airport
293,Ovar Air Base,Ovar,Portugal,0,airport
294,Juan Mendoza Airport,Oruro,Bolivia,-4,airport
295,Badu Station,Keelung,Taiwan,8,station
296,Tyrone Station,Tyrone,United States,-5,station
297,Dothan Regional Airport,Dothan,United States,-6,airport
298,Sugimanuru Airport,Raha,Indonesia,8,airport
299,Kaohsiung Station,Kaohsiung,Taiwan,8,station
300,El Dorado Springs Memorial Airport,El dorado springs,United States,-5,airport
301,St. George Airport,St. George,United States,-9,airport
302,Kharkiv International Airport,Kharkov,Ukraine,2,airport
303,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,11,airport
304,Sunshine Coast Airport,Maroochydore,Australia,10,airport
305,Samsø Airport,Samsoe,Denmark,1,airport
306,Kansai International Airport,Osaka,Japan,9,airport
307,Klemtu Airport,Klemtu,Canada,-8,airport
308,Saquarema Airport,Saquarema,Brazil,-3,airport
309,Mejametalana Airbase,Maseru,Lesotho,2,airport
310,Iki Airport,Iki,Japan,9,airport
311,Lublin Airport,Lublin,Poland,1,airport
312,Murtala Muhammed International Airport,Lagos,Nigeria,1,airport
313,Gombe Lawanti International Airport,Gombe,Nigeria,1,airport
314,Gusau Airport,Gusau,Nigeria,1,airport
315,Castle Airport,Merced,United States,-8,airport
316,Unalakleet Airport,Unalakleet,United States,-9,airport
317,Bastak Airport,Bastak,Iran,3.5,airport
318,Quepos Managua Airport,Quepos,Costa Rica,-6,airport
319,Lauenbrück Airport,Lauenbrueck,Germany,1,airport
320,Mormugao-Goa Port,Mormugao,India,5.5,port
321,Plattsburgh International Airport,Plattsburgh,United States,-5,airport
322,Vesoul-Frotey Airport,Vesoul-frotey,France,1,airport
323,Deauville-Saint-Gatien Airport,Deauville,France,1,airport
324,Bicycle Lake Army Air Field,Fort Irwin,United States,-8,airport
325,Sipaliwini Airport,Sipaliwini,Suriname,-3,airport
326,Chignik Lake Airport,Chignik Lake,United States,-9,airport
327,Nykobing Falster Railway Station,Nykobing Falster,Denmark,1,station
328,Huangcun Railway Station,Beijing,China,8,station
329,Bocas Del Toro International Airport,Bocas Del Toro,Panama,-5,airport
330,Arnbruck Airport,Arnbruck,Germany,1,airport
331,Cascavel Airport,Cascavel,Brazil,-3,airport
332,Mullheim Baden Station,Mullheim,Germany,1,station
333,Port Angeles Cgas Airport,Port Angeles,United States,-8,airport
334,San Bruno BART Station,San Bruno,United States,-8,station
335,Wishram Train Station,Wishram,United States,-8,station
336,Toulouse-Francazal (BA 101) Air Base,Toulouse,France,1,airport
337,Portland Airport,Portland,Australia,10,airport
338,Menlo Park Station,Menlo Park,United States,-8,station
339,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,12,airport
340,Terminal 2 Humphrey Metro Transit Station,Hennepin County,United States,-6,station
341,Macau Taipa Ferry Terminal,Macau,Macau,8,port
342,Alberto Delgado Airport,Trinidad,Cuba,-5,airport
343,Awaba Airport,Awaba,Papua New Guinea,10,airport
344,Mys Shmidta Airport,Mys Shmidta,Russia,12,airport
345,Palm Beach International Airport,West Palm Beach,United States,-5,airport
346,Noto Airport,Wajima,Japan,9,airport
347,Manchester Airport,Manchester,United Kingdom,0,airport
348,Boone County Airport,Harrison,United States,-6,airport
349,Kaohsiung Station,Kaohsiung,Taiwan,8,station
350,Shigatse Air Base,Shigatse,China,8,airport
351,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,-3,airport
352,Mutare Airport,Mutare,Zimbabwe,2,airport
353,General Rivadeneira Airport,Esmeraldas,Ecuador,-5,airport
354,Bartow Municipal Airport,Bartow,United States,-5,airport
355,Sierra Grande Airport,Sierra Grande,Argentina,-3,airport
356,Ninoy Aquino International Airport,Manila,Philippines,8,airport
357,Puerto Escondido International Airport,Puerto Escondido,Mexico,-6,airport
358,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,-5,airport
359,RAF Brawdy,Brawdy,United Kingdom,0,airport
360,Changde Airport,Changde,China,8,airport
361,Bateen Airport,Abu Dhabi,United Arab Emirates,4,airport
362,One Police Plaza Heliport,New York,United States,-5,airport
363,Fordham Station,New York,United States,-5,station
364,Elefsis Airport,Elefsis,Greece,2,airport
365,Griffin-Spalding County Airport,Griffin,United States,-5,airport
366,John F Kennedy International Airport,New York,United States,-5,airport
367,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-3,airport
368,Kherson International Airport,Kherson,Ukraine,2,airport
369,Coleman Army Air Field,Coleman,Germany,1,airport
370,West Georgia Regional O V Gray Field,Carrollton,United States,-5,airport
371,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,-3,airport
372,Butaritari Atoll Airport,Butaritari,Kiribati,12,airport
373,Funter Bay Seaplane Base,Funter Bay,United States,-9,airport
374,Tjilik Riwut Airport,Palangkaraya,Indonesia,7,airport
375,Lago Argentino Airport,El Calafate,Argentina,-3,airport
376,Kansai Airport Station,Tajiri,Japan,9,airport
377,Irkutsk Northwest Airport,Irkutsk,Russia,8,airport
378,Gouda Railway Station,Gouda,Netherlands,1,station
379,Pitt Meadows Airport,Pitt Meadows,Canada,-8,airport
380,Adelaide Parafield Airport,Adelaide,Australia,9.5,airport
381,Hangzhou Railway Station,Hangzhou,China,8,station
382,Tiputini Airport,Tiputini,Ecuador,-5,airport
383,Rivne International Airport,Rivne,Ukraine,2,airport
384,Flam Station,Flam,Norway,1,station
385,Tyler Pounds Regional Airport,Tyler,United States,-6,airport
386,Roitzschjora Airfield,Roitzschjora,Germany,1,airport
387,Sinop Airport,Sinop,Turkey,3,airport
388,Sanday Airport,Sanday,United Kingdom,0,airport
389,RAAF Base Curtin,Derby,Australia,8,airport
390,Weedon Field,Eufala,United States,-6,airport
391,Desert Aire Regional Airport,Mattawa,United States,-8,airport
392,Jackson MI Station,Jackson,United States,-5,station
393,Suavanao Airport,Suavanao,Solomon Islands,11,airport
394,Jasper County Airport-Bell Field,Jasper,United States,-5,airport
395,Das Island Airport,Das Island,United Arab Emirates,4,airport
396,Labadee Port,Labadee,Haiti,-5,port
397,Loakan Airport,Baguio,Philippines,8,airport
398,Eagle River Union Airport,Eagle River,United States,-6,airport
399,Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,8,airport
400,Tres Arroyos Airport,Tres Arroyos,Argentina,-3,airport
401,Koln HBF,Koln,Germany,1,station
402,George Town Airport,George Town,Bahamas,-5,airport
403,Delta County Airport,Escanaba,United States,-5,airport
404,Kaufana Airport,Eua Island,Tonga,13,airport
405,Chacarita Airport,Chacarita,Costa Rica,-6,airport
406,Moultrie Municipal Airport,Moultrie,United States,-5,airport
407,Helsinki Vantaa Airport,Helsinki,Finland,2,airport
408,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-3,airport
409,Verona Villafranca Airport,Villafranca,Italy,1,airport
410,Værøy Heliport,Værøy,Norway,1,airport
411,Metropark Amtrak Station,Iselin,United States,-5,station
412,Blaise Diagne International Airport,Diass,Senegal,0,airport
413,Rovaniemi Airport,Rovaniemi,Finland,2,airport
414,Prairie Du Chien Municipal Airport,Prairie du Chien,United States,-6,airport
415,South Bend Regional Airport,South Bend,United States,-5,airport
416,Sikeston Memorial Municipal Airport,Sikeston,United States,-6,airport
417,Resolute Bay Airport,Resolute,Canada,-6,airport
418,Termas de Río Hondo international Airport,Rio Hondo,Argentina,-3,airport
419,Kigoma Airport,Kigoma,Tanzania,3,airport
420,Buckland Airport,Buckland,United States,-9,airport
421,Welwyn Garden City Railway Station,Welwyn Garden City,United Kingdom,0,station
422,Phu Quoc International Airport,Phuquoc,Vietnam,7,airport
423,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,-6,airport
424,Sleetmute Airport,Sleetmute,United States,-9,airport
425,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,-1,airport
426,Chongqing North Railway Station,Chongqing,China,8,station
427,Hill Air Force Base,Ogden,United States,-7,airport
428,Marina Municipal Airport,Fort Ord,United States,-8,airport
429,Chofu Airport,Tokyo,Japan,9,airport
430,Branch County Memorial Airport,Coldwater,United States,-5,airport
431,William R Fairchild International Airport,Port Angeles,United States,-8,airport
432,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,3,airport
433,Kratie Airport,Kratie,Cambodia,7,airport
434,Richmond International Airport,Richmond,United States,-5,airport
435,Sitia Airport,Sitia,Greece,2,airport
436,Will Rogers World Airport,Oklahoma City,United States,-6,airport
437,Long Seridan Airport,Long Seridan,Malaysia,8,airport
438,Niederstetten Army Air Base,Niederstetten,Germany,1,airport
439,Rheine Bentlage Air Base,Rheine-brentlange,Germany,1,airport
440,Abel Santamaria Airport,Santa Clara,Cuba,-5,airport
441,Sacramento Mather Airport,Sacramento,United States,-8,airport
442,Rankin Inlet Airport,Rankin Inlet,Canada,-6,airport
443,Gore Bay Manitoulin Airport,Gore Bay,Canada,-5,airport
444,King Shaka International Airport,Durban,South Africa,2,airport
445,Münster-Telgte Airport,Muenster,Germany,1,airport
446,Oulainen Railway Station,Oulainen,Finland,2,station
447,Berlin Hauptbahnhof,Berlin,Germany,1,station
448,Mustique Airport,Mustique,Saint Vincent and the Grenadines,-4,airport
449,Gilmer County Airport,Ellijay,United States,-5,airport
450,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,-10,airport
451,Niue International Airport,Alofi,Niue,-11,airport
452,Pinang Kampai Airport,Dumai,Indonesia,7,airport
453,Juanjui Airport,Juanjui,Peru,-5,airport
454,Moro Airport,Moro,Papua New Guinea,10,airport
455,Edward Bodden Airfield,Little Cayman,Cayman Islands,-5,airport
456,Dalaman International Airport,Dalaman,Turkey,3,airport
457,Tresco Heliport,Tresco,United Kingdom,0,airport
458,Dikson Airport,Dikson,Russia,7,airport
459,Aniwa Airport,Aniwa,Vanuatu,11,airport
460,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,3,airport
461,Eindhoven Station,Eindhoven,Netherlands,1,station
462,Vilnius Railway Station,Vilnius,Lithuania,2,station
463,Wahoo Municipal Airport,Wahoo,United States,-5,airport
464,Bredasdorp Airport,Barberton,South Africa,2,airport
465,Cairo-Grady County Airport,Cairo,United States,-5,airport
466,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,-5,airport
467,Kipnuk Airport,Kipnuk,United States,-9,airport
468,Albacete-Los Llanos Airport,Albacete,Spain,1,airport
469,Ashford International Railway Station,Ashford,United Kingdom,0,station
470,Tres Arroyos Airport,Tres Arroyos,Argentina,-3,airport
471,Bokaro Airport,Bokaro,India,5.5,airport
472,Nuiqsut Airport,Nuiqsut,United States,-9,airport
